actor_episodes,actor_steps,delta_dist,delta_dist_10,delta_dist_100,delta_dist_1000,episode_length,episode_return,final_dist,final_dist_10,final_dist_100,final_dist_1000,init_dist,init_dist_10,init_dist_100,init_dist_1000,min_dist,min_dist_10,min_dist_100,min_dist_1000,steps_per_second,success,success_1000
3,300,-5.173631,-0.7723082,-0.7723082,-0.7723082,100,79.0,6.472436,5.184624,5.184624,5.184624,1.2988048,4.4123163,4.4123163,4.4123163,0.38420868,3.8649666,3.8649666,3.8649666,51.94008277613862,1.0,0.3333333333333333
32,3200,2.0130348,-0.5089105,-0.27289358,-0.27289358,100,2.0,0.29156405,6.6160126,5.2806807,5.2806807,2.3045988,6.1071024,5.0077868,5.0077868,0.030422376,1.7514979,1.9231873,1.9231873,52.05154988575922,1.0,0.59375
65,6500,2.4456978,-0.42526484,-0.12099619,-0.12099619,100,5.0,4.510674,6.5753264,5.7379875,5.7379875,6.956372,6.150061,5.6169906,5.6169906,2.282243,1.44843,2.0632534,2.0632534,69.91315328806365,0.0,0.6
100,10000,-0.5823159,-0.40676317,-0.11822061,-0.11312642,100,0.0,7.44724,5.3204484,5.740835,5.72821,6.864924,4.9136853,5.622615,5.6150837,3.080609,1.4897773,1.9932084,2.0540664,61.73385980423513,0.0,0.6
119,11900,0.83253694,-0.37730926,-0.10992817,-0.1561895,100,0.0,3.5461323,7.431257,6.0627675,5.8450174,4.3786693,7.0539474,5.952838,5.688828,3.1316466,2.6830268,2.11924,2.088743,43.382604981087425,0.0,0.5882352941176471
134,13400,1.2669725,-0.2329627,-0.15325618,-0.18177366,100,0.0,4.6394634,5.779706,6.0138783,5.8013115,5.906436,5.5467424,5.8606205,5.6195383,0.12515563,1.8446369,2.1275344,2.0463314,38.28199500270893,1.0,0.582089552238806
150,15000,4.5808983,-0.8026435,-0.42642462,-0.27896646,100,41.0,0.83359724,8.082003,6.3034225,6.007482,5.4144955,7.279359,5.8769975,5.728515,0.020492626,3.0795636,2.2015228,2.1182275,16.25665388282422,1.0,0.5666666666666667
158,15800,-1.9367423,0.5647631,-0.29069656,-0.21226272,100,0.0,5.2642584,6.1746545,6.1947546,6.0077057,3.327516,6.739417,5.904057,5.795443,3.327516,3.239545,2.2130234,2.1907156,33.98017092067194,0.0,0.5506329113924051
162,16200,-4.7962027,-1.376127,-0.3527997,-0.3067011,100,26.0,5.348458,7.244166,6.2273083,6.0580606,0.552255,5.8680387,5.874508,5.7513595,0.15019318,2.752396,2.2396529,2.1690602,7.84508894122393,1.0,0.5555555555555556
169,16900,-4.2634535,-1.5660001,-0.45059064,-0.32825089,100,0.0,7.1462193,6.030806,6.191181,6.0314465,2.8827655,4.4648056,5.740591,5.703195,0.030289633,2.0652556,2.2712133,2.1900268,14.112114405759021,1.0,0.5502958579881657
177,17700,5.028031,-0.96259975,-0.44598675,-0.35030165,100,0.0,4.2522235,6.2513666,6.1742153,6.0531244,9.280254,5.2887664,5.7282276,5.7028227,4.2522235,2.5951552,2.2963636,2.2192774,11.796209793069428,0.0,0.5423728813559322
185,18500,4.5564137,-0.41818672,-0.6499487,-0.37018648,100,34.0,2.048811,7.7629385,6.5681973,6.1412897,6.6052246,7.344751,5.918248,5.7711034,2.048811,3.6475704,2.4542348,2.2686648,13.512463264646414,0.0,0.5243243243243243
193,19300,3.7942739,-0.5548667,-0.6546361,-0.39035442,100,35.0,3.6908545,5.347749,6.4227324,6.0992956,7.4851284,4.7928824,5.768097,5.708942,2.1931834,1.6574726,2.3744147,2.241992,13.510146885946806,0.0,0.533678756476684
201,20100,-0.3113494,0.5163643,-0.5770031,-0.3439484,100,5.0,2.7813926,3.919389,6.299389,6.0180473,2.4700432,4.435753,5.722386,5.6740985,1.7614442,1.9671295,2.4279497,2.243302,13.240746165828547,1.0,0.527363184079602
