actor_episodes,actor_loss,actor_steps,binary_accuracy,categorical_accuracy,critic_loss,evaluator_episodes,evaluator_steps,learner_steps,learner_walltime,logits_neg,logits_pos,logsumexp,steps_per_second
113,0.0,11300,0.98236656,0.0040283203,0.08307579,29,2900,1,0,-10.298746,-11.167091,3.763545,0.0
121,0.0,12100,0.99609375,0.022949219,0.022097152,31,3100,10,10.388400077819824,-7.269515,-4.6616287,0.049259044,67.43884225515447
131,0.0,13100,0.99609375,0.025146484,0.02189327,33,3300,20,20.766790628433228,-7.3038187,-4.610548,0.025921237,55.30391213196029
141,0.0,14100,0.99609375,0.0289917,0.02173915,36,3600,30,30.85933756828308,-7.423594,-4.575321,0.028763052,59.53312500970279
149,0.0,14900,0.99609375,0.034240723,0.021424334,38,3800,40,41.094353675842285,-7.8042326,-4.4969354,0.050720267,69.80673733275187
159,0.0,15900,0.99609375,0.036376953,0.021233102,41,4100,50,51.93660235404968,-8.01919,-4.437862,0.07188772,58.7610747478303
169,0.0,16900,0.99609375,0.04925537,0.020711064,43,4300,60,62.05405402183533,-8.567478,-4.3144274,0.047376856,66.304703974027
177,0.0,17700,0.99609375,0.05090332,0.020353332,46,4600,70,72.40411520004272,-9.27994,-4.211142,0.047490988,59.72130830234569
186,0.0,18600,0.99609375,0.059448242,0.019851444,48,4800,80,82.72342610359192,-9.9591465,-4.076328,0.05161608,62.013350976927796
194,0.0,19400,0.99609375,0.06591797,0.019601876,50,5000,90,92.77813816070557,-11.014,-4.009472,0.062174235,67.7355362474776
200,0.0,20000,0.99609375,0.074401855,0.019433713,54,5400,100,102.89598035812378,-11.412746,-3.9580421,0.13661301,66.05841952728204
207,0.0,20700,0.9960935,0.07885742,0.019180806,59,5900,110,113.06664276123047,-11.681969,-3.897789,0.08699114,60.80823403275463
214,0.0,21400,0.996094,0.091674805,0.018758498,64,6400,120,123.3068687915802,-12.189493,-3.7870228,0.06310233,53.86781772847905
220,0.0,22000,0.99609375,0.09063721,0.018614657,69,6900,130,133.44341325759888,-12.941876,-3.7508917,0.07210195,52.08783830065499
226,0.0,22600,0.99609375,0.10223389,0.018220248,73,7300,140,143.48372960090637,-13.053847,-3.643521,0.09190506,69.42327995119288
234,0.0,23400,0.99609375,0.11352539,0.018010866,76,7600,151,154.70220828056335,-13.756746,-3.5926285,0.09204831,51.95900735788698
240,0.0,24000,0.9960921,0.11279297,0.018099902,82,8200,162,165.56620454788208,-13.435188,-3.613182,0.13079026,58.67818740701588
246,0.0,24600,0.99609375,0.111572266,0.0179373,86,8600,173,176.30416417121887,-13.6263275,-3.5709674,0.10652595,72.3888330972827
254,0.0,25400,0.99609375,0.12609863,0.017666552,91,9100,183,186.54007816314697,-14.098196,-3.5026045,0.08750008,57.90081115137941
261,0.0,26100,0.99609303,0.12835693,0.01762154,95,9500,194,197.4670214653015,-13.340718,-3.4884305,0.09607897,59.35828897344289
268,0.0,26800,0.9960933,0.13568115,0.017466955,101,10100,205,208.5301342010498,-14.192257,-3.4428961,0.13469523,54.813452842459704
274,0.0,27400,0.9960935,0.13061523,0.017591223,104,10400,216,219.3238010406494,-13.780692,-3.4782405,0.1472222,72.02094448734246
282,0.0,28200,0.99609256,0.14178467,0.017381996,109,10900,226,229.55832052230835,-13.547113,-3.4255865,0.20001799,70.45766392301286
288,0.0,28800,0.9960928,0.1529541,0.016761439,114,11400,236,239.76726245880127,-14.463787,-3.2610476,0.10527251,54.33277098381749
294,0.0,29400,0.996094,0.14337158,0.017191526,118,11800,247,250.5432469844818,-13.489949,-3.37648,0.07704851,71.82390590705705
301,0.0,30100,0.996094,0.15771484,0.01681917,122,12200,257,260.71091175079346,-14.379318,-3.2854457,0.11032895,67.41538490129999
309,0.0,30900,0.99609375,0.159729,0.01696236,128,12800,268,271.7750687599182,-13.966967,-3.3131232,0.13209727,52.65745884423513
315,0.0,31500,0.9960921,0.16265869,0.0166344,132,13200,279,282.55122351646423,-14.603807,-3.2310643,0.14039248,58.485396922645194
321,0.0,32100,0.99609256,0.16290283,0.016717602,136,13600,289,292.58374190330505,-14.233261,-3.247117,0.12916408,72.42191687688012
328,0.0,32800,0.99609303,0.17944336,0.01639331,140,14000,299,303.02562189102173,-14.5041485,-3.1648846,0.10696375,68.88220184540914
335,0.0,33500,0.99609303,0.17810059,0.016473811,145,14500,309,313.0261552333832,-14.219185,-3.187857,0.100733876,56.48238167620259
341,0.0,34100,0.9960923,0.18237305,0.016197734,150,15000,320,323.8585398197174,-14.562733,-3.116742,0.1289323,62.85339088357526
348,0.0,34800,0.9960928,0.17901611,0.016637418,153,15300,330,334.0421018600464,-14.04291,-3.2274635,0.18503046,70.71657621022915
354,0.0,35400,0.996089,0.18225098,0.016325232,158,15800,341,344.7733039855957,-14.513361,-3.145228,0.12261305,70.5615463029214
361,0.0,36100,0.9960902,0.19354248,0.016091451,161,16100,351,354.96326661109924,-14.9558525,-3.0827765,0.14496726,67.80618278374807
368,0.0,36800,0.99609184,0.20703125,0.015749946,166,16600,361,365.0914533138275,-15.499428,-2.9949894,0.11968266,61.818213975150705
374,0.0,37400,0.9960947,0.19683838,0.015879264,172,17200,372,376.14784932136536,-15.334414,-3.028664,0.1686276,59.99179713829545
381,0.0,38100,0.99609137,0.21130371,0.015840836,175,17500,382,386.1727521419525,-15.548755,-3.0162027,0.16700119,70.45962427722148
388,0.0,38800,0.99609447,0.19702148,0.016032396,181,18100,392,396.2771670818329,-14.8335705,-3.0671368,0.12350731,52.48374391941564
394,0.0,39400,0.9960909,0.20397949,0.01577324,185,18500,403,407.0879487991333,-15.091983,-3.0036502,0.12575948,61.97440822719347
401,0.0,40100,0.9960935,0.21343994,0.015809616,189,18900,413,417.19933676719666,-14.770542,-3.0046463,0.14650472,71.64530118012303
408,0.0,40800,0.9960942,0.21728516,0.015678968,193,19300,423,427.4816951751709,-15.559151,-2.9685385,0.16546535,55.797822384734204
414,0.0,41400,0.99609375,0.22143555,0.015747596,198,19800,434,438.31514048576355,-14.7939005,-2.992227,0.15485434,60.64783759371045
421,0.0,42100,0.9960928,0.2241211,0.015411239,203,20300,444,448.34942722320557,-15.653069,-2.9041157,0.14824262,71.87977633454064
429,0.0,42900,0.9960923,0.21972656,0.015510706,209,20900,455,459.4393801689148,-15.509257,-2.9279227,0.1269867,53.254578812714655
434,0.0,43400,0.9960959,0.21710205,0.015529733,213,21300,466,470.12710642814636,-15.540186,-2.9340947,0.1468511,61.458732271989945
441,0.0,44100,0.9960935,0.23529053,0.015290767,218,21800,476,480.25915360450745,-16.086533,-2.8694324,0.15353873,70.52945437538837
449,0.0,44900,0.996094,0.21264648,0.015639152,223,22300,487,491.4467649459839,-15.394154,-2.9570827,0.16631693,53.37724695686479
456,0.0,45600,0.99609303,0.2230835,0.0153219085,228,22800,498,502.44736909866333,-15.521409,-2.8750362,0.16028439,54.07626728036332
461,0.0,46100,0.9960921,0.22912598,0.015336287,233,23300,509,513.1301670074463,-15.55981,-2.884317,0.12855437,70.86145643295593
469,0.0,46900,0.9960911,0.23492432,0.015289204,238,23800,519,523.2950854301453,-15.633396,-2.8678575,0.14836772,70.23261769539239
476,0.0,47600,0.99609447,0.22753906,0.015218733,245,24500,529,533.4809510707855,-15.875207,-2.8485813,0.13565676,47.932035494305254
481,0.0,48100,0.99609256,0.23046875,0.015094049,250,25000,540,544.1367769241333,-15.796858,-2.819292,0.13118428,72.9150730371826
489,0.0,48900,0.9960911,0.22302246,0.015367177,254,25400,550,554.5311288833618,-15.6282425,-2.8874364,0.13268003,71.87030782881276
495,0.0,49500,0.99609137,0.22460938,0.015329696,259,25900,560,564.5353877544403,-15.527693,-2.8782852,0.1297525,56.223478495998584
501,0.0,50100,0.9960952,0.23162842,0.015196167,263,26300,571,575.411523103714,-15.666861,-2.8454049,0.19413757,71.83724536805971
509,0.0,50900,0.9960923,0.24438477,0.015097793,268,26800,581,585.7482767105103,-15.656862,-2.8157418,0.16581926,60.99013539884756
515,0.0,51500,0.99609494,0.22955322,0.014946793,273,27300,591,595.8143992424011,-16.007605,-2.7730002,0.16334864,58.91494411501206
521,0.0,52100,0.99609256,0.23425293,0.015088583,277,27700,601,606.0791537761688,-16.076548,-2.8174536,0.17150056,72.31334589580334
528,0.0,52800,0.9960923,0.23791504,0.01506971,281,28100,611,616.42649102211,-15.348359,-2.8060694,0.15641734,57.72536120357394
534,0.0,53400,0.9960928,0.2286377,0.015130306,285,28500,621,626.5102264881134,-15.589705,-2.8266783,0.12552959,61.67770989938946
540,0.0,54000,0.9960935,0.23529053,0.015113274,289,28900,631,636.5403809547424,-15.713292,-2.8200488,0.13647291,73.49412549024976
546,0.0,54600,0.9960911,0.25006104,0.014906738,293,29300,641,646.6933245658875,-15.966688,-2.7618647,0.18989293,71.77261247213296
554,0.0,55400,0.99609447,0.24273682,0.014987171,297,29700,651,657.1110007762909,-15.65427,-2.7837725,0.17907456,55.0150781658133
560,0.0,56000,0.9960923,0.2442627,0.014868304,301,30100,662,667.9538743495941,-16.118979,-2.7547584,0.1479056,71.73490452287089
566,0.0,56600,0.996094,0.2423706,0.014850758,306,30600,672,678.1362581253052,-16.553139,-2.7490335,0.15332612,70.30912441604512
573,0.0,57300,0.9960971,0.2368164,0.015082318,310,31000,682,688.2829298973083,-15.951969,-2.809172,0.16786155,63.74152663113063
580,0.0,58000,0.9960964,0.24066162,0.014786972,315,31500,693,699.288898229599,-16.377419,-2.7335086,0.15696716,61.2381326296593
587,0.0,58700,0.9960933,0.23779297,0.014881184,318,31800,703,709.4312062263489,-15.630533,-2.7575548,0.14817514,71.5774819893352
594,0.0,59400,0.9960859,0.2475586,0.014862105,322,32200,713,719.5267143249512,-15.900558,-2.7480588,0.18661538,71.7795407732288
600,0.0,60000,0.99609494,0.24951172,0.014713223,326,32600,723,729.5718574523926,-16.023842,-2.7117155,0.14285743,70.77079250181781
606,0.0,60600,0.99609375,0.24255371,0.01472613,331,33100,733,739.6287293434143,-15.97511,-2.7139947,0.17373195,60.556895547061764
612,0.0,61200,0.9960942,0.25354004,0.014870578,336,33600,744,750.4658920764923,-15.991112,-2.753734,0.161543,58.921358278389036
619,0.0,61900,0.9960952,0.24133301,0.014847251,340,34000,754,760.6844344139099,-16.327297,-2.746068,0.14499456,71.79357420051939
626,0.0,62600,0.99609685,0.24212646,0.014941163,345,34500,764,770.770516872406,-15.479717,-2.772111,0.15053424,53.25661795705314
632,0.0,63200,0.9960947,0.26226807,0.014796026,350,35000,775,781.5918695926666,-15.561272,-2.7348502,0.15200368,58.92439773456397
639,0.0,63900,0.99609685,0.24816895,0.01496036,354,35400,785,791.8698194026947,-15.8075485,-2.7735987,0.17698422,69.38156110638117
647,0.0,64700,0.9960923,0.25256348,0.014815826,359,35900,796,803.1078135967255,-16.165562,-2.739293,0.16575316,49.72393450348207
653,0.0,65300,0.9960921,0.26239014,0.014515149,363,36300,806,813.2027115821838,-16.438625,-2.6596193,0.14664146,59.310942948155514
660,0.0,66000,0.9960966,0.24584961,0.0146666635,368,36800,816,823.4553182125092,-16.113634,-2.695979,0.16193117,70.88108443240834
665,0.0,66500,0.996099,0.24993896,0.014827842,373,37300,826,833.6132400035858,-15.984377,-2.744927,0.1526801,62.18849474838416
672,0.0,67200,0.9960935,0.25775146,0.014528819,377,37700,836,843.8850936889648,-16.24004,-2.6661158,0.14359024,57.38337226436217
679,0.0,67900,0.9960861,0.25146484,0.0146938795,382,38200,846,854.0760283470154,-15.983797,-2.6956875,0.20759383,51.89930544545918
684,0.0,68400,0.99609804,0.26690674,0.014529917,386,38600,857,865.0366580486298,-16.44366,-2.6622386,0.16640365,63.03497650355194
691,0.0,69100,0.99609256,0.24987793,0.014846465,391,39100,867,875.0624289512634,-15.587906,-2.744249,0.17486492,69.63336958943788
699,0.0,69900,0.99609375,0.25616455,0.0145499455,396,39600,877,885.301221370697,-16.772198,-2.6689675,0.16576052,52.78424830332068
705,0.0,70500,0.9960942,0.2678833,0.014440021,400,40000,888,896.0308768749237,-16.542934,-2.6366,0.18319234,54.636598795833265
711,0.0,71100,0.9960954,0.25024414,0.014581857,404,40400,898,906.4320707321167,-16.24872,-2.6761048,0.1427387,68.1270050588533
718,0.0,71800,0.9960978,0.25549316,0.014665725,409,40900,908,916.551111459732,-16.144003,-2.698176,0.15453911,61.89225944003204
725,0.0,72500,0.99609447,0.25097656,0.014653891,414,41400,919,927.6792335510254,-15.993057,-2.6895587,0.19846597,54.28584232652464
731,0.0,73100,0.99609256,0.25390625,0.014557104,418,41800,929,937.8432500362396,-16.286531,-2.67142,0.1596007,73.08277818358833
738,0.0,73800,0.99609613,0.2600708,0.01454144,423,42300,939,947.951963186264,-15.8837595,-2.6642623,0.14719258,59.944064657793405
743,0.0,74300,0.9961004,0.2647705,0.014480351,427,42700,949,958.2308757305145,-15.974308,-2.6478312,0.16125704,70.54925114397426
751,0.0,75100,0.9960921,0.26306152,0.014406761,431,43100,959,968.333557844162,-16.216457,-2.6303906,0.1698688,74.41027968083205
758,0.0,75800,0.9960947,0.2581787,0.014502045,437,43700,970,979.0499618053436,-16.12928,-2.6556144,0.14842406,54.46705949192436
764,0.0,76400,0.9960983,0.27703857,0.014212929,441,44100,981,989.8535978794098,-16.842327,-2.5723917,0.16818085,61.471046930746574
771,0.0,77100,0.99610114,0.27270508,0.01424118,445,44500,992,1000.5239291191101,-16.738642,-2.581889,0.1649128,69.49114195574123
779,0.0,77900,0.9960911,0.26556396,0.014612581,451,45100,1003,1011.4646010398865,-16.172588,-2.6790977,0.1893622,60.28081129410793
785,0.0,78500,0.9961026,0.26342773,0.0143629145,456,45600,1014,1022.1484928131104,-16.079937,-2.6096156,0.16027036,61.07368463203188
792,0.0,79200,0.9960942,0.25482178,0.014662247,460,46000,1025,1032.7610573768616,-16.339806,-2.6930666,0.15547538,73.36049900413431
800,0.0,80000,0.996099,0.25238037,0.014554113,464,46400,1036,1043.5856251716614,-15.798518,-2.659657,0.18628538,63.435968973415946
807,0.0,80700,0.9960966,0.25268555,0.01453703,469,46900,1047,1054.4322385787964,-16.301376,-2.661332,0.17543387,63.741087696294365
814,0.0,81400,0.99609756,0.2699585,0.0142786745,475,47500,1058,1065.2240722179413,-16.463802,-2.591785,0.16809547,55.15438537590947
820,0.0,82000,0.9960954,0.2602539,0.014454804,479,47900,1069,1075.881047487259,-16.785454,-2.6339269,0.2091505,78.19991947987026
828,0.0,82800,0.9960978,0.26391602,0.014224513,484,48400,1080,1086.7231583595276,-16.345732,-2.577951,0.16887933,61.31544364909357
835,0.0,83500,0.99609494,0.26660156,0.014552122,490,49000,1091,1097.1485221385956,-16.136028,-2.6617146,0.18215561,74.6998849873898
841,0.0,84100,0.9960978,0.25775146,0.014562047,494,49400,1102,1107.6486685276031,-15.884221,-2.6689296,0.1483051,63.14342531829821
848,0.0,84800,0.9960952,0.2640381,0.014465205,499,49900,1113,1118.2833561897278,-16.516037,-2.6392288,0.21946496,74.05455146359806
