actor_episodes,actor_loss,actor_steps,binary_accuracy,categorical_accuracy,critic_loss,evaluator_episodes,evaluator_steps,learner_steps,learner_walltime,logits_neg,logits_pos,logsumexp,steps_per_second
113,0.0,11300,0.9897275,0.0038452148,0.06614044,28,2800,1,0,-10.600225,-11.33935,3.1784177,0.0
122,0.0,12200,0.99609375,0.0256958,0.021829441,30,3000,10,10.12987232208252,-7.8988047,-4.595883,0.043842282,64.98626632279819
132,0.0,13200,0.99609375,0.03375244,0.021511877,32,3200,21,21.042197704315186,-8.116743,-4.522921,0.039377764,62.96266249035103
140,0.0,14000,0.99609375,0.03363037,0.021514256,34,3400,31,31.15538191795349,-7.936241,-4.5198407,0.045669883,67.62572743478405
150,0.0,15000,0.99609375,0.038085938,0.021170825,37,3700,42,42.03314661979675,-8.269041,-4.4226646,0.06811973,69.53830642706579
160,0.0,16000,0.99609375,0.04437256,0.020825006,40,4000,52,52.24537372589111,-8.59004,-4.334611,0.031556234,56.93542818419275
169,0.0,16900,0.99609375,0.0635376,0.020229872,42,4200,62,62.25423049926758,-8.96988,-4.167943,0.06926126,60.46283457107353
179,0.0,17900,0.99609375,0.08441162,0.019601706,44,4400,72,72.26194953918457,-9.492589,-4.0089855,0.06526079,62.37664428700527
187,0.0,18700,0.99609375,0.09362793,0.019168783,46,4600,83,83.10251379013062,-10.143196,-3.8950355,0.07363623,68.7569685358032
196,0.0,19600,0.99609184,0.103759766,0.019002402,49,4900,93,93.1141357421875,-10.526545,-3.8488307,0.19757569,66.6047823559347
203,0.0,20300,0.99609375,0.11682129,0.01868877,52,5200,103,103.15424394607544,-10.996021,-3.7645333,0.11409124,56.82293294191935
210,0.0,21000,0.99609375,0.10803223,0.018675022,55,5500,114,113.84876799583435,-10.885434,-3.7640276,0.07430268,62.735714202246875
216,0.0,21600,0.996094,0.12158203,0.018697392,59,5900,125,124.44092679023743,-10.980505,-3.7710526,0.13464582,72.79834592762782
223,0.0,22300,0.99609375,0.13024902,0.01812638,62,6200,135,134.45988845825195,-11.564613,-3.6213803,0.12913069,71.84172500136492
230,0.0,23000,0.99609375,0.13165283,0.017833406,66,6600,146,145.20594835281372,-11.932716,-3.547575,0.10020298,61.15397991707941
237,0.0,23700,0.99609375,0.1293335,0.017574089,70,7000,157,156.10769486427307,-12.003853,-3.4756718,0.08350786,62.07139765214271
244,0.0,24400,0.99609375,0.13360596,0.017782416,73,7300,168,166.93119597434998,-11.716635,-3.5342426,0.20761637,61.592967397669135
251,0.0,25100,0.99609375,0.14227295,0.017150065,77,7700,179,177.76371908187866,-12.220006,-3.3620405,0.11004065,75.79652957608398
258,0.0,25800,0.99609375,0.14422607,0.01754849,80,8000,190,188.42446088790894,-11.512399,-3.4657216,0.19727314,61.018431315141754
265,0.0,26500,0.99609375,0.14276123,0.017340945,84,8400,201,199.23832774162292,-11.793116,-3.414261,0.09209508,58.0176943562983
272,0.0,27200,0.9960933,0.16088867,0.017118767,87,8700,212,209.96717524528503,-12.477833,-3.3552384,0.15566337,73.21447535010934
280,0.0,28000,0.99609375,0.16119385,0.017138476,91,9100,223,220.81450629234314,-12.138069,-3.3588061,0.15399164,60.745637029849235
286,0.0,28600,0.996094,0.17614746,0.016612371,95,9500,234,231.46623182296753,-12.67585,-3.223559,0.12195654,63.802142508599914
