actor_episodes,actor_steps,delta_dist,delta_dist_10,delta_dist_100,delta_dist_1000,episode_length,episode_return,final_dist,final_dist_10,final_dist_100,final_dist_1000,init_dist,init_dist_10,init_dist_100,init_dist_1000,min_dist,min_dist_10,min_dist_100,min_dist_1000,steps_per_second,success,success_1000
3,300,1.1821709,0.0,0.0,0.0,100,0.0,8.371419,7.317142,7.317142,7.317142,9.55359,7.317142,7.317142,7.317142,2.268217,7.317142,7.317142,7.317142,14.347078564675066,0.0,nan
30,3000,4.5715637,0.16748162,0.071895346,0.071895346,100,0.0,1.2336819,4.5830474,5.168234,5.168234,5.805246,4.7505293,5.2401295,5.2401295,0.3504431,1.3771875,2.4318004,2.4318004,66.07535037168235,1.0,0.48148148148148145
58,5800,1.1117346,-0.11011448,0.033577807,0.033577807,100,0.0,3.0690644,6.9372826,5.3030376,5.3030376,4.180799,6.8271675,5.3366156,5.3366156,3.0690644,4.1228685,2.442902,2.442902,63.3686342858386,0.0,0.4528301886792453
85,8500,1.309272,0.11036372,0.18375848,0.18375848,100,0.0,3.61776,4.3696795,5.199524,5.199524,4.927032,4.4800425,5.3832827,5.3832827,1.3277103,1.7995312,2.3168657,2.3168657,67.32181636954013,1.0,0.4875
107,10700,-2.2972808,0.10215294,0.36429378,0.32323593,100,3.0,5.7209177,5.881293,5.066383,5.205657,3.423637,5.983445,5.430677,5.5288944,3.122942,3.094079,2.1364503,2.329454,29.25986964186953,0.0,0.47058823529411764
124,12400,0.5655961,-1.9287411,0.13587292,0.1584337,100,0.0,7.3585873,6.7564187,5.2620573,5.2683725,7.9241834,4.8276777,5.3979297,5.426807,3.1278453,2.576845,2.1921098,2.305755,18.865724102530702,0.0,0.47058823529411764
138,13800,-0.86057293,0.728409,0.17856984,0.17032488,100,0.0,1.1535069,5.5418363,5.3622856,5.319684,0.2929339,6.270245,5.540856,5.490008,0.2929339,2.3317053,2.285574,2.3113382,31.56074480066139,1.0,0.45864661654135336
149,14900,1.9237742,0.15681481,0.14715905,0.14252804,100,94.0,1.2257032,4.701139,5.466767,5.2712045,3.1494775,4.8579535,5.6139264,5.413733,0.30222243,1.6828524,2.3515978,2.2563496,29.950053301375597,1.0,0.4755244755244755
153,15300,4.163929,0.55620265,0.20138684,0.19320923,100,81.0,0.92552084,4.3940687,5.290443,5.2065754,5.08945,4.950271,5.49183,5.3997846,0.60798895,1.4547805,2.2267647,2.2316098,7.961744332371179,1.0,0.48299319727891155
161,16100,3.634777,1.7397461,0.42526814,0.25999278,100,0.0,2.0981565,3.2250316,4.9754243,5.102873,5.7329335,4.964777,5.400692,5.3628654,1.3580141,1.4132757,2.019968,2.1806667,9.951899553936181,1.0,0.5096774193548387
165,16500,5.250088,1.9220648,0.5358563,0.3208551,100,33.0,1.8311086,2.5158358,4.777764,5.02764,7.081197,4.4379,5.31362,5.3484945,0.31631413,1.4798001,1.9492499,2.1671755,8.969619402194459,1.0,0.5157232704402516
173,17300,6.7536216,3.7037463,0.7720139,0.49314994,100,99.0,1.4058967,2.3406057,4.542476,4.910021,8.159518,6.0443525,5.3144903,5.403171,0.9781736,0.967597,1.8767663,2.1018631,9.963564597654623,1.0,0.5329341317365269
181,18100,8.52854,3.593539,1.0011798,0.62363315,100,98.0,0.05365781,2.191597,4.4272356,4.7858133,8.582197,5.785136,5.428415,5.4094467,0.05365781,1.174242,1.8296273,2.0500178,10.074258283050959,1.0,0.5485714285714286
188,18800,0.12868524,5.269246,1.3234555,0.78868383,100,0.0,3.6152103,1.2277577,4.231883,4.649962,3.7438955,6.497003,5.5553393,5.4386463,1.1744416,0.72925025,1.7605318,2.01011,8.650832020196187,1.0,0.5604395604395604
