actor_episodes,actor_steps,delta_dist,delta_dist_10,delta_dist_100,delta_dist_1000,episode_length,episode_return,final_dist,final_dist_10,final_dist_100,final_dist_1000,init_dist,init_dist_10,init_dist_100,init_dist_1000,min_dist,min_dist_10,min_dist_100,min_dist_1000,steps_per_second,success,success_1000
1,100,-2.7285697,0.0,0.0,0.0,100,0.0,4.955079,5.369779,5.369779,5.369779,2.2265093,5.369779,5.369779,5.369779,1.1030624,5.369779,5.369779,5.369779,15.62994316091608,1.0,nan
30,3000,0.84966123,0.6724986,-0.2763367,-0.2763367,100,22.0,1.2633673,4.401925,5.148587,5.148587,2.1130285,5.074424,4.8722506,4.8722506,1.2633673,1.4082706,2.345538,2.345538,72.27335613725015,1.0,0.52
58,5800,0.29571056,-0.22409864,-0.10125935,-0.10125935,100,47.0,6.9411983,4.112605,4.8538013,4.8538013,7.236909,3.8885067,4.7525425,4.7525425,0.9153721,1.0154517,1.9282471,1.9282471,70.74559508183394,1.0,0.5961538461538461
91,9100,5.088288,-2.1829698,-0.3210303,-0.3210303,100,0.0,1.6403676,5.3614893,5.011425,5.011425,6.7286553,3.1785188,4.690395,4.690395,0.66906893,0.42410135,1.5710708,1.5710708,68.32007508473828,1.0,0.7058823529411765
110,11000,0.3565302,-0.26872414,-0.25019783,-0.2840254,100,0.0,7.606065,6.5107255,5.00101,5.075891,7.962595,5.7499804,4.7132215,4.763301,5.258859,3.2650485,1.6020371,1.7833502,59.88992418633641,0.0,0.7
131,13100,0.6512079,1.3427311,-0.119961396,-0.15029511,100,0.0,4.0130496,4.0906224,5.084249,5.071,4.6642575,5.4333534,4.9642878,4.920706,3.214484,1.3931164,1.7848098,1.9158014,30.591761814081067,0.0,0.65
144,14400,0.9904847,0.34336427,-0.12095486,-0.08188988,100,0.0,4.805706,5.5104322,5.0998244,5.075153,5.7961907,5.8537965,4.9788694,4.993263,1.6571763,2.6132362,1.8490705,1.9653099,17.578902554137546,1.0,0.6390977443609023
152,15200,0.004041195,-0.7334113,-0.11293959,-0.12500344,100,0.0,5.8688684,5.541109,5.170478,5.0915947,5.8729095,4.8076982,5.057538,4.9665914,1.8632625,1.9290981,1.9044216,1.9650066,9.183071514346448,1.0,0.6382978723404256
161,16100,8.786893,1.414283,0.07125561,-0.031104872,100,17.0,0.6390782,4.088594,5.0807624,5.028001,9.425971,5.5028763,5.1520176,4.996896,0.6390782,1.4821662,1.9546367,1.9208127,9.028440971858233,1.0,0.6533333333333333
165,16500,2.6373296,1.9271806,0.22733337,0.025624018,100,38.0,1.0868192,4.4413137,5.023058,5.031005,3.7241488,6.3684945,5.250391,5.0566287,1.0868192,1.4849612,1.9932532,1.9291378,9.067814706302467,1.0,0.6493506493506493
173,17300,-0.57125837,0.9773787,0.17093119,0.07110029,100,0.0,1.2329737,5.8063626,5.188601,5.0556264,0.6617153,6.783741,5.359532,5.1267266,0.09908571,2.882117,2.1722927,1.9819458,12.067770495121941,1.0,0.6358024691358025
177,17700,-4.870207,0.9370204,0.24303919,0.076624416,100,0.0,7.531854,5.050297,5.07616,5.032811,2.6616473,5.9873176,5.3192,5.1094356,2.3526304,2.584685,2.1078506,1.9607211,9.18328544241661,0.0,0.6385542168674698
186,18600,-3.1378417,-0.23274879,0.40889615,0.07809813,100,81.0,6.617554,4.4624176,4.998602,4.9954076,3.4797125,4.229669,5.4074984,5.073506,0.08720329,1.6152529,2.2378867,1.9522724,9.059546998026505,1.0,0.6342857142857142
