actor_episodes,actor_steps,delta_dist,delta_dist_10,delta_dist_100,delta_dist_1000,episode_length,episode_return,final_dist,final_dist_10,final_dist_100,final_dist_1000,init_dist,init_dist_10,init_dist_100,init_dist_1000,min_dist,min_dist_10,min_dist_100,min_dist_1000,steps_per_second,success,success_1000
1,100,2.7103066,0.0,0.0,0.0,100,3.0,2.7224326,4.8821206,4.8821206,4.8821206,5.4327393,4.8821206,4.8821206,4.8821206,0.13076948,4.8821206,4.8821206,4.8821206,15.120597855532619,1.0,nan
29,2900,-0.035467386,-0.068502285,-0.28824252,-0.28824252,100,6.0,2.446397,5.7227955,5.86901,5.86901,2.4109297,5.6542926,5.580768,5.580768,0.89674747,1.9072456,2.3049216,2.3049216,69.11458017501167,1.0,0.6153846153846154
58,5800,6.0460467,-0.09676401,-0.5121097,-0.5121097,100,0.0,6.046931,5.062438,5.864034,5.864034,12.092978,4.965674,5.3519254,5.3519254,1.8061397,2.7022119,2.2293162,2.2293162,64.02602620449963,1.0,0.5370370370370371
85,8500,-0.044758797,-1.3038152,-0.55100673,-0.55100673,100,0.0,6.937777,6.739854,5.7249403,5.7249403,6.8930182,5.4360385,5.173934,5.173934,2.0268667,2.8648236,2.1579404,2.1579404,63.908519619361996,0.0,0.5185185185185185
105,10500,2.9678133,-0.9360964,-0.5789365,-0.5166818,100,9.0,3.5089061,5.808605,5.7832365,5.659834,6.4767194,4.8725095,5.2043004,5.143153,1.6222526,1.4898217,2.0563896,2.0888455,25.853367419006357,1.0,0.5247524752475248
122,12200,-3.833436,-1.5602419,-0.56775266,-0.5944557,100,14.0,12.974197,7.0654945,5.711454,5.764841,9.140761,5.505253,5.143701,5.1703844,1.2035047,2.0110545,2.107361,2.129361,19.68651427886963,1.0,0.5169491525423728
140,14000,2.0522828,-0.5908724,-0.79748124,-0.7605524,100,0.0,5.1403537,6.538825,5.8863215,5.931913,7.1926365,5.9479527,5.0888414,5.17136,1.0871317,3.0647786,2.1844642,2.1404233,28.10355052640755,1.0,0.5220588235294118
151,15100,-3.9631228,-1.0558727,-0.853327,-0.76146984,100,0.0,8.773451,6.547812,5.9472094,5.966994,4.810328,5.491939,5.0938826,5.205524,2.364785,2.5270634,2.1495914,2.15881,7.1945298640030515,0.0,0.5374149659863946
159,15900,2.8253112,0.6042179,-0.74596757,-0.61521715,100,97.0,0.5578356,4.3567123,5.8397417,5.832745,3.3831468,4.9609303,5.0937743,5.217528,0.4982282,1.6870867,2.0501237,2.1188586,8.88675335997796,1.0,0.5419354838709678
163,16300,0.42781568,2.9740622,-0.5352799,-0.5234801,100,4.0,3.0720708,2.3646057,5.703824,5.7438445,3.4998865,5.338668,5.1685443,5.220364,1.7811934,1.2149441,2.0789194,2.1041024,9.779998168190346,1.0,0.5408805031446541
170,17000,-2.9440088,1.5520695,-0.44996184,-0.46920902,100,0.0,5.2350073,3.2810574,5.65845,5.6537232,2.2909985,4.833127,5.208488,5.184514,2.0316942,1.655414,2.0673733,2.0824919,9.747051666668023,0.0,0.5481927710843374
175,17500,-1.7709045,-0.33820128,-0.51533043,-0.488319,100,0.0,2.2461684,4.4607873,5.672803,5.638144,0.4752638,4.122586,5.157471,5.1498246,0.30618805,2.0948656,2.1097574,2.0907815,8.558032219655747,1.0,0.5380116959064327
179,17900,-1.4107118,-0.23958297,-0.3887438,-0.45728627,100,0.0,2.4928763,3.8715274,5.4324355,5.560884,1.0821645,3.6319442,5.0436916,5.103598,0.9760923,1.952088,2.023659,2.0692024,9.894608121945579,1.0,0.5485714285714286
183,18300,7.304323,1.1133201,-0.30854073,-0.3943127,100,0.0,2.7444477,2.9619806,5.3448443,5.5086756,10.048771,4.0753007,5.036304,5.114363,0.20003203,1.5492936,1.9931759,2.054527,8.676278337507258,1.0,0.553072625698324
