actor_episodes,actor_loss,actor_steps,binary_accuracy,categorical_accuracy,critic_loss,evaluator_episodes,evaluator_steps,learner_steps,learner_walltime,logits_neg,logits_pos,logsumexp,steps_per_second
116,-1.8418239,11600,0.3137648,0.011474609,1.9542232,29,2900,1,0,1.4183983,2.1535149,87.01014,0.0
128,-0.02815738,12800,0.6095457,0.01763916,0.68896925,32,3200,7,11.40185284614563,-0.009154803,0.060062468,30.670826,39.347379450071344
140,0.93243647,14000,0.99342155,0.006652832,0.05004739,36,3600,13,22.45996117591858,-6.941868,-6.7378006,8.370642,35.66168545101092
150,1.8277389,15000,0.99421096,0.008605957,0.033493955,42,4200,19,32.72891068458557,-5.820698,-5.3171263,1.5962963,31.957568240753947
154,2.2401052,15400,0.9947994,0.018249512,0.027430119,55,5500,25,42.85715985298157,-5.992169,-4.900451,0.53206336,30.735358064853344
157,3.3574855,15700,0.9951918,0.023010254,0.025862634,70,7000,31,53.05732464790344,-6.39701,-4.795415,0.55579823,31.372740268956495
161,2.8138425,16100,0.99285245,0.024658203,0.03116047,84,8400,37,63.14877128601074,-6.18515,-4.695525,0.83356714,34.3338138664962
166,3.2581944,16600,0.985826,0.013366699,0.04752609,100,10000,44,74.83417677879333,-6.859474,-5.5093846,3.1351116,32.52541724331881
170,3.393695,17000,0.9910481,0.03137207,0.031280994,115,11500,50,85.01394486427307,-6.5137873,-4.5509114,0.8329367,30.86966980601021
174,5.5751476,17400,0.99156094,0.024353027,0.033112023,129,12900,57,96.6811466217041,-6.59694,-4.6070714,1.0884221,37.94245833524151
178,4.989783,17800,0.98900795,0.020385742,0.037762873,143,14300,63,106.68160343170166,-6.9546065,-5.0726614,2.5569427,36.86542655520239
182,5.5250416,18200,0.99402666,0.026672363,0.026866298,158,15800,70,117.77915954589844,-6.708853,-4.600805,0.5856843,39.853105771078006
186,5.325655,18600,0.9944682,0.03173828,0.025981333,172,17200,77,128.78341841697693,-7.131546,-4.6172047,0.6431836,45.52559102524878
190,5.068338,19000,0.99453974,0.031066895,0.025791217,188,18800,84,139.61381721496582,-7.1089053,-4.5302057,0.60838324,42.41209122135113
194,5.2534523,19400,0.9926312,0.024902344,0.03125161,202,20200,91,150.54691791534424,-6.908062,-4.692271,1.0966444,40.40046806579711
197,5.232774,19700,0.9934883,0.02960205,0.02892077,221,22100,98,161.19572615623474,-7.4762497,-4.5202975,0.91334987,45.182726185081975
204,5.4663057,20400,0.99396133,0.033569336,0.027572922,234,23400,105,172.30636548995972,-7.239326,-4.5620337,0.8426055,37.742001411623114
209,4.987419,20900,0.99080825,0.018920898,0.039288953,248,24800,112,183.3383436203003,-7.517502,-5.383904,4.1498985,40.65862144280266
213,5.2219124,21300,0.99487925,0.037841797,0.026831534,263,26300,119,194.0317850112915,-7.3417654,-4.564497,0.6900953,40.4790152171343
217,5.2928925,21700,0.99531484,0.0368042,0.025196485,277,27700,126,204.928147315979,-7.438159,-4.4443517,0.5583925,44.74516394336184
222,5.561117,22200,0.9931524,0.032836914,0.029053308,294,29400,133,216.0012502670288,-7.3553104,-4.395955,0.7586577,38.07854918895885
226,5.4743547,22600,0.9952631,0.039367676,0.02454634,310,31000,140,226.72881388664246,-7.5294228,-4.3738155,0.5086781,37.91966838516322
230,5.4803944,23000,0.9953208,0.0423584,0.023904644,324,32400,147,237.41440510749817,-7.6716957,-4.327488,0.45640808,46.20130609881677
234,5.4435244,23400,0.99553275,0.044006348,0.022912588,341,34100,154,248.32148098945618,-7.779524,-4.275704,0.42824543,45.100330949693564
240,5.536207,24000,0.9953315,0.04473877,0.023736557,354,35400,161,259.38929772377014,-7.8453207,-4.3529196,0.7275307,37.81876749362456
244,5.416774,24400,0.99551964,0.03778076,0.023441926,370,37000,168,270.2061324119568,-7.5112844,-4.4707413,0.71629524,37.651340219083906
249,5.470646,24900,0.995116,0.050354004,0.02274495,384,38400,175,281.2216033935547,-7.902603,-4.23236,0.38606924,39.99593775999885
253,-0.23216045,25300,0.9633181,0.019470215,0.110790014,398,39800,182,292.0437023639679,-8.189972,-6.960335,14.025407,42.84208107128083
258,0.53437006,25800,0.975986,0.013916016,0.07436187,412,41200,189,303.0316791534424,-6.7871275,-5.487016,6.67982,35.71056446102794
262,1.5186355,26200,0.9742675,0.019226074,0.070791185,427,42700,196,313.836900472641,-5.8929443,-4.5433598,3.905246,46.32495354742046
266,1.4274902,26600,0.98676896,0.019592285,0.048107497,441,44100,203,324.671000957489,-6.2041836,-4.6775184,2.4281929,46.87864331147233
270,2.4104877,27000,0.9827359,0.02520752,0.052744064,457,45700,210,335.3967378139496,-6.201351,-4.503005,2.462657,45.96059964154097
274,4.9467897,27400,0.98599625,0.026245117,0.048895016,471,47100,217,346.14576029777527,-6.2661047,-4.6207495,2.4232187,44.14013595799808
279,4.331231,27900,0.98827434,0.0289917,0.045502365,485,48500,224,357.0223729610443,-6.482744,-4.6266136,2.433804,40.19168121126877
285,3.7713299,28500,0.9876945,0.026672363,0.043868747,500,50000,231,368.23117446899414,-6.606162,-4.5913343,2.1929317,36.70351062907579
290,3.6981208,29000,0.9897022,0.029541016,0.044723675,514,51400,238,379.1974205970764,-6.5716352,-4.6881247,2.5454192,34.67011634394825
294,3.9888263,29400,0.9894664,0.028259277,0.045084957,529,52900,245,389.9030203819275,-6.9363956,-4.759472,2.8867455,42.33941632319067
298,3.9712605,29800,0.9873798,0.026489258,0.046048608,544,54400,252,400.7815783023834,-6.6553397,-4.629888,2.5129995,45.06839215738947
302,3.710299,30200,0.98835754,0.020019531,0.048475742,560,56000,259,411.61330819129944,-6.928869,-4.8402004,3.304353,42.90629298154394
306,3.739747,30600,0.9878688,0.022521973,0.04656928,576,57600,266,422.33761262893677,-6.479784,-4.542514,2.150836,45.30060779850575
310,4.3753023,31000,0.9922223,0.027160645,0.041774258,590,59000,273,433.2550280094147,-6.739008,-4.52857,1.9759057,45.485246189419335
315,3.9558492,31500,0.9886174,0.02368164,0.047952563,606,60600,280,444.2180120944977,-6.476514,-4.5359316,2.310675,39.577691627887916
321,3.7527056,32100,0.99176,0.027160645,0.03863526,620,62000,287,455.3287606239319,-6.942845,-4.5470734,1.7191111,31.65528877744177
326,3.999936,32600,0.9908569,0.030456543,0.04216695,635,63500,294,466.3233618736267,-6.8303823,-4.4895334,1.9080904,32.880919789604604
330,3.533855,33000,0.9597266,0.019226074,0.106457785,649,64900,301,477.13041639328003,-7.6834154,-5.721202,8.7983885,38.64809653030854
334,3.9972234,33400,0.9890399,0.028015137,0.041149683,662,66200,308,487.7727508544922,-6.604265,-4.427281,1.6538891,46.109525546868504
