actor_episodes,actor_loss,actor_steps,binary_accuracy,categorical_accuracy,critic_loss,evaluator_episodes,evaluator_steps,learner_steps,learner_walltime,logits_neg,logits_pos,logsumexp,steps_per_second
124,12.015923,12400,0.98339367,0.0040893555,0.081764236,31,3100,1,0,-11.904741,-12.630497,8.119444,0.0
136,6.2587085,13600,0.99609375,0.020690918,0.02226812,34,3400,7,10.632757425308228,-7.9700794,-4.6599393,0.059252005,37.17279465934609
146,5.7844973,14600,0.99609375,0.02178955,0.022547496,38,3800,13,20.83828592300415,-7.0597773,-4.5863132,0.10804823,38.530745167140196
149,5.8488073,14900,0.99609375,0.023986816,0.021956254,54,5400,20,31.875837326049805,-7.6624775,-4.6317935,0.035425983,42.229321810215595
154,5.744335,15400,0.99609375,0.026977539,0.021722022,68,6800,27,42.92244362831116,-7.5225244,-4.5704174,0.027316067,41.96855557026936
158,5.7580113,15800,0.99609375,0.026062012,0.02186323,82,8200,34,54.10908579826355,-7.498848,-4.6056914,0.0425396,42.9534734833338
162,5.7597356,16200,0.99609375,0.029846191,0.021564163,97,9700,41,65.22117376327515,-7.6604156,-4.5306473,0.028859356,42.59463813224015
166,5.7819324,16600,0.99609375,0.033325195,0.021387134,114,11400,48,76.47450423240662,-7.8025217,-4.4807386,0.055141054,38.13997767884101
171,5.7001696,17100,0.99609375,0.034423828,0.021387756,128,12800,55,87.67088961601257,-7.720485,-4.4715424,0.10600415,38.5300372589643
175,5.6408024,17500,0.99609375,0.038269043,0.021165546,143,14300,62,98.75421929359436,-7.662696,-4.422671,0.040950578,43.270211765525126
182,5.7235622,18200,0.99609375,0.04510498,0.021033775,157,15700,69,110.08210802078247,-7.844796,-4.3821774,0.044463288,34.33894819520469
186,5.7009864,18600,0.99609375,0.047180176,0.020859195,171,17100,76,121.35201382637024,-8.0227,-4.3357425,0.046736717,38.23579853763115
190,5.7566695,19000,0.99609375,0.051879883,0.02060611,187,18700,83,132.52206993103027,-8.133795,-4.267613,0.04632453,40.51831475734486
194,5.8058963,19400,0.99609375,0.04925537,0.020487387,200,20000,90,143.60463190078735,-8.303032,-4.231473,0.075828336,43.77387550325562
198,5.991894,19800,0.99609375,0.053344727,0.020090818,218,21800,97,154.87145900726318,-8.821657,-4.133793,0.094648436,42.952394423710686
203,5.9916153,20300,0.99609375,0.0513916,0.020204257,234,23400,104,166.22642016410828,-8.683134,-4.162529,0.06972251,38.848974154951044
206,6.0652637,20600,0.99609375,0.053527832,0.019945178,249,24900,111,177.2542839050293,-9.014418,-4.0970297,0.077965826,39.53652580522202
212,6.1371374,21200,0.99609375,0.051452637,0.020457095,264,26400,118,188.76645946502686,-9.0003605,-4.2187266,0.4403124,39.196990699537366
216,6.04438,21600,0.99609375,0.052978516,0.019724112,279,27900,125,199.9959692955017,-9.092323,-4.0408864,0.065644875,38.48443206402138
222,6.148967,22200,0.99609375,0.05731201,0.019677028,294,29400,132,211.30267691612244,-9.313658,-4.026968,0.057297047,35.43110701645204
226,6.183584,22600,0.99609375,0.05407715,0.019676134,308,30800,139,222.54220151901245,-9.287867,-4.02684,0.0911414,41.720227907829745
230,6.1752687,23000,0.99609375,0.055847168,0.019525299,322,32200,146,233.70329999923706,-9.390228,-3.9877667,0.04451041,42.930742219910705
234,6.053211,23400,0.99609375,0.051086426,0.019664165,338,33800,153,244.82828545570374,-9.199897,-4.0222673,0.07428312,43.185854671765696
238,6.166035,23800,0.99609375,0.053344727,0.01946212,353,35300,160,255.96665167808533,-9.360737,-3.9683838,0.0720091,42.57069838600022
243,6.1652317,24300,0.99609375,0.058166504,0.019462537,369,36900,167,267.2786238193512,-9.392078,-3.9667506,0.08320232,38.51257454548898
247,6.1488094,24700,0.99609375,0.058532715,0.019414227,386,38600,174,278.3179385662079,-9.3849945,-3.9557385,0.07701516,38.35830094599882
254,6.095036,25400,0.99609375,0.055419922,0.019427221,400,40000,181,289.87979102134705,-9.379288,-3.9598212,0.06151828,33.7976823694334
258,6.1193395,25800,0.99609375,0.05407715,0.019508488,415,41500,188,300.9618933200836,-9.279551,-3.9774206,0.06909334,33.19830137182146
262,6.1696615,26200,0.99609375,0.0569458,0.019323315,430,43000,195,312.490838766098,-9.483306,-3.9349296,0.06783731,41.46472496098521
265,6.1428027,26500,0.99609375,0.055725098,0.019580036,447,44700,202,323.537070274353,-9.312216,-4.0020633,0.17799613,43.20837011354381
270,6.186042,27000,0.99609375,0.05432129,0.019394144,463,46300,209,334.67644572257996,-9.455954,-3.9526062,0.069211334,43.66714156273232
273,6.253041,27300,0.99609375,0.05657959,0.019404382,478,47800,216,345.68912148475647,-9.569424,-3.954412,0.056147397,43.75647943138435
278,6.319722,27800,0.99609375,0.05456543,0.019208346,493,49300,223,356.9914298057556,-9.75333,-3.9030004,0.050416566,41.91639689022665
284,6.382948,28400,0.99609375,0.056396484,0.019240914,508,50800,230,368.3870358467102,-9.901388,-3.9132116,0.049111843,34.75425307904797
