actor_episodes,actor_loss,actor_steps,binary_accuracy,categorical_accuracy,critic_loss,evaluator_episodes,evaluator_steps,learner_steps,learner_walltime,logits_neg,logits_pos,logsumexp,steps_per_second
116,-1.8056026,11600,0.33448076,0.012573242,1.9100077,29,2900,1,0,1.3671172,2.1426888,81.03478,0.0
128,-0.047246456,12800,0.559273,0.017028809,0.6936897,33,3300,6,11.781139612197876,0.00015218405,0.06795238,30.78075,32.106151594456705
139,-0.028573114,13900,0.57805824,0.01574707,0.6932542,36,3600,11,22.10316228866577,-0.00017033781,0.045128133,30.761738,30.59483316506878
148,-0.022072122,14800,0.60143614,0.017089844,0.69324887,41,4100,17,33.714707136154175,3.040038e-05,0.035671663,30.757915,33.629758455219886
152,-0.016973611,15200,0.606673,0.019165039,0.69319725,56,5600,23,45.036248207092285,9.9739555e-06,0.02860243,30.754885,32.514681576870046
156,-0.012680521,15600,0.58591104,0.020446777,0.69292057,72,7200,29,56.32525873184204,-0.0006508973,0.029545993,30.749947,30.646399027116768
160,-0.05380136,16000,0.39146304,0.015136719,0.6830876,87,8700,35,67.51532506942749,-0.038625203,-0.02020628,31.306244,29.258622523809276
164,-0.18234242,16400,0.3266611,0.01751709,0.6657568,102,10200,41,78.91189360618591,-0.11557505,-0.08669038,45.142494,27.37960821120639
167,-0.18980724,16700,0.31463933,0.018188477,0.6588163,117,11700,47,89.96855282783508,-0.1487922,-0.119403005,58.663612,30.108961874907955
171,-0.21275523,17100,0.3297913,0.01763916,0.64325047,134,13400,53,101.22940254211426,-0.2203576,-0.18951865,64.50753,30.809254272354334
174,-0.27062112,17400,0.36359525,0.018310547,0.6274638,148,14800,59,112.36378240585327,-0.3019086,-0.27129412,73.94939,33.911151884460615
177,-0.34586245,17700,0.36299038,0.016662598,0.6261931,167,16700,65,123.52442121505737,-0.32383722,-0.27421352,75.66655,38.04938140359576
181,-0.31392494,18100,0.3725903,0.017578125,0.61719453,184,18400,70,134.63214468955994,-0.36364853,-0.32065797,80.06836,26.370555407052485
184,-0.40850464,18400,0.38669825,0.017089844,0.6095147,203,20300,76,145.83916664123535,-0.41601992,-0.3352452,80.67794,35.12638607566695
188,-0.34009686,18800,0.36954284,0.016784668,0.61928767,216,21600,82,157.33811783790588,-0.36778408,-0.2986831,90.318115,36.63083114393865
192,-0.42200282,19200,0.39300227,0.015808105,0.60518503,233,23300,88,168.8327281475067,-0.45960385,-0.37444738,85.722244,38.005051569044525
196,-0.4212052,19600,0.4207797,0.015319824,0.605275,246,24600,94,180.1596508026123,-0.45699728,-0.3701266,89.402275,34.1979258206864
200,-0.32911694,20000,0.4537735,0.011352539,0.59776574,263,26300,100,191.58146142959595,-0.5186187,-0.42517605,80.768555,34.76788778138809
