actor_episodes,actor_steps,delta_dist,delta_dist_10,delta_dist_100,delta_dist_1000,episode_length,episode_return,evaluator_episodes,evaluator_steps,final_dist,final_dist_10,final_dist_100,final_dist_1000,init_dist,init_dist_10,init_dist_100,init_dist_1000,min_dist,min_dist_10,min_dist_100,min_dist_1000,steps_per_second,success,success_1000
3,300,1.5272584,-1.0713676,-1.0713676,-1.0713676,100,0.0,1,100,3.8230095,5.5655813,5.5655813,5.5655813,5.350268,4.494214,4.494214,4.494214,0.3431008,3.7568612,3.7568612,3.7568612,15.687027218984042,1.0,0.5
30,3000,-1.5564718,1.1108298,0.31597266,0.31597266,100,0.0,8,800,7.319538,4.951562,4.78881,4.78881,5.7630663,6.0623913,5.104783,5.104783,2.0129445,2.245956,1.8503028,1.8503028,52.20050760505275,0.0,0.75
59,5900,0.580842,-0.31113112,0.043488856,0.043488856,100,6.0,15,1500,5.757802,5.9772005,5.0810895,5.0810895,6.338644,5.66607,5.124579,5.124579,0.60118055,2.8962765,2.2378547,2.2378547,44.60277957051508,1.0,0.5818181818181818
86,8600,-1.9995208,-1.111219,-0.18980056,-0.18980056,100,3.0,22,2200,8.846713,6.5649824,5.6284776,5.6284776,6.8471923,5.4537635,5.438677,5.438677,3.7202337,1.9511791,2.3987122,2.3987122,45.039399638465284,0.0,0.5308641975308642
106,10600,0.60072803,0.9947583,-0.15300749,-0.07893801,100,0.0,27,2700,8.449976,6.149586,5.7898164,5.7004614,9.050704,7.1443453,5.636808,5.6215234,6.28964,2.4480813,2.4051046,2.4193335,38.66197594650912,0.0,0.504950495049505
119,11900,-5.513147,0.73290145,-0.055352546,-0.062110305,100,0.0,30,3000,9.6063595,3.7814698,5.777047,5.5961046,4.0932126,4.514371,5.7216945,5.5339947,2.0753918,1.0040729,2.4606564,2.3234,26.818174319821082,0.0,0.5350877192982456
131,13100,-9.182284,-0.5165686,-0.17479582,-0.06710471,100,0.0,34,3400,9.443568,7.4361944,5.97622,5.700628,0.26128346,6.9196258,5.801424,5.633523,0.26128346,4.5297194,2.6745334,2.471248,21.391629135000823,1.0,0.5
142,14200,-4.5348005,-0.15458873,-0.23337702,-0.11848828,100,0.0,37,3700,8.237023,4.647577,5.917191,5.6355,3.7022228,4.492988,5.683814,5.5170116,3.7022228,1.5869558,2.535859,2.394492,21.13138526897538,0.0,0.5109489051094891
154,15400,1.5223863,-0.10903196,-0.21787737,-0.11126989,100,0.0,40,4000,2.1972651,5.2431464,5.8635783,5.595826,3.7196515,5.1341147,5.6457014,5.4845567,1.4251024,1.1869179,2.4168234,2.3353114,25.54903603541812,1.0,0.5302013422818792
162,16200,6.5077066,1.1833417,0.019117497,0.009801429,100,100.0,43,4300,1.5684624,3.314331,5.5708637,5.4163713,8.076169,4.497672,5.5899825,5.4261727,0.824158,0.91190356,2.3237715,2.2626889,13.674770048868599,1.0,0.554140127388535
170,17000,1.4092245,1.5244552,0.137591,0.049089137,100,0.0,54,5400,5.97989,5.205843,5.448912,5.4400067,7.3891144,6.730298,5.586504,5.489096,1.7355269,2.282717,2.2305377,2.2828438,12.615491127371703,1.0,0.5454545454545454
178,17800,-0.33007383,-0.44345027,0.096073754,0.014221213,100,100.0,65,6500,4.2973714,6.5673842,5.4819574,5.4814224,3.9672976,6.1239347,5.5780296,5.4956436,1.2203089,2.8694777,2.2353535,2.3176336,13.009175052902936,1.0,0.5375722543352601
186,18600,-1.0296245,-0.25375855,0.17675488,0.0051757325,100,0.0,75,7500,5.48674,5.85903,5.369331,5.4906335,4.4571157,5.6052713,5.5460863,5.4958096,0.9540954,1.6708683,2.1714964,2.2778525,12.87144421437374,1.0,0.5469613259668509
194,19400,1.1336317,0.6050612,0.24784672,0.05200507,100,0.0,86,8600,5.559864,3.859076,5.1690254,5.41013,6.6934958,4.464137,5.416872,5.4621353,5.559864,1.9639896,2.123476,2.2644856,12.405512794868004,0.0,0.5396825396825397
198,19800,-1.238234,1.2664913,0.26167053,0.0516958,100,0.0,92,9200,7.476256,4.3811927,5.177937,5.4301295,6.238022,5.647684,5.439607,5.481825,1.4968799,2.7393386,2.1923742,2.2930624,9.782932827773827,1.0,0.533678756476684
206,20600,4.137726,-0.52532685,0.19137879,0.051021997,100,98.0,104,10400,1.3807558,5.530719,5.0832324,5.4037166,5.5184817,5.005393,5.2746105,5.454738,1.3807558,2.2229135,2.130607,2.2805226,11.774399762485405,1.0,0.5373134328358209
214,21400,-0.2550354,1.3224733,0.37573418,0.10689864,100,0.0,116,11600,6.8722153,3.404363,4.935266,5.329571,6.61718,4.726836,5.311,5.436469,1.8627839,1.5195562,2.1522896,2.264244,11.120882790917607,1.0,0.5311004784688995
222,22200,5.8516,2.2983575,0.42610577,0.18884765,100,0.0,124,12400,4.659078,3.243904,4.840946,5.2440157,10.510678,5.542261,5.267052,5.4328637,1.7194175,1.5450424,2.153308,2.2288668,12.285475238858139,1.0,0.543778801843318
230,23000,-1.2532277,0.62310296,0.5472192,0.18922707,100,0.0,135,13500,6.0736065,6.106355,4.7740765,5.3003836,4.820379,6.729458,5.3212957,5.48961,1.9328582,4.07545,2.1021502,2.3029692,11.23174889407828,1.0,0.5377777777777778
238,23800,-3.607076,-0.35109305,0.6305781,0.19998576,100,0.0,146,14600,3.995735,5.550552,4.7824397,5.284001,0.38865894,5.1994586,5.413017,5.4839864,0.38865894,1.8179489,2.113857,2.2667964,10.848857706359727,1.0,0.5493562231759657
246,24600,4.355339,0.37272188,0.8406568,0.24605529,100,100.0,157,15700,1.4351203,3.0090609,4.4854074,5.191472,5.790459,3.3817825,5.3260646,5.4375277,1.4351203,0.83289015,1.9259099,2.221768,10.728897469793141,1.0,0.5643153526970954
254,25400,-1.2586131,1.2212067,0.8745157,0.2738026,100,97.0,166,16600,3.1119483,3.9990501,4.4981217,5.167036,1.8533351,5.2202563,5.3726373,5.4408383,1.7134475,2.0482361,2.0576615,2.2268546,13.29956406339012,1.0,0.5662650602409639
262,26200,9.577868,-0.0125952605,0.6397072,0.24840207,100,96.0,176,17600,0.801176,3.77864,4.6587367,5.1293883,10.379045,3.7660446,5.2984443,5.3777905,0.801176,1.8880543,2.1148531,2.2066905,10.555692518504344,1.0,0.5719844357976653
270,27000,-0.72808695,2.1619637,0.761258,0.31091595,100,0.0,186,18600,7.7569566,3.3077636,4.4714513,5.08392,7.0288696,5.4697275,5.23271,5.3948364,6.5457,1.8977528,2.0475695,2.196346,10.832625544620235,0.0,0.5735849056603773
274,27400,-0.45306432,-0.10125466,0.7061149,0.27258152,100,68.0,192,19200,1.4590805,5.3543096,4.4974346,5.1167912,1.0060161,5.253055,5.20355,5.3893733,0.35051426,2.4948382,2.0410633,2.215336,9.781307312930547,1.0,0.5724907063197026
282,28200,-4.574336,1.095797,0.87396485,0.3162643,100,0.0,202,20200,8.220363,3.7947648,4.2433915,5.0619726,3.6460268,4.8905616,5.117356,5.378237,3.6223612,2.043252,2.030954,2.2032967,11.448043936122144,0.0,0.5703971119133574
290,29000,-8.850561,0.21487257,0.89465666,0.3074236,100,0.0,211,21100,9.42104,4.8568287,4.291474,5.058666,0.57047796,5.0717006,5.186131,5.36609,0.47256655,3.4254367,2.191765,2.2368703,13.041912998648328,1.0,0.5543859649122806
298,29800,4.9323645,1.3284721,0.93876696,0.34738618,100,84.0,221,22100,1.1735733,3.6775196,4.191517,5.017258,6.1059375,5.0059915,5.130284,5.3646445,1.1735733,1.7898092,2.0566323,2.2142525,13.103380364623712,1.0,0.5631399317406144
306,30600,0.13102722,2.2527835,1.0080508,0.3617456,100,0.0,231,23100,2.2425647,3.1944547,4.098677,4.980003,2.373592,5.447238,5.106728,5.3417487,2.2425647,1.2115544,1.9876137,2.1854222,11.717835308905457,0.0,0.5714285714285714
314,31400,1.5890398,1.0111618,0.85299754,0.34300593,100,0.0,242,24200,2.9229622,4.8501334,4.2718105,4.9948363,4.512002,5.861295,5.1248083,5.337843,1.6333774,2.0625892,2.0068538,2.1827915,11.55072309748883,1.0,0.5728155339805825
322,32200,4.3144274,1.5912045,0.8305315,0.38689828,100,0.0,252,25200,2.128308,3.9798756,4.3280773,4.961319,6.4427357,5.57108,5.1586084,5.348217,2.08917,2.3554268,2.0862677,2.1848547,14.048250602090036,0.0,0.5741324921135647
330,33000,3.8746357,-0.17955628,0.7812536,0.36754835,100,0.0,263,26300,3.8695579,4.380412,4.150464,4.954022,7.7441936,4.200856,4.931718,5.321571,1.8352679,2.0037742,1.8710573,2.1728754,11.047263399531776,1.0,0.5753846153846154
338,33800,6.2373223,1.0495934,0.8589761,0.39380646,100,95.0,273,27300,1.4393336,3.4636388,4.0296693,4.91508,7.676656,4.513232,4.888646,5.3088865,1.4393336,1.2807267,1.8776269,2.1523347,11.8337605244487,1.0,0.5795795795795796
346,34600,6.108254,0.6321856,0.72103167,0.38254276,100,0.0,285,28500,1.7368093,4.6171064,4.224753,4.9136796,7.845063,5.249292,4.945785,5.296222,0.33473584,1.9882443,1.9555641,2.1452725,11.282045350588895,1.0,0.5777126099706745
354,35400,1.0202596,0.6219386,0.7411036,0.40506694,100,0.0,293,29300,2.566585,3.4029408,4.134124,4.876892,3.5868447,4.0248795,4.8752275,5.2819586,1.1672308,1.8490492,1.937403,2.1455479,12.13036624601486,1.0,0.5730659025787965
