actor_episodes,actor_steps,delta_dist,episode_length,episode_return,evaluator_episodes,evaluator_steps,final_dist,init_dist,min_dist,steps_per_second,success,success_1000
1,100,-0.6206789,100,0.0,1,100,7.146544,6.525865,3.919303,13.508033589603446,0.0,nan
5,500,4.647535,100,0.0,2,200,3.0234475,7.6709824,2.0725276,58.02876435360725,0.0,0.0
9,900,2.3764741,100,0.0,3,300,3.6859586,6.062433,2.9365308,56.35760865957755,0.0,0.0
13,1300,3.8960133,100,56.0,4,400,2.1799521,6.0759654,0.2840621,57.81869487271918,1.0,0.0
17,1700,1.4379563,100,2.0,5,500,5.585821,7.0237775,1.780924,59.73743639292933,1.0,0.25
21,2100,-0.23924446,100,0.0,6,600,9.720923,9.481679,4.287685,61.15531127605291,0.0,0.4
25,2500,-0.042874932,100,23.0,7,700,1.9870147,1.9441397,1.1111271,56.319166074848034,1.0,0.3333333333333333
28,2800,0.89742595,100,49.0,8,800,0.6886454,1.5860714,0.09866815,59.65654883005403,1.0,0.42857142857142855
32,3200,0.8701024,100,0.0,9,900,7.223163,8.093266,6.1758895,57.75251330524769,0.0,0.5
36,3600,-3.4805112,100,17.0,10,1000,5.8629775,2.3824663,0.918041,57.91666459540534,1.0,0.4444444444444444
40,4000,-7.042541,100,11.0,11,1100,7.5739903,0.53144944,0.28889117,55.187244749532674,1.0,0.5
44,4400,-0.45167828,100,0.0,12,1200,4.796855,4.3451767,2.2691722,58.86535911020666,0.0,0.5454545454545454
49,4900,0.23935938,100,4.0,13,1300,5.4935145,5.732874,1.7239487,54.85042572693451,1.0,0.5
54,5400,1.0982203,100,3.0,14,1400,4.092425,5.190645,1.3664985,55.37545972889115,1.0,0.5384615384615384
58,5800,-1.9823511,100,14.0,15,1500,5.422727,3.440376,0.16016094,56.79467788214807,1.0,0.5714285714285714
61,6100,-0.080739975,100,0.0,16,1600,6.5567694,6.4760294,5.525141,58.078663329347236,0.0,0.6
