actor_episodes,actor_steps,delta_dist,delta_dist_10,delta_dist_100,delta_dist_1000,episode_length,episode_return,evaluator_episodes,evaluator_steps,final_dist,final_dist_10,final_dist_100,final_dist_1000,init_dist,init_dist_10,init_dist_100,init_dist_1000,min_dist,min_dist_10,min_dist_100,min_dist_1000,steps_per_second,success,success_1000
2,200,-1.2267036,0.0,0.0,0.0,100,0.0,1,100,10.634503,6.845188,6.845188,6.845188,9.4078,6.845188,6.845188,6.845188,0.39641225,6.845188,6.845188,6.845188,15.56352269682867,1.0,nan
30,3000,0.792084,-0.6633419,-0.7649455,-0.7649455,100,14.0,8,800,2.0658305,6.3354936,6.4010773,6.4010773,2.8579144,5.672152,5.6361313,5.6361313,2.0658305,1.8373375,2.5612822,2.5612822,58.143483113342604,0.0,0.6296296296296297
57,5700,2.538912,-0.018701028,-0.2549327,-0.2549327,100,0.0,15,1500,3.5711796,5.59188,5.779225,5.779225,6.1100917,5.573179,5.524292,5.524292,0.25524992,2.4467711,2.2985318,2.2985318,64.87622902464098,1.0,0.6037735849056604
85,8500,3.2840438,-1.0250866,-0.12363453,-0.12363453,100,0.0,22,2200,3.8786082,5.3258004,5.76301,5.76301,7.162652,4.300714,5.6393747,5.6393747,0.8711966,1.7772125,2.3992758,2.3992758,61.845249452442324,1.0,0.5185185185185185
106,10600,-1.0954919,-0.39046508,-0.16636938,-0.16104431,100,32.0,27,2700,6.8173065,5.647756,5.5547485,5.7138557,5.7218146,5.2572913,5.3883796,5.552813,1.3114003,2.1566448,2.071067,2.2994976,23.474665876846746,1.0,0.5294117647058824
121,12100,-4.166858,-1.2509241,-0.18238442,-0.24240676,100,0.0,31,3100,11.6474905,6.938009,5.81859,5.8981447,7.4806323,5.687084,5.636206,5.655738,0.76513153,3.8095226,2.437514,2.5160344,31.371605713377054,1.0,0.47413793103448276
134,13400,-7.427854,0.54992837,0.115503,-0.18258314,100,0.0,34,3400,10.444372,6.039363,5.7411656,5.900561,3.016518,6.5892916,5.856668,5.717977,3.016518,2.898082,2.5807695,2.551152,28.523219100929516,0.0,0.484375
151,15100,0.90417147,-1.778827,-0.28406256,-0.32059455,100,0.0,56,5600,7.5158725,7.4198327,6.135574,6.039547,8.420044,5.6410065,5.851512,5.7189527,7.5158725,2.7716794,2.6881397,2.542626,7.32393503445501,0.0,0.4689655172413793
155,15500,-9.144257,-0.7308763,-0.26702663,-0.27299243,100,0.0,72,7200,11.411092,6.4055433,6.1917205,6.0242558,2.2668357,5.6746674,5.924693,5.751263,0.77697,3.2532299,2.7920666,2.58039,9.846390538234091,1.0,0.4563758389261745
159,15900,-10.396398,-0.7074432,-0.41872323,-0.32866263,100,0.0,86,8600,12.617702,6.545291,6.2622724,6.067968,2.2213042,5.837848,5.8435497,5.739305,2.2213042,2.7489114,2.758281,2.5783677,9.927804011990705,0.0,0.45751633986928103
163,16300,-8.828555,-2.0892212,-0.5034745,-0.38929388,100,0.0,100,10000,9.200794,7.0735054,6.2132525,6.100384,0.37223935,4.9842844,5.7097783,5.7110906,0.37223935,2.45503,2.7029178,2.577877,9.666195652389343,1.0,0.4585987261146497
167,16700,-6.839619,-0.9467088,-0.5886573,-0.39676523,100,0.0,111,11100,11.910543,6.113372,6.2052703,6.0806103,5.0709243,5.1666636,5.6166124,5.6838455,5.0709243,2.2882376,2.643855,2.5589864,9.782806189319919,0.0,0.45962732919254656
171,17100,-3.3356996,-1.5206057,-0.72940695,-0.45085162,100,0.0,127,12700,8.0068,5.727181,6.2729216,6.0952473,4.6711,4.2065754,5.5435143,5.6443963,2.0212204,2.1612468,2.656178,2.581483,9.63295210140113,0.0,0.45454545454545453
175,17500,0.5724282,-0.8723477,-0.77104914,-0.4384759,100,0.0,140,14000,7.9349713,6.296971,6.342998,6.1153884,8.5074,5.4246235,5.57195,5.6769123,7.9349713,3.6706681,2.7515357,2.6334374,9.633151883078089,0.0,0.4437869822485207
179,17900,-7.4673905,-1.6078789,-0.87232214,-0.49771863,100,0.0,156,15600,8.18508,7.3386602,6.511949,6.1732426,0.71768904,5.7307806,5.639626,5.6755238,0.71768904,4.576501,2.8910065,2.694065,8.685780335224042,1.0,0.43352601156069365
183,18300,-0.24135017,-1.5032847,-0.8719403,-0.5340769,100,0.0,166,16600,9.346546,7.405715,6.513362,6.1975265,9.105196,5.90243,5.6414223,5.663449,8.305254,4.112328,2.8938434,2.6881254,10.000683831244183,0.0,0.4350282485875706
191,19100,-5.5754046,0.7644922,-0.7630251,-0.4346081,100,0.0,195,19500,9.128488,6.949382,6.6880116,6.2235103,3.553083,7.713875,5.9249864,5.788902,0.22459158,4.6004224,3.2366657,2.8002555,9.043767649458614,1.0,0.42162162162162165
199,19900,-1.6379087,0.31924254,-0.5825803,-0.38084325,100,2.0,222,22200,3.9877355,5.6452,6.6021366,6.1695848,2.3498268,5.9644423,6.019556,5.788742,2.3498268,2.6890864,3.2158256,2.7687864,10.583488728682307,0.0,0.42487046632124353
207,20700,-3.849912,1.9973183,-0.4538255,-0.30560204,100,3.0,250,25000,5.393605,3.117579,6.380886,6.038289,1.5436933,5.1148973,5.9270606,5.732687,1.1414164,2.1197925,3.2161036,2.7333372,9.10207664430367,1.0,0.43283582089552236
215,21500,0.603652,2.0558145,-0.34223896,-0.22673467,100,0.0,272,27200,5.466433,3.897245,6.1933675,5.9724054,6.070085,5.953059,5.8511286,5.745671,5.144194,2.3348496,3.0224547,2.7172947,10.62161201086071,0.0,0.4354066985645933
