actor_episodes,actor_steps,delta_dist,delta_dist_10,delta_dist_100,delta_dist_1000,episode_length,episode_return,evaluator_episodes,evaluator_steps,final_dist,final_dist_10,final_dist_100,final_dist_1000,init_dist,init_dist_10,init_dist_100,init_dist_1000,min_dist,min_dist_10,min_dist_100,min_dist_1000,steps_per_second,success,success_1000
3,300,0.791358,0.487343,0.487343,0.487343,100,9.0,1,100,9.193035,4.9993043,4.9993043,4.9993043,9.984393,5.486647,5.486647,5.486647,9.193035,3.9021308,3.9021308,3.9021308,26.36576420443741,0.0,0.5
29,2900,-1.0482302,0.8309895,1.1405634,1.1405634,100,0.0,8,800,8.232175,5.9344587,4.992848,4.992848,7.1839447,6.7654486,6.133411,6.133411,5.652895,3.0618374,3.0001507,3.0001507,63.20887633041349,0.0,0.5714285714285714
57,5700,4.590986,-0.3938481,0.74790144,0.74790144,100,0.0,14,1400,4.3727183,5.6144195,5.307307,5.307307,8.963704,5.220571,6.0552087,6.0552087,3.9762836,3.3302734,2.857764,2.857764,74.66736355902167,0.0,0.48148148148148145
90,9000,-1.3927264,-0.36810508,0.3178983,0.3178983,100,0.0,23,2300,5.7597523,5.774502,5.47148,5.47148,4.367026,5.4063964,5.7893777,5.7893777,2.8849378,3.1599238,2.764223,2.764223,69.38012507698005,0.0,0.4418604651162791
114,11400,-0.25860786,-0.17144987,0.18326324,0.27484968,100,0.0,29,2900,5.8748245,4.5703673,5.3895664,5.3823,5.6162167,4.398917,5.5728297,5.65715,2.0748136,1.2080569,2.3231115,2.5212035,38.15866229829869,0.0,0.4818181818181818
125,12500,-1.2691004,-0.13831675,0.025721544,0.23582807,100,0.0,32,3200,4.846158,6.5865755,5.6705666,5.483291,3.5770576,6.448259,5.6962876,5.71912,3.358797,2.4456515,2.4193494,2.51174,22.82270125018419,0.0,0.4793388429752066
137,13700,2.6377873,0.10946383,-0.22714105,0.1872545,100,0.0,35,3500,3.7979293,5.3685946,5.6842017,5.4698567,6.4357166,5.478059,5.45706,5.6571107,0.9797705,1.0374299,2.204978,2.4046423,22.31800662819103,1.0,0.5112781954887218
149,14900,-3.6920426,1.0143887,-0.12443768,0.23081288,100,0.0,38,3800,7.109971,5.621511,5.5955825,5.462193,3.4179285,6.6358995,5.471145,5.693005,0.42554122,1.7835045,2.117961,2.341529,22.745139338045114,1.0,0.5448275862068965
161,16100,5.69072,0.27973062,-0.13474335,0.17710297,100,100.0,41,4100,1.7997259,5.950573,5.5783796,5.505042,7.490446,6.230304,5.4436364,5.6821446,0.25977722,1.2556788,1.8214607,2.2498484,24.1062787994265,1.0,0.5605095541401274
172,17200,4.27925,-0.58517575,-0.15738282,0.14424635,100,100.0,44,4400,1.1961457,5.460174,5.5652995,5.5019035,5.4753957,4.874999,5.4079175,5.6461496,0.70263046,2.0789132,1.7849512,2.2285874,26.545088761381,1.0,0.5476190476190477
184,18400,-5.088393,-0.16163726,-0.086183585,0.12382429,100,0.0,47,4700,8.929215,5.978985,5.647665,5.5331755,3.840822,5.817348,5.5614805,5.657,3.6832612,1.6509197,1.7682375,2.2073567,23.740848421933844,0.0,0.5611111111111111
192,19200,0.5835414,0.519312,-0.026750017,0.15106517,100,0.0,51,5100,3.748074,5.433492,5.57016,5.512825,4.3316154,5.9528036,5.5434093,5.66389,3.2837048,2.4355373,1.6568401,2.1948752,16.02423158891358,0.0,0.5691489361702128
200,20000,3.7797356,0.13431999,0.01938709,0.13986449,100,62.0,58,5800,2.6632476,5.049438,5.457421,5.4929066,6.442983,5.183758,5.476808,5.6327715,1.0962716,2.0510042,1.6702021,2.1837347,16.017187021397586,1.0,0.5714285714285714
208,20800,0.13677597,1.350002,0.15123875,0.20041923,100,0.0,63,6300,5.025231,3.8662658,5.3691454,5.413721,5.162007,5.2162676,5.5203843,5.6141405,2.333742,1.0560647,1.6283225,2.1396933,16.98338271749008,0.0,0.5784313725490197
215,21500,-4.1937203,-0.42866153,0.08383268,0.18302584,100,0.0,69,6900,6.199273,5.11217,5.4406986,5.412822,2.0055528,4.683509,5.524532,5.595847,0.46240014,2.2157006,1.7243439,2.15193,15.346375221315354,1.0,0.5734597156398105
224,22400,-0.4636557,-0.21125297,0.107773416,0.1928908,100,61.0,75,7500,2.4850032,5.150899,5.2862067,5.3916764,2.0213475,4.9396453,5.3939795,5.5845675,1.9957894,1.7493143,1.6889024,2.1431642,15.397806012058684,1.0,0.5727272727272728
232,23200,4.158124,1.307503,0.32725623,0.25808534,100,0.0,81,8100,3.3428855,2.7675383,5.082888,5.2781386,7.5010095,4.0750413,5.410145,5.5362234,3.3428855,1.1898706,1.6662269,2.1091924,16.3423206984998,0.0,0.5833333333333334
240,24000,0.96381044,2.1019084,0.5325514,0.31443673,100,0.0,87,8700,5.3550305,4.4732094,5.01843,5.269306,6.318841,6.5751176,5.550981,5.583743,5.3550305,3.2883708,1.8542283,2.1578443,16.155932506839196,0.0,0.5720338983050848
248,24800,-1.9302752,1.1644123,0.4387364,0.32266653,100,0.0,92,9200,5.508557,5.7382627,5.042447,5.28026,3.5782816,6.902674,5.4811835,5.602927,2.0428202,3.4887357,2.0075047,2.191235,16.61132007531345,0.0,0.5573770491803278
256,25600,1.0102262,0.89837074,0.60365945,0.3198347,100,7.0,99,9900,2.2427406,5.2383127,4.8397613,5.2814755,3.252967,6.136684,5.4434204,5.6013103,2.2427406,2.0916827,2.0365615,2.184893,16.700571067167186,0.0,0.5555555555555556
264,26400,-2.6554809,1.311023,0.69434756,0.36605656,100,0.0,104,10400,6.027022,4.0936246,4.7437825,5.2280183,3.371541,5.404647,5.4381294,5.5940747,2.292663,1.8432423,2.081922,2.1757581,16.33908538606297,0.0,0.55
272,27200,3.1135824,0.057462025,0.71463895,0.35241884,100,0.0,109,10900,2.6073916,4.2644033,4.6894526,5.205388,5.720974,4.321866,5.404092,5.557807,2.6073916,1.9212986,2.0580883,2.1663613,16.638436795302795,0.0,0.5485074626865671
280,28000,-5.3608494,0.62989056,0.7685434,0.36967933,100,0.0,115,11500,8.143193,4.570548,4.633029,5.183763,2.7823436,5.2004385,5.401572,5.553442,2.7811544,2.6879668,2.1561882,2.1848106,14.307813328293783,0.0,0.5434782608695652
288,28800,0.40221977,1.7266655,1.0079876,0.4193285,100,44.0,120,12000,8.3464365,4.1075735,4.3905725,5.148915,8.748656,5.8342395,5.398561,5.568243,0.69268954,2.0637126,2.1258056,2.1714578,16.332736898056297,1.0,0.5422535211267606
296,29600,-0.6240623,0.9144621,0.9473105,0.43651995,100,0.0,126,12600,2.5045264,4.9323053,4.465489,5.1454554,1.8804641,5.8467665,5.4127984,5.581975,1.568411,1.9029315,2.1003835,2.167537,14.386395092433949,1.0,0.541095890410959
304,30400,2.2257128,-0.5481327,0.7762209,0.3977056,100,0.0,131,13100,1.9031261,4.609603,4.557112,5.135527,4.128839,4.061471,5.3333325,5.533233,1.3923745,2.024528,2.1867373,2.167641,16.713785179589237,1.0,0.54
312,31200,0.63408136,1.7126272,0.89935666,0.43916577,100,9.0,136,13600,3.3625796,2.8895888,4.429118,5.081074,3.996661,4.602216,5.3284755,5.5202403,3.3625796,2.036096,2.201573,2.1671536,14.564225105348592,0.0,0.5487012987012987
320,32000,-6.521,1.9465325,1.0126263,0.46416628,100,0.0,141,14100,7.4529104,4.987068,4.4219365,5.08622,0.9319103,6.9336014,5.4345636,5.550386,0.86544096,3.1664972,2.268398,2.1881547,16.553319116296795,1.0,0.5411392405063291
328,32800,6.791186,1.902763,1.1075718,0.49285677,100,0.0,147,14700,1.151876,3.7062237,4.387328,5.0422273,7.943062,5.6089864,5.4949007,5.5350842,1.0989158,1.2825325,2.2713785,2.166958,15.155021854494079,1.0,0.5493827160493827
336,33600,-0.8432145,1.1092918,0.9864978,0.49831346,100,0.0,153,15300,6.2349224,3.2634926,4.399197,5.0120096,5.391708,4.3727846,5.385695,5.510323,5.1339374,1.2849754,2.175828,2.1473765,14.494184275876005,0.0,0.5602409638554217
