actor_episodes,actor_steps,delta_dist,delta_dist_10,delta_dist_100,delta_dist_1000,episode_length,episode_return,final_dist,final_dist_10,final_dist_100,final_dist_1000,init_dist,init_dist_10,init_dist_100,init_dist_1000,min_dist,min_dist_10,min_dist_100,min_dist_1000,steps_per_second,success,success_1000
3,300,0.14104366,0.0,0.0,0.0,100,65.0,2.9792805,4.8140965,4.8140965,4.8140965,3.1203241,4.8140965,4.8140965,4.8140965,0.12436156,4.8140965,4.8140965,4.8140965,24.04996341734729,1.0,nan
33,3300,2.5574145,1.1093947,0.7161632,0.7161632,100,5.0,0.7264252,5.5163465,5.3587418,5.3587418,3.2838397,6.625741,6.0749044,6.0749044,0.07783087,3.342891,2.949387,2.949387,79.79795116392116,1.0,0.3448275862068966
65,6500,-3.7911322,-0.70446503,0.57925725,0.57925725,100,0.0,5.3032317,6.3109536,5.3281984,5.3281984,1.5120995,5.606488,5.9074554,5.9074554,1.5120995,1.1623232,2.1514988,2.1514988,71.99321795456929,1.0,0.5573770491803278
97,9700,1.7446194,0.4784976,0.5515063,0.5515063,100,8.0,5.9228806,3.3285728,5.0508113,5.0508113,7.6675,3.8070705,5.6023183,5.6023183,0.7622965,1.1315007,1.9113729,1.9113729,75.45196842688112,1.0,0.6129032258064516
116,11600,0.010741711,-0.54466593,0.38924015,0.39891404,100,0.0,4.7529902,5.8520994,5.1731415,5.14218,4.763732,5.307433,5.562382,5.541094,2.1578805,1.787195,1.8163323,1.9268148,41.579638120788125,0.0,0.5982142857142857
128,12800,0.42318356,2.5826147,0.44448325,0.5588206,100,0.0,1.934101,4.544447,5.019774,5.0766115,2.3572845,7.1270614,5.4642577,5.6354313,1.5429227,1.745878,1.6117523,1.916241,25.52814288978326,1.0,0.5967741935483871
139,13900,-2.5666857,2.6728282,0.5792894,0.7077882,100,39.0,4.728946,3.379305,4.8732257,4.933948,2.1622605,6.0521326,5.452516,5.6417356,0.28984287,1.1936345,1.572666,1.8623447,20.91826836422519,1.0,0.6296296296296297
150,15000,0.5369735,2.6262186,0.80374366,0.8124685,100,94.0,4.0077806,3.2318892,4.5933623,4.820611,4.544754,5.8581076,5.3971057,5.633079,0.5656945,1.8061607,1.531276,1.848303,39.21554034564956,1.0,0.6301369863013698
162,16200,5.1486363,1.5086803,0.93280184,0.8370635,100,0.0,1.3988041,3.8601537,4.574577,4.777036,6.5474405,5.368834,5.5073786,5.6141,0.16842249,1.1489315,1.5552505,1.7958418,21.108148825719116,1.0,0.6582278481012658
174,17400,1.1598047,5.038068,1.6767936,1.1316288,100,95.0,1.2361983,1.6929066,4.0178704,4.5564957,2.396003,6.7309747,5.6946635,5.6881247,0.16490413,0.5997004,1.4457848,1.7093887,21.717752846688644,1.0,0.6823529411764706
186,18600,-1.2792265,4.2144327,1.8957083,1.2949907,100,78.0,1.7394049,1.0305747,3.5637755,4.3303747,0.4601784,5.2450075,5.459484,5.6253657,0.28267753,0.3430002,1.30204,1.6206096,23.868271260029324,1.0,0.7032967032967034
198,19800,4.9810705,2.1225448,2.11034,1.3411881,100,0.0,4.4926844,2.2709353,3.3394299,4.1951814,9.473755,4.39348,5.44977,5.5363703,1.1619426,0.39415845,1.1922778,1.54608,17.42364725196573,1.0,0.7216494845360825
205,20500,3.079852,1.6656624,2.318333,1.3601288,100,0.0,4.7807097,4.0462365,3.292925,4.2069845,7.860562,5.711899,5.611258,5.567114,1.4224392,0.77844846,1.0867043,1.5256823,16.202786391403055,1.0,0.7313432835820896
213,21300,2.5310469,4.2760496,2.7124004,1.4649075,100,77.0,1.6791095,2.4058547,2.9800394,4.1503925,4.2101564,6.681904,5.6924396,5.6152997,1.0771176,0.78824794,1.006861,1.4936212,16.60234877312429,1.0,0.7416267942583732
221,22100,7.8682003,1.7886623,2.8425848,1.4660167,100,80.0,1.1977684,3.0515873,2.7135816,4.090085,9.0659685,4.8402505,5.556166,5.556102,1.1977684,0.33399394,0.83834696,1.4524366,14.711729747785078,1.0,0.7511520737327189
229,22900,3.5168571,2.0444272,2.7433867,1.503933,100,61.0,1.545467,2.8621078,2.732813,4.0483756,5.062324,4.9065347,5.476199,5.5523086,1.1501881,0.80301636,0.80799466,1.4348646,16.878220673541087,1.0,0.76
237,23700,-0.0050592422,3.3124847,2.9359765,1.600451,100,0.0,4.7768655,2.3581252,2.6274164,3.9880202,4.7718062,5.67061,5.5633936,5.588472,1.9977767,0.61410844,0.7484405,1.4053922,16.52140126621808,1.0,0.7682403433476395
245,24500,-0.46439254,2.884289,2.9654958,1.6256294,100,0.0,2.1657634,2.8795886,2.6508005,3.966031,1.7013708,5.7638783,5.616297,5.5916615,1.6639376,0.6444163,0.6913902,1.3814383,16.528378615404506,1.0,0.7759336099585062
