actor_episodes,actor_steps,delta_dist,delta_dist_10,delta_dist_100,delta_dist_1000,episode_length,episode_return,evaluator_episodes,evaluator_steps,final_dist,final_dist_10,final_dist_100,final_dist_1000,init_dist,init_dist_10,init_dist_100,init_dist_1000,min_dist,min_dist_10,min_dist_100,min_dist_1000,steps_per_second,success,success_1000
7805,780500,1.4420221,-1.0939882,-0.049090557,0.12057419,100,0.0,25369,2536900,2.6920292,5.62746,5.296958,5.245198,4.1340513,4.5334716,5.2478676,5.3657713,2.6920292,2.7123165,2.3945577,2.3422341,10.713464236723937,0.0,0.534
7809,780900,-4.7278047,-0.09884553,-0.04237653,0.123881854,100,0.0,25383,2538300,8.237453,5.557312,5.362483,5.240165,3.5096488,5.4584665,5.3201056,5.364047,0.105245374,3.4751644,2.4664822,2.3459883,9.440024739444718,1.0,0.534
7817,781700,1.3773322,-1.1445401,-0.13027377,0.120561935,100,35.0,25411,2541100,0.5559146,5.7498465,5.3400507,5.244816,1.9332469,4.605306,5.209776,5.365378,0.5559146,2.25186,2.3854995,2.3510141,10.79432800977853,1.0,0.535
7825,782500,2.262972,0.5005723,-0.1949606,0.11766293,100,0.0,25437,2543700,3.9245136,5.037356,5.358499,5.2469544,6.1874857,5.537928,5.1635394,5.364618,2.635474,2.948721,2.414722,2.3529081,10.886431858627217,0.0,0.535
7833,783300,-0.58411264,-2.3062382,-0.45261216,0.09676285,100,0.0,25464,2546400,7.088907,6.7368326,5.485592,5.24726,6.504794,4.4305944,5.032979,5.344023,5.2113743,2.925206,2.38806,2.3369384,9.401550197433934,0.0,0.537
7841,784100,5.9663677,-0.6511668,-0.5103326,0.095736235,100,0.0,25492,2549200,4.6610775,5.3940253,5.5648594,5.246746,10.627445,4.742859,5.0545278,5.3424826,4.6610775,2.5875616,2.40578,2.3366826,9.61882603100482,0.0,0.536
7849,784900,-4.2743273,0.6278574,-0.38594258,0.11869339,100,0.0,25515,2551500,8.776533,5.348836,5.6017942,5.241762,4.502206,5.976693,5.2158527,5.360456,3.43851,2.2007859,2.4233575,2.334849,10.791295570172633,0.0,0.535
7857,785700,1.161015,-0.27779165,-0.29283214,0.11973134,100,0.0,25543,2554300,3.9350243,4.974715,5.470904,5.2321115,5.0960393,4.6969233,5.1780715,5.3518424,2.0186245,2.4548848,2.5214813,2.336822,10.661039753747323,0.0,0.536
7861,786100,2.468018,-0.01905322,-0.232322,0.11910268,100,40.0,25558,2555800,2.0512352,4.629524,5.3309126,5.229178,4.5192533,4.6104712,5.098591,5.348281,2.0512352,2.502791,2.4798107,2.3393102,9.482511471616869,0.0,0.535
7869,786900,-3.760838,0.47612944,-0.08793001,0.14284062,100,0.0,25585,2558500,9.66727,5.2801805,5.1504035,5.213461,5.9064317,5.7563095,5.062473,5.3563013,3.3625314,3.0189662,2.4498377,2.347426,9.514008021174641,0.0,0.53
7877,787700,0.9517274,-1.5095133,-0.18096623,0.1449042,100,26.0,25610,2561000,1.7480428,7.7325697,5.4353056,5.2234325,2.6997702,6.223057,5.2543397,5.3683367,1.1337601,2.644185,2.5266068,2.3472135,10.410987506901371,1.0,0.529
7885,788500,1.676085,-0.2058486,-0.25551227,0.13007398,100,8.0,25638,2563800,5.423112,4.621045,5.471109,5.214758,7.099197,4.4151964,5.215597,5.344831,3.7652156,1.6609014,2.5260575,2.339686,10.701786257391708,0.0,0.533
7893,789300,-0.03761673,0.44758552,-0.3338394,0.117186844,100,0.0,25667,2566700,3.7603495,5.4503984,5.5144153,5.2271924,3.7227328,5.8979845,5.180577,5.344379,1.7159765,2.0379055,2.5451598,2.338044,9.276965586036017,1.0,0.533
7901,790100,0.91707134,0.3889474,-0.18682723,0.12228249,100,0.0,25690,2569000,8.659607,5.4792643,5.4833045,5.23701,9.576678,5.8682113,5.2964764,5.359292,0.15208842,2.9797328,2.5589352,2.3553495,10.857300627529272,1.0,0.53
7909,790900,-3.1840596,1.9363906,-0.063638344,0.13945241,100,0.0,25720,2572000,5.2492146,5.436759,5.465448,5.239803,2.065155,7.373149,5.4018097,5.379255,1.4247179,2.9809356,2.484415,2.3623204,9.290860770416145,1.0,0.529
7917,791700,-1.8794894,0.22656254,-0.0646306,0.13313055,100,13.0,25743,2574300,2.9379847,5.029341,5.444573,5.24442,1.0584953,5.2559037,5.3799424,5.37755,0.2014359,2.1892116,2.475099,2.3644152,10.804951781824833,1.0,0.53
7925,792500,-4.8753695,-0.8344852,-0.18790048,0.12974799,100,9.0,25770,2577000,6.0924573,3.9301105,5.3502955,5.214811,1.2170879,3.0956256,5.162395,5.344559,0.4103473,1.4496988,2.3502855,2.3414106,10.722849713152604,1.0,0.535
7929,792900,-0.27114105,-0.46867985,-0.06962821,0.1263135,100,0.0,25783,2578300,7.2273054,4.906964,5.3126807,5.2223973,6.9561644,4.4382844,5.243053,5.348711,5.944725,2.6616607,2.439431,2.3487725,9.188055167271164,0.0,0.533
7937,793700,-1.3011047,-0.3985874,-0.036809854,0.1189054,100,12.0,25809,2580900,3.0172958,6.346075,5.3432164,5.225679,1.7161912,5.947488,5.306407,5.344584,0.40634218,4.357482,2.5175364,2.3662772,10.659638152100385,1.0,0.531
7945,794500,6.158206,0.52595145,-0.05788982,0.11376033,100,11.0,25835,2583500,2.5495718,4.901994,5.305266,5.227993,8.707778,5.4279456,5.2473755,5.341754,1.5294931,2.6132653,2.5084245,2.362356,10.818756734310464,1.0,0.532
7953,795300,-6.1087537,0.61183614,-0.10303303,0.118564986,100,26.0,25862,2586200,7.1693544,4.484353,5.3369656,5.2261825,1.0606006,5.096189,5.2339325,5.344748,0.05428848,2.0408692,2.4863172,2.3605568,9.52846620600909,1.0,0.534
7961,796100,-2.2068143,-0.0020363808,-0.056704618,0.10921874,100,0.0,25888,2588800,6.942402,4.6687613,5.341546,5.219608,4.7355876,4.666724,5.2848415,5.3288274,0.18690377,2.3216038,2.447843,2.3524003,9.495421055292239,1.0,0.534
7969,796900,-5.015786,0.22263455,-0.05907186,0.11481275,100,0.0,25912,2591200,8.6207075,5.616204,5.3869796,5.221404,3.604921,5.838839,5.327907,5.3362174,1.6529369,2.2786484,2.3988786,2.356128,10.684683429330999,1.0,0.533
7973,797300,0.88946295,-0.3302342,-0.102917634,0.10005977,100,0.0,25927,2592700,4.737864,5.7200575,5.293649,5.2257557,5.627327,5.3898234,5.190732,5.325816,2.5067205,2.3963628,2.3530385,2.3498206,9.466703667043554,0.0,0.534
