delta_dist,episode_length,episode_return,evaluator_episodes,evaluator_steps,final_dist,init_dist,min_dist,steps_per_second,success,success_1000
0.025867939,100,0.0,1,100,4.250561,4.276429,3.1589475,15.079535910404855,0.0,nan
0.15595198,100,0.0,2,200,5.63117,5.787122,3.0675657,60.89603604830503,0.0,0.0
-0.63686323,100,0.0,3,300,8.0661745,7.4293113,5.818253,60.10053572147584,0.0,0.0
-0.74203396,100,0.0,4,400,5.262964,4.52093,4.3965373,63.57121248221378,0.0,0.0
3.3525918,100,4.0,5,500,2.4408553,5.793447,1.4308019,57.564148012856435,1.0,0.0
-2.1876612,100,5.0,6,600,4.350312,2.162651,1.1403544,65.43465807330897,1.0,0.2
-2.1280713,100,0.0,7,700,8.756696,6.6286244,5.4708242,63.11839770948289,0.0,0.3333333333333333
-0.4228307,100,39.0,8,800,1.9902638,1.5674331,0.43154013,49.91338976604526,1.0,0.2857142857142857
2.4375372,100,0.0,9,900,6.585985,9.023522,5.7665987,57.43692666518041,0.0,0.375
2.558014,100,62.0,10,1000,1.0197402,3.5777543,0.16845949,59.677480398492605,1.0,0.3333333333333333
5.3061724,100,0.0,11,1100,2.6002529,7.9064255,2.6002529,58.55639763250496,0.0,0.4
2.2606993,100,0.0,12,1200,4.3070226,6.567722,4.273643,66.64877418206636,0.0,0.36363636363636365
-2.0958428,100,4.0,13,1300,3.9493897,1.8535467,1.4361378,62.82090972882176,1.0,0.3333333333333333
-2.7870646,100,0.0,14,1400,7.9955516,5.208487,2.8244276,45.171228981931094,0.0,0.38461538461538464
-0.4249196,100,0.0,15,1500,7.918369,7.493449,5.823845,51.393749164483246,0.0,0.35714285714285715
-0.4143406,100,64.0,16,1600,0.8727455,0.45840493,0.07315558,64.08720851524949,1.0,0.3333333333333333
4.6237082,100,15.0,17,1700,2.2388482,6.8625565,0.28965953,60.521028956073486,1.0,0.375
-1.6436038,100,0.0,18,1800,6.2809405,4.6373367,4.1343594,63.72013544029033,0.0,0.4117647058823529
-4.440055,100,4.0,19,1900,5.144277,0.70422226,0.43295205,68.47163579517331,1.0,0.3888888888888889
2.221878,100,0.0,20,2000,3.7730355,5.9949136,3.6064045,49.08404161051394,0.0,0.42105263157894735
-0.38558197,100,0.0,21,2100,5.802786,5.417204,3.8823152,50.96547296941795,0.0,0.4
1.9281116,100,0.0,22,2200,6.8302817,8.758393,6.4425025,76.30427371200845,0.0,0.38095238095238093
0.65723586,100,0.0,23,2300,3.8625062,4.519742,2.3967645,60.23208494607149,0.0,0.36363636363636365
0.3466637,100,25.0,24,2400,2.2355382,2.582202,0.3498811,59.633783544771006,1.0,0.34782608695652173
0.5826173,100,0.0,25,2500,5.6038985,6.186516,4.2906246,57.98019333347986,0.0,0.375
0.82658315,100,9.0,26,2600,2.8149178,3.641501,0.9265084,31.874156515083385,1.0,0.36
4.3385878,100,0.0,27,2700,8.00725,12.345838,4.048336,35.97499978771657,0.0,0.38461538461538464
-2.7029984,100,36.0,28,2800,3.640347,0.93734866,0.5461354,52.14343203234498,1.0,0.37037037037037035
3.6671054,100,27.0,29,2900,3.0393956,6.706501,0.21803197,44.174180683106194,1.0,0.39285714285714285
3.9560738,100,0.0,30,3000,3.8065495,7.7626233,3.163249,13.401561529813167,0.0,0.41379310344827586
-0.03302765,100,0.0,31,3100,9.140423,9.107395,8.44108,21.274737127168105,0.0,0.4
-0.34998798,100,0.0,32,3200,10.043452,9.693464,9.633587,23.27554398756197,0.0,0.3870967741935484
4.1318884,100,0.0,33,3300,2.6593492,6.7912374,2.032871,21.268535092567706,0.0,0.375
0.69206524,100,0.0,34,3400,7.30688,7.998945,7.2638264,19.333646902295733,0.0,0.36363636363636365
4.5387487,100,76.0,35,3500,1.2996438,5.8383927,1.2010931,19.85123914058789,1.0,0.35294117647058826
8.016659,100,83.0,36,3600,1.3776444,9.394303,0.66850823,24.075614220894913,1.0,0.37142857142857144
5.5674276,100,64.0,37,3700,2.9063213,8.473749,0.11735929,20.687307426915325,1.0,0.3888888888888889
1.7593696,100,82.0,38,3800,1.2094681,2.9688377,1.2018148,22.716672726353963,1.0,0.40540540540540543
0.3068323,100,0.0,39,3900,4.8134637,5.120296,4.6136446,23.899064596643342,0.0,0.42105263157894735
2.329676,100,1.0,40,4000,2.4969866,4.8266625,1.5042672,22.914616460669507,1.0,0.41025641025641024
3.5369725,100,9.0,41,4100,4.0451403,7.582113,1.4778868,21.24470567021327,1.0,0.425
1.0228754,100,99.0,42,4200,0.4082807,1.4311562,0.31631225,22.362699034389568,1.0,0.43902439024390244
2.5849743,100,99.0,43,4300,0.334462,2.9194362,0.18023849,23.576043304827163,1.0,0.4523809523809524
1.6956899,100,0.0,44,4400,3.887554,5.583244,3.887554,39.20624786760204,0.0,0.46511627906976744
4.064462,100,96.0,46,4600,0.7228721,4.7873344,0.37028575,68.56752005299293,1.0,0.4666666666666667
0.68054295,100,0.0,47,4700,3.4418225,4.1223655,3.256187,32.764790074472394,0.0,0.4782608695652174
1.8539842,100,100.0,48,4800,0.62928545,2.4832697,0.3592423,31.606884074216385,1.0,0.46808510638297873
-0.356575,100,57.0,49,4900,1.8087779,1.4522029,1.0577158,84.60681158516942,1.0,0.4791666666666667
1.5961396,100,93.0,51,5100,1.3701419,2.9662814,1.2425519,66.54204290841582,1.0,0.48
5.6740704,100,23.0,52,5200,2.0712078,7.745278,1.088932,33.5896151064471,1.0,0.49019607843137253
0.3332157,100,0.0,53,5300,6.3273377,6.6605535,6.3119345,26.266266025550703,0.0,0.5
1.4496365,100,68.0,54,5400,2.022371,3.4720075,1.3749379,72.40980634629233,1.0,0.49056603773584906
3.3960104,100,98.0,55,5500,1.0656153,4.4616256,0.09168166,83.51969579847126,1.0,0.5
2.8034956,100,0.0,57,5700,3.9089448,6.7124405,3.5270388,50.12265657116089,0.0,0.5
1.999671,100,100.0,58,5800,1.0791581,3.078829,1.0399569,26.765407739262308,1.0,0.49122807017543857
5.7070937,100,89.0,59,5900,1.93824,7.645334,1.93824,75.37744397331466,1.0,0.5
3.2637656,100,95.0,60,6000,1.3995245,4.66329,1.199798,80.9411495897851,1.0,0.5084745762711864
5.559429,100,92.0,62,6200,1.5109352,7.0703645,0.5389862,50.797138756364475,1.0,0.5081967213114754
