actor_episodes,actor_steps,delta_dist,delta_dist_10,delta_dist_100,delta_dist_1000,episode_length,episode_return,evaluator_episodes,evaluator_steps,final_dist,final_dist_10,final_dist_100,final_dist_1000,init_dist,init_dist_10,init_dist_100,init_dist_1000,min_dist,min_dist_10,min_dist_100,min_dist_1000,steps_per_second,success,success_1000
4,400,3.726501,0.28653058,0.28653058,0.28653058,100,0.0,1,100,6.756972,4.9982843,4.9982843,4.9982843,10.483473,5.2848144,5.2848144,5.2848144,4.8841553,3.5890038,3.5890038,3.5890038,23.978965442663696,0.0,1.0
33,3300,3.0514634,2.1573894,0.69599974,0.69599974,100,3.0,8,800,2.0127766,2.8745873,4.757713,4.757713,5.06424,5.0319767,5.453713,5.453713,1.0225917,1.4538724,2.4297044,2.4297044,74.44897286856448,1.0,0.6551724137931034
66,6600,-2.3829882,-0.86857605,0.19061622,0.19061622,100,3.0,17,1700,4.0371146,5.792224,5.431644,5.431644,1.6541264,4.923648,5.6222596,5.6222596,1.3353016,2.8985543,2.5152946,2.5152946,70.75119196322014,1.0,0.6129032258064516
97,9700,2.3333669,1.8035142,0.46597418,0.46597418,100,0.0,25,2500,1.125271,4.456004,5.1805253,5.1805253,3.4586377,6.2595186,5.6464996,5.6464996,1.1245118,1.9523132,2.2751486,2.2751486,74.34281215248495,1.0,0.6195652173913043
118,11800,2.5895224,0.6378976,0.2820753,0.2950267,100,0.0,30,3000,2.8400927,5.0788884,5.2081842,5.2973967,5.429615,5.716786,5.49026,5.5924234,1.3154275,1.3640012,2.04677,2.2132695,21.68141169773671,1.0,0.625
130,13000,-1.2046366,1.3846768,0.36542836,0.37282205,100,0.0,33,3300,9.832401,5.0798783,5.437228,5.300412,8.627765,6.4645553,5.802658,5.6732335,3.9952698,1.953963,2.0895765,2.1789753,25.388093713893895,0.0,0.6129032258064516
141,14100,1.843626,2.6351173,0.5839684,0.56567866,100,52.0,36,3600,8.740302,3.5042214,5.144006,5.160811,10.583928,6.1393385,5.7279735,5.7264895,0.100266,1.1810429,1.9827452,2.113974,28.055682144802446,1.0,0.6148148148148148
153,15300,8.099767,3.079042,0.9361607,0.7431516,100,97.0,39,3900,0.5723202,2.8605084,4.847292,5.0041313,8.672087,5.93955,5.783453,5.7472835,0.08235393,1.2282383,1.8488097,2.0313442,23.85247025495783,1.0,0.6394557823129252
165,16500,0.17694807,2.7001662,1.3388617,0.91489965,100,98.0,43,4300,4.0185537,4.0909815,4.5943174,4.9107003,4.195502,6.791148,5.933179,5.825599,0.33671865,0.77070934,1.5371673,1.9344932,21.930497909093745,1.0,0.6540880503144654
176,17600,2.4094267,2.9278255,1.6642537,1.0309986,100,0.0,46,4600,4.7578006,4.351856,4.4441185,4.867133,7.1672273,7.279682,6.108371,5.898132,0.24715282,2.3495946,1.5589339,1.9488374,22.604293685344093,1.0,0.6411764705882353
189,18900,6.7674155,2.6486735,1.7504326,1.1073004,100,97.0,49,4900,1.4379629,2.933374,4.2922096,4.740709,8.205379,5.5820475,6.0426426,5.848009,0.49990678,0.94436455,1.4443704,1.8701541,21.55721220997526,1.0,0.6612021857923497
197,19700,2.9635463,4.989953,2.090789,1.2824641,100,0.0,52,5200,3.6142082,1.6476345,4.06316,4.6190352,6.5777545,6.6375875,6.1539483,5.9014993,1.7069634,0.4129207,1.3500828,1.8102914,17.32889094749235,1.0,0.675392670157068
206,20600,6.1108513,3.2178588,2.4853318,1.358145,100,82.0,56,5600,1.4495118,2.9355412,3.798061,4.5573554,7.5603633,6.1533995,6.283393,5.9155,0.64255697,0.9231345,1.2715297,1.7733935,16.965526558589723,1.0,0.685
214,21400,-0.74749017,4.359559,2.7343633,1.4497055,100,0.0,60,6000,4.5453434,2.6649067,3.6229043,4.498489,3.7978532,7.024466,6.357269,5.9481945,1.509791,1.2522571,1.2137114,1.7522361,17.044919413528216,1.0,0.6971153846153846
222,22200,5.5092063,3.6750329,2.9883628,1.5347611,100,95.0,65,6500,1.3037027,1.2307593,3.2872534,4.3753815,6.812909,4.905792,6.2756166,5.910142,1.3037027,0.69352746,1.1442629,1.7113436,16.97267330578947,1.0,0.7083333333333334
230,23000,3.4448104,3.2952073,3.1947446,1.5891681,100,27.0,69,6900,2.3013515,2.0921419,3.0001101,4.3089023,5.746162,5.387349,6.194855,5.8980703,1.1478362,0.9820784,1.0419548,1.6888801,16.72557945306614,1.0,0.71875
238,23800,-2.7035346,3.6000247,3.2447233,1.6588196,100,0.0,74,7400,9.080681,1.9637552,2.8422904,4.2244787,6.3771462,5.56378,6.0870137,5.8832984,1.644213,0.70748234,0.97361887,1.6470418,14.981459198377863,1.0,0.728448275862069
245,24500,7.416115,2.9130917,3.24856,1.6712531,100,93.0,78,7800,1.0715028,2.736041,2.8251224,4.19252,8.4876175,5.6491327,6.073683,5.8637724,1.0712624,0.77146626,0.95606065,1.6247317,16.3110627889958,1.0,0.7364016736401674
253,25300,2.725474,4.8259187,3.3272703,1.7565312,100,100.0,83,8300,0.36657938,1.1582048,2.689776,4.096541,3.0920534,5.984123,6.0170465,5.853072,0.13219593,0.4928228,0.8971157,1.5865487,14.780709323248692,1.0,0.7449392712550608
261,26100,2.1149116,4.587842,3.4388463,1.8404554,100,84.0,87,8700,1.4148897,1.9018981,2.5498126,4.035039,3.5298014,6.48974,5.988659,5.8754945,0.32201982,0.5448304,0.87036073,1.556611,17.081801604408202,1.0,0.7529411764705882
269,26900,3.1865723,4.1438756,3.4493494,1.8930373,100,98.0,91,9100,0.7041981,1.6378816,2.4098866,3.9641564,3.8907704,5.7817574,5.8592362,5.857194,0.1744706,0.55510265,0.85517275,1.525867,15.146395698966511,1.0,0.7604562737642585
277,27700,5.1763783,3.6041446,3.5865338,1.9519014,100,86.0,95,9500,0.41122723,1.4437914,2.150912,3.8931854,5.5876055,5.0479364,5.737446,5.845087,0.24544246,0.48388052,0.7080547,1.4980131,16.3471754330908,1.0,0.7675276752767528
284,28400,4.070938,4.5409727,3.7744086,2.017179,100,67.0,98,9800,2.0509584,1.7457813,2.072059,3.8367105,6.1218967,6.286754,5.846468,5.8538895,0.35301185,0.59328634,0.6854248,1.4766018,17.38726848399231,1.0,0.7733812949640287
292,29200,5.9808574,4.053708,3.790986,2.0631585,100,95.0,104,10400,1.6978216,2.157584,2.0448825,3.7919366,7.678679,6.2112923,5.8358693,5.855095,1.6978216,1.047794,0.73558444,1.469919,16.51217446426523,1.0,0.7727272727272727
300,30000,-0.46232772,4.609058,3.8114438,2.113048,100,94.0,108,10800,3.0604756,1.9869547,1.9870015,3.7417583,2.5981479,6.596013,5.798445,5.8548064,0.25204518,0.5863189,0.7151007,1.4404708,16.560118804120748,1.0,0.7789115646258503
308,30800,2.704562,1.7171552,3.5947704,2.0932965,100,97.0,112,11200,0.7616473,2.762316,2.0239658,3.7234018,3.4662092,4.4794707,5.6187367,5.8166986,0.7616473,0.63181305,0.71225226,1.4227045,16.529473572453945,1.0,0.7847682119205298
316,31600,5.232403,2.9386737,3.5813873,2.1163063,100,0.0,116,11600,2.7441316,2.1067557,1.9764066,3.6872137,7.9765344,5.04543,5.557794,5.80352,1.1701581,1.0662895,0.7034758,1.4165024,16.520296316556035,1.0,0.7903225806451613
324,32400,-0.21370292,3.0661356,3.4046137,2.132231,100,96.0,120,12000,1.5975784,2.7139945,2.1145644,3.6650174,1.3838755,5.78013,5.519178,5.797249,0.6055618,0.578728,0.6974562,1.393991,16.742476700245128,1.0,0.7955974842767296
331,33100,-6.0961366,1.7620516,3.3263867,2.123205,100,0.0,125,12500,7.7940574,2.4637332,2.1740692,3.655006,1.6979209,4.2257853,5.5004563,5.7782106,1.2431216,0.9506137,0.713737,1.3910758,16.40236552364726,1.0,0.7907692307692308
339,33900,1.1342793,0.59096813,3.1595001,2.086109,100,91.0,129,12900,0.8872447,4.527579,2.2443328,3.658032,2.021524,5.118547,5.403833,5.7441416,0.16616571,0.81563604,0.7032091,1.3702499,16.016005986207073,1.0,0.7957957957957958
347,34700,1.5297894,2.1558657,3.061594,2.0998385,100,59.0,132,13200,2.212711,2.9725013,2.3200839,3.6381238,3.7425005,5.128367,5.3816776,5.7379622,0.28656507,0.4629005,0.67016864,1.348047,16.392398542940985,1.0,0.8005865102639296
355,35500,-1.6974106,2.7100568,3.1034799,2.1337814,100,0.0,137,13700,6.983908,3.9821224,2.4682815,3.6255846,5.2864976,6.6921782,5.5717616,5.759366,5.114377,0.81714594,0.7294938,1.3390148,16.16120516091525,0.0,0.8022922636103151
363,36300,0.3734188,0.3978405,2.7510724,2.0994458,100,33.0,141,14100,2.4281185,3.9633434,2.547858,3.6120155,2.8015373,4.361184,5.29893,5.711461,2.0535796,1.675445,0.7979962,1.3419842,16.470059276528314,0.0,0.803921568627451
371,37100,-4.254552,0.91776496,2.556693,2.0801528,100,0.0,146,14600,8.075378,3.559998,2.6993647,3.6082485,3.8208263,4.477763,5.2560577,5.688401,0.08226068,1.144177,0.8415726,1.3354663,14.46416315000433,1.0,0.8054794520547945
379,37900,4.0063624,2.6454499,2.4665303,2.1005974,100,48.0,150,15000,1.4556456,2.6761234,2.7554407,3.5795846,5.462008,5.3215737,5.2219715,5.680182,0.26021764,0.22990517,0.81097746,1.312152,16.813364734178485,1.0,0.8096514745308311
387,38700,6.1558847,3.0656636,2.3858135,2.1276898,100,90.0,155,15500,1.7327335,2.5918655,2.8133304,3.5556014,7.8886185,5.6575294,5.1991444,5.6832914,0.25504756,0.3432126,0.7785091,1.2927587,14.78698171489903,1.0,0.8136482939632546
395,39500,2.157689,1.9934391,2.208508,2.115504,100,98.0,159,15900,0.7199482,4.017056,3.0334191,3.5817177,2.8776371,6.010495,5.2419276,5.6972218,0.16953585,0.30860192,0.7153097,1.2732948,16.235169788639524,1.0,0.8174807197943444
404,40400,5.108877,1.6152214,2.0307019,2.0958948,100,95.0,164,16400,1.6172603,2.8289347,3.0824003,3.570165,6.7261376,4.4441557,5.113102,5.6660595,1.6172603,0.46666908,0.70784223,1.2557948,14.174557944850232,1.0,0.821608040201005
412,41200,2.5598974,1.9914585,2.0230756,2.0795348,100,100.0,169,16900,0.2517994,2.7626417,3.0916886,3.557461,2.8116968,4.754101,5.114764,5.6369953,0.2517994,1.2612488,0.7577218,1.2597126,17.018585147195427,1.0,0.8226600985221675
420,42000,-4.4907336,0.48321182,1.6914668,2.0449047,100,0.0,173,17300,8.344148,4.521662,3.3207047,3.5919228,3.853414,5.0048738,5.0121713,5.6368275,0.28936744,1.2486387,0.8119981,1.2643415,16.2351785866006,1.0,0.8236714975845411
428,42800,6.60532,0.9205931,1.6852611,2.0310743,100,57.0,178,17800,1.6234014,4.7139764,3.4785268,3.5990233,8.228722,5.634569,5.163788,5.6300974,1.6234014,1.0171628,0.85093254,1.2606479,14.568063055898998,1.0,0.8246445497630331
436,43600,0.034905434,2.021875,1.7483138,2.0175083,100,0.0,182,18200,6.274004,2.9561698,3.362162,3.5972476,6.3089094,4.9780445,5.1104755,5.6147556,2.6787593,1.0040979,0.86174524,1.2595403,16.46594121276333,0.0,0.8255813953488372
444,44400,-4.7270684,3.0049036,1.7984561,2.048301,100,0.0,187,18700,6.532849,4.093524,3.5384176,3.6034663,1.8057803,7.098428,5.3368726,5.6517673,0.07602845,1.7814726,0.9952504,1.2739314,16.53390438577134,1.0,0.819634703196347
451,45100,3.4716563,2.1408272,1.7959868,2.0548036,100,90.0,191,19100,3.1503043,4.128701,3.534398,3.5982451,6.6219606,6.2695284,5.3303847,5.6530485,0.1640188,1.2982099,1.0208361,1.2662041,16.378721061426646,1.0,0.8224719101123595
459,45900,-3.1712193,1.0080494,1.7532413,2.0322895,100,0.0,196,19600,7.629047,5.690486,3.697376,3.6388104,4.4578276,6.698535,5.450618,5.6710997,2.2021174,2.0952768,1.0557481,1.2814882,16.671248211567846,0.0,0.8189845474613686
467,46700,-0.23392248,0.1956491,1.7482753,2.010487,100,93.0,200,20000,1.6338881,4.854699,3.7649121,3.6473162,1.3999656,5.050348,5.513188,5.657804,0.07543728,1.690744,1.0487709,1.281042,16.395673591505954,1.0,0.8156182212581344
475,47500,5.408037,1.7794101,1.674438,2.0021043,100,97.0,205,20500,0.97474414,2.758544,3.7939465,3.6379828,6.3827815,4.537954,5.468385,5.640087,0.50143474,0.89646244,1.0964836,1.2752601,16.67020130929098,1.0,0.8166311300639659
483,48300,3.1331408,1.8718135,1.5055842,1.9800159,100,1.0,209,20900,2.4353702,3.7935364,3.961658,3.6493979,5.568511,5.6653495,5.4672422,5.6294136,2.250955,0.8970016,1.1655778,1.2723321,16.339169403947917,0.0,0.8155136268343816
491,49100,0.64692676,3.0196118,1.5819622,2.0105395,100,59.0,214,21400,1.1962401,3.0894022,3.844854,3.630858,1.8431668,6.109014,5.4268165,5.6413975,0.34871083,0.9905939,1.175137,1.2611685,16.435721160025455,1.0,0.8164948453608247
499,49900,4.75134,2.5208092,1.6346946,1.9984474,100,0.0,218,21800,3.2040942,2.4907694,3.7545397,3.6184273,7.955434,5.0115786,5.389234,5.616875,3.19403,0.91400146,1.236492,1.2575651,16.935431543399268,0.0,0.8174442190669371
507,50700,4.27922,2.738643,1.6304643,2.006435,100,100.0,223,22300,1.1196533,2.7971814,3.7610836,3.6068957,5.3988733,5.535824,5.391547,5.6133313,0.25811628,1.1438618,1.1980481,1.2537498,14.667050439491804,1.0,0.8183632734530938
515,51500,7.9791393,2.1292768,1.6371298,1.9884951,100,98.0,227,22700,0.6478727,2.958084,3.8025222,3.6049325,8.627012,5.087361,5.4396515,5.593428,0.40347362,0.6384538,1.1946727,1.2456253,17.0659958597005,1.0,0.8172888015717092
523,52300,0.74536693,1.1955296,1.7379701,1.9786524,100,11.0,231,23100,0.5229782,4.3636103,3.6980758,3.6127043,1.2683451,5.55914,5.436046,5.5913568,0.2583155,0.4273708,1.1228564,1.2333934,15.911311602879412,1.0,0.8181818181818182
531,53100,4.0430107,2.5487325,1.8741958,2.0074668,100,83.0,236,23600,0.477443,2.4979591,3.5738056,3.5819144,4.520454,5.046692,5.448002,5.5893817,0.089082584,0.7310532,1.0727689,1.2244445,16.780647978124485,1.0,0.820952380952381
540,54000,1.770421,2.0414715,1.8073457,2.0034602,100,15.0,240,24000,6.9118166,3.1537871,3.5284476,3.5797317,8.682238,5.1952586,5.335794,5.583192,0.122791946,0.5006404,0.98197204,1.2131922,15.109122355820555,1.0,0.8239700374531835
548,54800,-1.2206743,0.4600354,1.6149162,1.975581,100,0.0,244,24400,4.8711925,4.1770654,3.5390525,3.5882823,3.6505182,4.6371007,5.1539683,5.563863,0.38344848,0.7375051,0.94465315,1.2060759,16.778630774146876,1.0,0.8265682656826568
555,55500,1.1210351,2.2038696,1.7250065,1.9909712,100,0.0,247,24700,7.883137,2.7603936,3.3805077,3.5739722,9.004172,4.964263,5.105514,5.5649433,1.1424731,0.8032676,0.9070126,1.201359,17.412525938901574,1.0,0.8269581056466302
564,56400,4.2788,2.3607354,1.8443042,1.986414,100,0.0,252,25200,2.0435104,3.61266,3.2275038,3.5784042,6.3223104,5.9733953,5.0718083,5.5648184,0.2057739,1.1325749,0.82265943,1.202149,16.23970703120992,1.0,0.8279569892473119
572,57200,8.399769,1.9468524,1.9749501,1.9801213,100,29.0,256,25600,0.4932949,3.1577702,3.2257226,3.5761826,8.893064,5.104623,5.2006726,5.556304,0.1338708,0.9089549,0.8093359,1.2002991,14.933345638030971,1.0,0.8286219081272085
580,58000,-0.28158712,1.8942764,2.0144272,1.9896924,100,0.0,260,26000,7.247477,5.0989633,3.3365166,3.5935109,6.96589,6.9932404,5.350944,5.583203,2.5563066,0.8812831,0.864994,1.197598,16.475760978468283,0.0,0.8275261324041812
588,58800,-1.349163,1.4066058,1.9921384,1.9847617,100,0.0,264,26400,7.2679124,3.4168847,3.3089902,3.5906599,5.9187493,4.82349,5.301128,5.5754213,5.9187493,0.9555582,0.8485398,1.1956271,16.383396502230408,0.0,0.8264604810996563
597,59700,1.374435,0.84285355,1.829671,1.9647013,100,96.0,268,26800,0.8526282,5.1133676,3.5490744,3.6107607,2.2270632,5.956221,5.3787446,5.575462,0.3024151,0.8669006,0.8728855,1.192001,15.816738839919882,1.0,0.8274111675126904
605,60500,8.778976,1.6263838,1.8294497,1.9599742,100,99.0,274,27400,0.8091725,3.6356323,3.5568218,3.6076632,9.588149,5.2620163,5.3862715,5.567637,0.8091725,1.108708,0.8667516,1.1932107,16.452433124373027,1.0,0.8280467445742905
613,61300,0.8367233,0.7737254,1.7073989,1.9472797,100,0.0,278,27800,5.4893703,4.086085,3.689027,3.612905,6.3260937,4.8598094,5.3964257,5.560185,0.91223365,1.4186665,0.87040824,1.1874775,15.111146242199851,1.0,0.8303130148270181
621,62100,-0.46421868,0.9938342,1.6233574,1.9371238,100,0.0,283,28300,1.1454978,3.7982814,3.6952288,3.6175017,0.6812791,4.792115,5.3185863,5.5546265,0.17164752,0.3886025,0.87334955,1.1760086,16.085230663667478,1.0,0.832520325203252
628,62800,-4.941577,1.8923794,1.7117474,1.9397347,100,0.0,287,28700,8.662688,3.7752826,3.742668,3.6191084,3.7211113,5.667661,5.454416,5.558843,3.1696334,1.2657198,0.9348068,1.181547,17.326292445048878,0.0,0.8311897106109325
636,63600,2.3866673,-0.16852832,1.5393686,1.9216722,100,93.0,292,29200,1.4697399,4.931918,3.8206646,3.6240404,3.8564072,4.76339,5.3600335,5.5457125,1.4697399,1.8523273,1.0401627,1.1898327,18.446150665453608,1.0,0.8285714285714286
644,64400,7.250909,-0.17080092,1.3800578,1.8933128,100,100.0,297,29700,1.1659029,4.3490367,3.8605196,3.6298416,8.416812,4.178236,5.240578,5.5231543,0.42991254,1.2235634,1.0890722,1.1897471,16.41527494610239,1.0,0.8275862068965517
652,65200,4.441038,2.6936793,1.555876,1.9120984,100,100.0,302,30200,0.6297307,2.7682498,3.8519585,3.6181827,5.070769,5.4619284,5.4078345,5.530281,0.05686336,0.57815206,1.0533302,1.1833833,14.823947981539195,1.0,0.8281733746130031
661,66100,-1.8466754,2.0154548,1.5295365,1.9151006,100,0.0,308,30800,4.6716394,3.0760977,3.7657785,3.6135228,2.824964,5.0915527,5.295315,5.5286236,1.4013166,1.3892447,1.0923617,1.1879222,14.464026480009416,1.0,0.8259541984732824
669,66900,3.2610354,1.0369625,1.4265397,1.903857,100,0.0,312,31200,6.493712,4.06318,3.9397569,3.621461,9.754747,5.1001425,5.3662963,5.5253177,6.493712,0.9196836,1.0756426,1.18407,16.651702130024727,0.0,0.8280542986425339
677,67700,1.9272676,1.8930794,1.3485353,1.9011068,100,0.0,318,31800,4.4409685,4.5438166,3.888403,3.6316338,6.368236,6.436896,5.2369385,5.5327406,0.40676188,1.8952656,1.1905644,1.1971833,16.616220772288465,1.0,0.8256333830104322
685,68500,2.4218721,1.6107197,1.370614,1.8978906,100,97.0,323,32300,1.4130435,3.5277817,3.8965816,3.6313362,3.8349156,5.138501,5.267196,5.529227,1.4130435,0.63293874,1.159162,1.1895845,16.44061930938176,1.0,0.8276877761413843
693,69300,2.1710644,0.47979861,1.3804185,1.8823371,100,100.0,329,32900,0.67351454,4.468681,3.852109,3.6427686,2.844579,4.948479,5.232528,5.525106,0.6509641,0.98163605,1.1211644,1.1868484,14.677314938911941,1.0,0.8282387190684134
701,70100,-4.020507,2.4025817,1.4061971,1.8903762,100,0.0,335,33500,10.963449,4.5691977,3.9477844,3.6524534,6.9429417,6.97178,5.3539815,5.54283,1.8713299,0.81435764,1.1553952,1.1822566,16.57929830537779,1.0,0.8302158273381295
709,70900,1.9095874,3.127818,1.5180154,1.9016994,100,0.0,340,34000,4.764633,3.0001006,3.912804,3.6488647,6.6742206,6.127919,5.430819,5.5505643,0.5330148,1.0760938,1.1325328,1.1832827,15.165925582501627,1.0,0.8321479374110953
717,71700,10.138711,2.652527,1.6366841,1.9002239,100,100.0,344,34400,0.79559076,2.3487203,3.794101,3.6368828,10.934301,5.001247,5.430784,5.5371065,0.79559076,0.9294265,1.1672492,1.1799722,16.01019997977685,1.0,0.8326300984528833
725,72500,-1.1678996,0.30815324,1.3892723,1.8787398,100,0.0,349,34900,5.0012236,5.9555116,4.1372304,3.6716323,3.833324,6.2636647,5.526502,5.550372,0.19288051,1.970989,1.3369464,1.1928324,15.22591898132989,1.0,0.8303198887343533
733,73300,-0.8018365,0.18902507,1.4796337,1.8661281,100,61.0,355,35500,4.908052,4.78465,4.0144362,3.675787,4.1062155,4.9736743,5.494069,5.541915,1.7266477,1.5443504,1.2321941,1.1951469,15.89060238256137,1.0,0.8294360385144429
