actor_episodes,actor_steps,delta_dist,delta_dist_10,delta_dist_100,delta_dist_1000,episode_length,episode_return,evaluator_episodes,evaluator_steps,final_dist,final_dist_10,final_dist_100,final_dist_1000,init_dist,init_dist_10,init_dist_100,init_dist_1000,min_dist,min_dist_10,min_dist_100,min_dist_1000,steps_per_second,success,success_1000
4,400,0.0,0.95755285,0.95755285,0.95755285,100,0.0,1,100,3.8162093,5.6594825,5.6594825,5.6594825,3.8162093,6.617035,6.617035,6.617035,3.8162093,3.915409,3.915409,3.915409,22.4461861722142,0.0,0.3333333333333333
31,3100,-0.8311701,0.39041692,-0.15832652,-0.15832652,100,0.0,8,800,6.349779,5.0667505,5.768102,5.768102,5.518609,5.4571676,5.6097755,5.6097755,0.23881362,0.5669392,2.0255554,2.0255554,66.9222099258516,1.0,0.5333333333333333
59,5900,5.044175,0.06938155,-0.15408279,-0.15408279,100,46.0,15,1500,3.833502,5.1444387,5.1242857,5.1242857,8.877677,5.21382,4.970203,4.970203,0.75791216,1.633681,1.604335,1.604335,73.55894803245829,1.0,0.6896551724137931
87,8700,2.9235644,-1.4042561,-0.24128023,-0.24128023,100,0.0,22,2200,6.989363,6.2254763,5.495612,5.495612,9.912928,4.8212204,5.2543316,5.2543316,1.8758249,2.0896459,1.7012676,1.7012676,72.82939760701403,1.0,0.6627906976744186
111,11100,-1.6813569,-1.3357726,-0.09643264,-0.14956361,100,0.0,28,2800,6.1353726,5.374923,5.1373377,5.3372188,4.4540157,4.039151,5.040905,5.187655,3.0680525,1.1026233,1.3904505,1.6150222,53.627083780299856,0.0,0.6818181818181818
123,12300,0.69108355,-1.2046882,-0.24921508,-0.2552696,100,89.0,32,3200,1.4461004,5.5804563,5.3155937,5.4103036,2.137184,4.3757677,5.066379,5.155034,1.4461004,1.7214413,1.4111342,1.623105,20.524011377327053,1.0,0.6776859504132231
134,13400,3.2884133,-1.4395216,-0.46363658,-0.34487653,100,0.0,35,3500,2.8935006,5.9143896,5.3982067,5.427708,6.181914,4.474868,4.934571,5.082832,2.8935006,1.9880251,1.5620358,1.648636,23.546256001221575,0.0,0.6666666666666666
147,14700,-0.14832997,0.7525589,-0.20452814,-0.23278342,100,0.0,38,3800,3.9016724,4.7879324,5.369597,5.324326,3.7533424,5.5404916,5.165069,5.0915427,2.4247515,2.3045354,1.6995451,1.6838905,22.091500534629287,0.0,0.6666666666666666
158,15800,4.713393,2.4243705,-0.009618935,-0.07823732,100,0.0,41,4100,2.1016233,3.5311935,5.262085,5.2154174,6.8150167,5.9555635,5.2524652,5.13718,1.329686,1.9583985,1.7516615,1.7056774,24.377170371342476,1.0,0.6580645161290323
170,17000,6.8730545,0.9962412,0.11374536,0.0042696833,100,100.0,44,4400,1.1773367,2.7401628,4.8387737,5.0588884,8.050391,3.7364037,4.9525194,5.063158,1.1757709,0.785005,1.7199255,1.6455784,24.109428408263636,1.0,0.6826347305389222
181,18100,-6.2046804,1.1766505,0.31079972,0.10586853,100,0.0,48,4800,9.67632,4.925301,4.732105,5.0303774,3.4716396,6.101952,5.042905,5.1362467,0.5150485,2.7800379,1.7084286,1.7050034,23.203557178322235,1.0,0.672316384180791
193,19300,6.589756,0.17377225,0.18708992,0.076759204,100,0.0,51,5100,1.919472,4.124677,4.637223,5.010466,8.509228,4.2984495,4.824313,5.087225,0.5981446,1.4035976,1.6651642,1.6786427,21.753588705965335,1.0,0.671957671957672
206,20600,0.12527847,-0.0018228054,0.33529484,0.08497406,100,36.0,54,5400,3.7255983,5.2379365,4.601863,5.0124335,3.8508768,5.2361135,4.937158,5.0974073,2.797178,2.0651326,1.7198143,1.6915743,18.72212752228236,0.0,0.6732673267326733
214,21400,-1.301868,2.4344206,0.5663856,0.1717602,100,0.0,59,5900,2.856599,3.4091618,4.447723,4.952975,1.5547311,5.8435826,5.0141077,5.1247354,0.6380093,2.4854038,1.8424591,1.7233344,14.54050532047201,1.0,0.6571428571428571
222,22200,8.154197,1.5184286,0.7823108,0.19717428,100,61.0,63,6300,0.68900776,3.1615586,4.197892,4.885784,8.8432045,4.679987,4.980202,5.082958,0.4172051,1.636434,1.796995,1.7034019,16.483447989923583,1.0,0.6697247706422018
230,23000,0.30461526,3.9896286,1.1916882,0.33575362,100,92.0,68,6800,1.3474164,1.6472782,3.9566402,4.7719274,1.6520317,5.6369066,5.1483283,5.107681,1.2553302,0.9606563,1.6951318,1.6800315,14.496741182833826,1.0,0.6769911504424779
238,23800,1.7063093,0.948518,1.1601353,0.3386266,100,0.0,72,7200,2.9118094,3.4446552,3.8966448,4.738855,4.618119,4.3931737,5.05678,5.0774813,0.56779647,1.8531892,1.7416791,1.6837113,16.726884136557732,1.0,0.6837606837606838
246,24600,2.5070727,1.6991489,1.3015018,0.39788887,100,0.0,76,7600,2.6307971,3.6788929,3.8245556,4.7066445,5.13787,5.378042,5.1260576,5.1045337,2.6307971,1.5856539,1.6798359,1.6799635,17.038277164241595,0.0,0.6859504132231405
254,25400,-4.5223913,-0.23066516,1.16316,0.37268853,100,0.0,81,8100,7.1541286,4.5952644,3.8401775,4.719337,2.631737,4.3645988,5.0033374,5.0920258,2.524231,2.5194716,1.6629388,1.7067704,14.972150213683932,0.0,0.672
262,26200,1.3602066,-2.0647888,0.8360168,0.31153357,100,0.0,85,8500,8.430486,6.236277,4.0890694,4.757067,9.790692,4.171488,4.9250855,5.0686007,3.1347098,1.8577515,1.7179164,1.7046824,19.22331783525564,0.0,0.6705426356589147
270,27000,-2.9919558,-0.83087665,0.7657741,0.2842345,100,0.0,89,8900,12.974849,6.3048754,4.36167,4.802558,9.982893,5.473998,5.1274443,5.086793,4.920786,1.9016695,1.8176581,1.7088432,16.59866745393155,0.0,0.6691729323308271
278,27800,-1.4525213,0.2966814,0.5701511,0.2889738,100,0.0,94,9400,6.3453627,4.9201193,4.4489813,4.8021693,4.8928413,5.2168,5.0191326,5.091143,3.2839813,2.2697253,1.830763,1.7258874,14.550542419406366,0.0,0.6605839416058394
286,28600,-3.20932,1.2591438,0.7605588,0.30713856,100,0.0,98,9800,9.639377,4.1809397,4.324626,4.796136,6.4300566,5.4400835,5.085185,5.1032743,5.717369,2.5939147,1.9128526,1.7558144,14.38951388547484,0.0,0.6453900709219859
