delta_dist,episode_length,episode_return,evaluator_episodes,evaluator_steps,final_dist,init_dist,min_dist,steps_per_second,success,success_1000
8.084646,100,20.0,1,100,0.82308316,8.907729,0.13278326,26.613860742819348,1.0,nan
-1.9637516,100,18.0,2,200,3.7436936,1.779942,0.21076605,71.97939280155275,1.0,1.0
-0.94359875,100,0.0,3,300,6.1134176,5.169819,2.8668778,76.45025315703538,0.0,1.0
1.6614718,100,51.0,4,400,2.9647021,4.626174,0.12136383,75.5720918835258,1.0,0.6666666666666666
-1.4360204,100,0.0,5,500,6.7176714,5.281651,3.9851258,71.7303040279102,0.0,0.75
3.428718,100,30.0,6,600,1.7078992,5.136617,0.11317161,75.8993850496287,1.0,0.6
4.0771613,100,0.0,7,700,4.8143096,8.891471,3.4122684,77.34136120518389,0.0,0.6666666666666666
-6.443388,100,0.0,8,800,10.237145,3.7937577,2.4975216,70.46573906381778,0.0,0.5714285714285714
0.19250202,100,15.0,9,900,2.0450401,2.2375422,1.9253758,73.78935036827788,1.0,0.5
1.3206456,100,0.0,10,1000,3.4497387,4.7703843,3.4497387,70.89001250034649,0.0,0.5555555555555556
1.9290328,100,0.0,11,1100,5.8949175,7.8239503,3.865323,71.74149345932284,0.0,0.5
2.645915,100,0.0,12,1200,9.593801,12.239716,8.642216,69.41473256494996,0.0,0.45454545454545453
-0.40203,100,0.0,13,1300,6.6388993,6.2368693,3.9853053,78.25214468843762,0.0,0.4166666666666667
0.021938324,100,0.0,14,1400,9.454399,9.476337,8.398931,71.82643579526257,0.0,0.38461538461538464
3.729866,100,11.0,15,1500,2.706234,6.4361,0.48891062,71.67788781224147,1.0,0.35714285714285715
0.29495025,100,0.0,16,1600,3.1021082,3.3970585,2.7560666,73.10719851523314,0.0,0.4
-0.09974718,100,1.0,17,1700,5.546887,5.4471397,1.7515574,72.47900136220925,1.0,0.375
-1.1701775,100,0.0,18,1800,8.085961,6.915784,5.7632084,70.39576031393496,0.0,0.4117647058823529
2.2480974,100,3.0,19,1900,2.3535018,4.601599,1.3909528,79.30871411772425,1.0,0.3888888888888889
3.0457973,100,2.0,20,2000,1.493554,4.5393515,1.4377648,84.54251884179904,1.0,0.42105263157894735
-5.5077143,100,0.0,21,2100,7.757019,2.249305,2.0553482,68.14135267839954,0.0,0.45
-2.152882,100,29.0,22,2200,3.8768938,1.7240117,0.020203656,71.83862726573295,1.0,0.42857142857142855
