actor_episodes,actor_loss,actor_steps,binary_accuracy,categorical_accuracy,critic_loss,evaluator_episodes,evaluator_steps,learner_steps,learner_walltime,logits_neg,logits_pos,logsumexp,steps_per_second
120,10.024315,12000,0.99423695,0.0040893555,0.058452968,30,3000,1,0,-9.959223,-10.518459,2.4407117,0.0
132,6.3228436,13200,0.99609375,0.023620605,0.022029731,34,3400,7,11.603585720062256,-7.7735996,-4.6171455,0.07882496,36.87730792743658
146,6.361764,14600,0.99608874,0.021118164,0.024761952,37,3700,13,22.018216609954834,-8.085009,-5.3183155,2.3218474,38.417413899256054
150,5.6591277,15000,0.99609375,0.027404785,0.021879237,50,5000,20,33.41297197341919,-7.4199696,-4.605373,0.08818102,38.18347152862216
154,5.610247,15400,0.99609375,0.033569336,0.021945216,65,6500,27,44.673033714294434,-7.3721285,-4.6237717,0.16047719,42.618395060983566
158,5.563953,15800,0.99609375,0.041137695,0.021375066,79,7900,33,54.73104381561279,-7.542965,-4.4859943,0.038812943,41.97416646782129
162,5.4603224,16200,0.99609375,0.048461914,0.021479314,97,9700,40,66.25094604492188,-7.543025,-4.51122,0.06772416,40.489810103135824
166,5.4839716,16600,0.99609375,0.05126953,0.021162165,112,11200,47,77.79849338531494,-7.723641,-4.423254,0.059743024,39.70429473024687
171,5.40999,17100,0.99609375,0.054748535,0.020927427,128,12800,54,89.44897747039795,-7.704932,-4.361187,0.036688454,38.026053472245145
175,5.530594,17500,0.99609375,0.071899414,0.020313798,146,14600,61,100.9779462814331,-8.322088,-4.192493,0.045944653,37.559941540719656
179,5.6543636,17900,0.99609375,0.08355713,0.020069323,161,16100,68,112.36623454093933,-8.716204,-4.127852,0.11283128,42.46621044195411
185,5.7309136,18500,0.99609375,0.100097656,0.019625574,177,17700,75,124.1230902671814,-9.085741,-4.007986,0.088973925,34.15725633848984
190,5.9068065,19000,0.99609375,0.10510254,0.019173764,192,19200,82,135.7309491634369,-9.998951,-3.8972573,0.12186793,36.095719551251236
194,5.789246,19400,0.99609375,0.11376953,0.018880751,207,20700,89,147.13369011878967,-9.979471,-3.8208551,0.07464318,41.13484316884021
198,6.0122576,19800,0.99609375,0.11608887,0.018959202,223,22300,96,158.6945743560791,-10.673513,-3.8373466,0.18297759,39.8167744722156
202,5.8561697,20200,0.99609375,0.12335205,0.018711045,238,23800,103,170.10517573356628,-10.680981,-3.7737842,0.090176016,42.86033829967522
207,5.819461,20700,0.99609375,0.1272583,0.018506603,255,25500,110,181.77669739723206,-10.782579,-3.725772,0.07480724,36.08067939924195
211,5.841916,21100,0.99609375,0.12854004,0.018429685,271,27100,117,193.16389203071594,-10.930246,-3.699924,0.08439405,41.68590311202244
215,5.780015,21500,0.99609375,0.13128662,0.018607207,286,28600,124,204.7056245803833,-10.717693,-3.747832,0.11869316,41.26662837760557
221,5.8715453,22100,0.99609375,0.13983154,0.018145021,303,30300,131,216.4343638420105,-11.501277,-3.6248896,0.14233793,33.887114510820666
225,5.934013,22500,0.99609375,0.14959717,0.017738473,319,31900,138,227.77377891540527,-11.720752,-3.5202918,0.092849895,35.39103190520464
230,5.950308,23000,0.99609375,0.14428711,0.017866842,333,33300,145,239.4223551750183,-11.430244,-3.5512311,0.12263041,36.48583139465659
234,5.810446,23400,0.99609375,0.14459229,0.017952887,347,34700,152,250.6260712146759,-11.080019,-3.5708735,0.1189676,42.18944614177082
238,5.9225535,23800,0.99609375,0.14581299,0.01764626,364,36400,159,262.12226915359497,-11.562239,-3.4966702,0.087630995,42.515686437861966
243,5.951434,24300,0.996094,0.1484375,0.017677674,380,38000,166,273.7951703071594,-11.567432,-3.4947958,0.18032034,37.80156545967828
247,6.1285334,24700,0.99609375,0.14916992,0.017356923,392,39200,172,283.840372800827,-12.145044,-3.4204633,0.15212719,37.99833757997848
