actor_episodes,actor_steps,delta_dist,delta_dist_10,delta_dist_100,delta_dist_1000,episode_length,episode_return,final_dist,final_dist_10,final_dist_100,final_dist_1000,init_dist,init_dist_10,init_dist_100,init_dist_1000,min_dist,min_dist_10,min_dist_100,min_dist_1000,steps_per_second,success,success_1000
3,300,0.17067337,-0.6632017,-0.6632017,-0.6632017,100,78.0,5.276339,3.66474,3.66474,3.66474,5.4470124,3.001538,3.001538,3.001538,0.6414458,1.9279997,1.9279997,1.9279997,14.842198769347469,1.0,1.0
30,3000,6.0041714,0.44747752,-0.5336066,-0.5336066,100,0.0,3.416381,4.5461645,5.3683724,5.3683724,9.420552,4.9936423,4.834766,4.834766,3.416381,1.4792888,2.236495,2.236495,60.80820042229205,0.0,0.5555555555555556
58,5800,1.4688559,1.2580662,-0.20639376,-0.20639376,100,0.0,9.989486,6.430734,5.548595,5.548595,11.458342,7.688801,5.3422008,5.3422008,2.4162095,1.2702805,1.9842465,1.9842465,63.01740124796662,0.0,0.6
87,8700,0.0,-1.3545591,-0.37949264,-0.37949264,100,1.0,0.8356195,5.618813,5.6638427,5.6638427,0.8356195,4.264253,5.28435,5.28435,0.8356195,2.0126457,2.0668862,2.0668862,63.187983884465666,0.0,0.5357142857142857
106,10600,-2.6381555,0.46157926,-0.20391928,-0.2423767,100,0.0,9.391589,5.1158533,5.6528783,5.521319,6.7534337,5.5774317,5.4489594,5.278942,0.17472808,1.9252561,2.02697,2.0011044,25.68585257928141,1.0,0.5533980582524272
123,12300,0.2667551,-0.8419523,-0.057587765,-0.21097226,100,0.0,6.84758,5.1942186,5.439703,5.448985,7.114335,4.3522654,5.3821154,5.2380137,0.68084866,0.88693124,1.7055844,1.8585147,16.69036003399748,1.0,0.5916666666666667
136,13600,-3.8706667,0.17979753,-0.036791503,-0.13997412,100,3.0,5.939667,5.263197,5.416977,5.397037,2.0690005,5.442994,5.380184,5.257063,2.0690005,2.3402448,1.7990353,1.8813965,27.594697096793,0.0,0.5714285714285714
148,14800,2.1297393,-1.3477557,-0.15445945,-0.26940158,100,0.0,4.4082475,6.269625,5.548281,5.489576,6.5379868,4.9218683,5.3938203,5.220175,3.313629,1.9323422,1.8006799,1.9094667,30.82979577144943,0.0,0.5655172413793104
151,15100,8.664903,0.38837224,-0.1564837,-0.22856748,100,30.0,1.001647,4.8606505,5.5543237,5.4820805,9.66655,5.249023,5.397838,5.253513,1.001647,1.8280588,1.8696952,1.924613,9.00534654233605,1.0,0.5608108108108109
155,15500,1.2663321,1.4661655,-0.23794962,-0.19293095,100,0.0,4.338776,4.673129,5.5103016,5.464676,5.6051083,6.1392946,5.272352,5.2717447,4.338776,2.2679372,1.8577541,1.9300386,9.850283489822264,0.0,0.5592105263157895
163,16300,-4.706378,0.44149965,-0.095435716,-0.15159996,100,6.0,10.100288,6.006031,5.3868117,5.492125,5.3939104,6.447531,5.2913756,5.340525,2.2378213,2.467003,1.9656678,1.959968,9.570256357039518,0.0,0.54375
171,17100,9.580768,-0.31507075,-0.17203337,-0.17682165,100,100.0,0.419219,6.0095778,5.4927406,5.513712,9.999987,5.694507,5.320707,5.33689,0.419219,1.8683395,1.9689533,1.9565557,10.094020162126034,1.0,0.5357142857142857
175,17500,-1.2852875,0.1372757,0.007336683,-0.10554649,100,4.0,2.476303,5.9555273,5.4879518,5.5252657,1.1910156,6.092803,5.495289,5.4197197,0.57020396,2.805467,2.008172,2.0101871,8.6663719817864,1.0,0.5348837209302325
