actor_episodes,actor_steps,delta_dist,episode_length,episode_return,evaluator_episodes,evaluator_steps,final_dist,init_dist,min_dist,steps_per_second,success,success_1000
3,300,-2.1645427,100,0.0,1,100,8.860901,6.696358,6.212363,38.77301275903885,0.0,nan
5,500,-0.25789952,100,65.0,2,200,2.7815673,2.5236678,0.089644454,86.00644858072988,1.0,0.0
11,1100,3.3759813,100,0.0,3,300,5.4942665,8.870248,4.8291464,70.6029295567151,0.0,0.5
14,1400,0.3089075,100,0.0,4,400,7.6290426,7.93795,7.6290426,80.8906506712531,0.0,0.3333333333333333
18,1800,1.3549881,100,0.0,5,500,7.4498463,8.804834,6.598247,73.30209336234213,0.0,0.25
21,2100,-0.18670228,100,77.0,6,600,0.5662114,0.37950912,0.18224491,61.61264175095314,1.0,0.2
25,2500,-0.5685549,100,0.0,7,700,7.0428476,6.4742928,5.478314,73.16586182492856,0.0,0.3333333333333333
28,2800,3.1720254,100,0.0,8,800,3.8779004,7.049926,2.4808235,78.6964725934162,0.0,0.2857142857142857
33,3300,-1.3923068,100,0.0,9,900,7.997604,6.605297,4.5612574,66.08281464026865,0.0,0.25
38,3800,4.797411,100,1.0,11,1100,2.2557075,7.053118,1.8998796,102.46381474399705,1.0,0.3
42,4200,-0.80819035,100,0.0,12,1200,10.849009,10.040818,9.317812,79.34236491967215,0.0,0.36363636363636365
48,4800,2.3874345,100,0.0,14,1400,3.2214985,5.608933,3.2214985,91.95268441162001,0.0,0.38461538461538464
52,5200,1.8490357,100,0.0,15,1500,3.5488858,5.3979216,2.1494489,80.16383275374534,0.0,0.35714285714285715
55,5500,4.305482,100,24.0,16,1600,0.8445924,5.1500745,0.3384326,85.50884985069655,1.0,0.3333333333333333
59,5900,-0.28901792,100,3.0,17,1700,2.7840967,2.4950788,1.9777743,82.28867576825155,1.0,0.375
63,6300,2.024868,100,0.0,18,1800,2.4027286,4.4275966,2.0276537,77.30167769711512,0.0,0.4117647058823529
67,6700,4.5676174,100,0.0,19,1900,2.4559896,7.023607,2.4559896,76.76829278337006,0.0,0.3888888888888889
