actor_episodes,actor_loss,actor_steps,binary_accuracy,categorical_accuracy,critic_loss,evaluator_episodes,evaluator_steps,learner_steps,learner_walltime,logits_neg,logits_pos,logsumexp,steps_per_second
120,11.004667,12000,0.97696805,0.0037231445,0.1010989,30,3000,1,0,-11.031078,-12.075202,4.313984,0.0
130,5.9729934,13000,0.99609375,0.022827148,0.022507826,34,3400,6,10.204270839691162,-7.8295193,-4.717752,0.20566693,38.522749529579386
143,7.7393184,14300,0.99581957,0.01727295,0.03025184,37,3700,12,20.69881820678711,-9.427858,-6.6947913,6.1728973,37.56854668395002
149,5.7433977,14900,0.99609375,0.024108887,0.021774067,48,4800,19,32.09103226661682,-7.504663,-4.582453,0.03177928,41.34451993323526
153,5.7067046,15300,0.99609375,0.02960205,0.021772895,68,6800,26,43.29394578933716,-7.4909897,-4.572756,0.03322708,40.046225500287925
157,5.591428,15700,0.99609375,0.035583496,0.021609627,87,8700,33,54.721784830093384,-7.400646,-4.539502,0.028110843,41.86912137462315
161,5.4682245,16100,0.99609375,0.042114258,0.021275666,102,10200,40,66.21899652481079,-7.5259285,-4.4528675,0.03162919,42.41597815644435
165,5.450172,16500,0.99609375,0.051757812,0.021117574,121,12100,47,77.5514349937439,-7.796441,-4.406045,0.05518916,43.78598527882557
172,5.4542685,17200,0.99609375,0.052490234,0.020846311,133,13300,54,89.3760302066803,-7.958372,-4.3413467,0.041904174,31.238266803100746
177,5.4422894,17700,0.99609375,0.061767578,0.020680483,151,15100,61,100.90169310569763,-8.149605,-4.2979407,0.054059878,33.56814878479719
181,5.4862366,18100,0.99609375,0.066589355,0.020308651,165,16500,68,112.40069007873535,-8.512089,-4.1940665,0.043847892,38.350179467705814
185,5.577607,18500,0.99609375,0.07269287,0.020389399,180,18000,74,122.42933416366577,-8.488474,-4.2081494,0.108867116,37.335931852842975
189,5.5328636,18900,0.99609375,0.077819824,0.02003909,196,19600,81,133.96138215065002,-8.579441,-4.122904,0.09115304,37.999580134620224
193,5.6741858,19300,0.99609375,0.087890625,0.01945465,210,21000,88,145.3159761428833,-9.202221,-3.9653382,0.06263207,40.71814900692087
197,5.84538,19700,0.99609375,0.10253906,0.019235067,228,22800,95,156.68625402450562,-9.762577,-3.9057832,0.12373622,42.624993271253665
201,5.889559,20100,0.99609375,0.11242676,0.018921573,249,24900,102,168.24103450775146,-10.199711,-3.8339887,0.09946648,40.46612751116139
205,5.7851877,20500,0.99609375,0.11529541,0.018964007,266,26600,109,179.70900893211365,-9.922121,-3.840354,0.09480168,39.03779825650321
209,5.50955,20900,0.99609375,0.121398926,0.018882204,284,28400,116,191.17947816848755,-9.81411,-3.8194046,0.09613247,41.341737349543806
213,5.5179935,21300,0.99609375,0.13049316,0.018699264,299,29900,122,201.19896483421326,-10.129842,-3.7669275,0.13295324,40.47016013905182
219,5.4840293,21900,0.99609375,0.12408447,0.018448966,315,31500,129,212.99995112419128,-10.236666,-3.705862,0.11326482,35.12833969590518
225,5.528776,22500,0.99609375,0.12738037,0.018498903,329,32900,136,224.90772032737732,-10.275621,-3.7182777,0.11265732,31.934095970458916
229,5.441724,22900,0.99609375,0.13269043,0.018355854,345,34500,142,234.94343304634094,-10.401952,-3.6816204,0.12756088,30.05967535583368
233,5.371569,23300,0.99609375,0.14111328,0.018105784,360,36000,149,246.7087414264679,-10.370449,-3.6129274,0.11541215,32.25508043539568
237,5.4279413,23700,0.99609375,0.14471436,0.017942667,375,37500,155,256.7414336204529,-11.11824,-3.562332,0.17867509,32.5911516269384
241,5.2423043,24100,0.99609375,0.1461792,0.01788707,391,39100,162,268.2099802494049,-10.237663,-3.5602708,0.0669432,41.14725845082027
245,5.2426605,24500,0.99609375,0.14569092,0.017807627,405,40500,169,279.59827613830566,-10.523506,-3.5396307,0.12355632,43.034495672350026
249,5.2015495,24900,0.99609375,0.15509033,0.017751122,422,42200,176,290.89665031433105,-10.548241,-3.5235376,0.102075875,42.32254093423971
253,5.322117,25300,0.99609375,0.16247559,0.017597858,437,43700,183,302.44926261901855,-11.070938,-3.477305,0.17715493,40.74639478466462
257,5.3267612,25700,0.99609375,0.16699219,0.017242992,452,45200,189,312.5574359893799,-11.199385,-3.3917546,0.100174285,40.20691785182023
261,5.217981,26100,0.99609375,0.17523193,0.017086131,470,47000,196,324.0042042732239,-10.861155,-3.3501358,0.08971315,43.43724737432735
266,5.2218504,26600,0.99609375,0.17449951,0.01718811,484,48400,203,335.58961176872253,-11.130452,-3.3727224,0.15573758,38.39825142240007
270,5.3047047,27000,0.99609375,0.18127441,0.016739327,502,50200,210,347.17867612838745,-11.526167,-3.258393,0.09993422,37.07792905956603
276,5.1907196,27600,0.99609375,0.18457031,0.01682654,515,51500,217,359.06846284866333,-11.183432,-3.279594,0.14381185,33.098651161511796
280,5.345442,28000,0.99609375,0.19647217,0.016779654,529,52900,223,369.0905020236969,-11.456993,-3.2672038,0.114187896,33.55766192496028
284,5.3533006,28400,0.99609184,0.1873169,0.01690409,543,54300,230,380.58514738082886,-11.46621,-3.295041,0.16920471,38.14460608604622
288,5.423332,28800,0.99609375,0.18701172,0.016952135,557,55700,236,390.7426245212555,-11.402237,-3.3096082,0.19842291,36.82762024982676
