actor_episodes,actor_loss,actor_steps,binary_accuracy,categorical_accuracy,critic_loss,evaluator_episodes,evaluator_steps,learner_steps,learner_walltime,logits_neg,logits_pos,logsumexp,steps_per_second
114,0.0,11400,0.9806824,0.0040283203,0.11195588,29,2900,1,0,-14.377446,-14.46301,77.938866,0.0
123,0.0,12300,0.9960935,0.014404297,0.022409424,32,3200,10,10.068680047988892,-8.491471,-4.716296,0.08290853,61.034191913082786
133,0.0,13300,0.99609375,0.018859863,0.02189813,34,3400,20,20.630422830581665,-8.551218,-4.5829425,0.052693576,57.99723706890778
142,0.0,14200,0.9960933,0.022033691,0.02145977,37,3700,30,30.91663146018982,-8.65893,-4.4778724,0.07204096,66.06563802633563
150,0.0,15000,0.99608827,0.028259277,0.020976752,39,3900,39,41.13205409049988,-9.467917,-4.3531747,0.05875706,50.85314702271797
159,0.0,15900,0.99609375,0.036315918,0.02052446,41,4100,49,51.838873863220215,-9.503739,-4.245056,0.0883168,64.47810880228516
170,0.0,17000,0.99609375,0.03363037,0.020396037,44,4400,59,62.55494689941406,-9.41941,-4.21485,0.10848055,59.858529538869234
179,0.0,17900,0.99609375,0.04321289,0.019706123,47,4700,69,73.30472612380981,-10.344133,-4.0384493,0.06034629,58.4521324153525
187,0.0,18700,0.99609375,0.051940918,0.019228155,49,4900,79,83.66938209533691,-10.699591,-3.9098802,0.0795424,70.27831038070418
194,0.0,19400,0.99609375,0.06781006,0.018822888,53,5300,89,93.96932077407837,-11.203893,-3.8060412,0.08571398,54.59587225114364
199,0.0,19900,0.99609375,0.07989502,0.01848488,57,5700,99,104.02791786193848,-11.565239,-3.7202373,0.08622734,70.01119561710604
207,0.0,20700,0.99608684,0.087402344,0.018683426,61,6100,109,114.3005702495575,-11.824577,-3.7495024,0.4225342,59.03082083785425
213,0.0,21300,0.99609494,0.09295654,0.018133078,65,6500,120,125.24322605133057,-11.906393,-3.6199393,0.12959549,60.07380134579767
219,0.0,21900,0.9960928,0.09674072,0.017900396,69,6900,130,135.31109714508057,-11.953024,-3.5647254,0.09165494,71.45883101446691
227,0.0,22700,0.9960947,0.10656738,0.017826412,73,7300,140,145.67125487327576,-12.240562,-3.5298288,0.2737556,59.36377602820778
233,0.0,23300,0.99609065,0.12445068,0.016988412,78,7800,151,156.68878149986267,-13.32179,-3.3223283,0.097626016,58.271066202296325
