actor_episodes,actor_steps,delta_dist,delta_dist_10,delta_dist_100,delta_dist_1000,episode_length,episode_return,final_dist,final_dist_10,final_dist_100,final_dist_1000,init_dist,init_dist_10,init_dist_100,init_dist_1000,min_dist,min_dist_10,min_dist_100,min_dist_1000,steps_per_second,success,success_1000
2,200,0.0,1.0283806,1.0283806,1.0283806,100,0.0,7.5644364,3.4761207,3.4761207,3.4761207,7.5644364,4.5045013,4.5045013,4.5045013,7.5644364,3.002083,3.002083,3.002083,14.629094916691704,1.0,nan
25,2500,-3.4661725,-0.6541387,0.02899138,0.02899138,100,0.0,6.866474,7.0558357,5.831248,5.831248,3.4003017,6.4016967,5.8602395,5.8602395,0.47735107,3.784331,3.0584233,3.0584233,49.998986741573084,1.0,0.4090909090909091
45,4500,10.6387415,0.21539655,0.2572521,0.2572521,100,18.0,0.7031923,5.0517955,5.273324,5.273324,11.341934,5.267192,5.530576,5.530576,0.15922488,2.1719773,2.6538506,2.6538506,50.33559431059395,1.0,0.5609756097560976
69,6900,1.7450323,-0.92132264,0.38140556,0.38140556,100,0.0,8.390048,5.652929,5.094943,5.094943,10.13508,4.731606,5.476348,5.476348,1.1175829,1.856377,2.2024126,2.2024126,49.1874630079976,1.0,0.6307692307692307
91,9100,1.0566494,-0.02687869,0.315738,0.315738,100,5.0,2.0757875,5.331251,5.2619925,5.2619925,3.132437,5.304373,5.5777297,5.5777297,2.0757875,1.6289715,2.2297592,2.2297592,47.49400649603883,0.0,0.5697674418604651
107,10700,-0.19524908,0.41463223,0.26032797,0.3289141,100,0.0,5.8171644,5.666055,5.335534,5.2563725,5.6219153,6.080687,5.5958624,5.585286,2.2314806,3.091639,2.2418036,2.2986863,19.244162969637216,0.0,0.5196078431372549
120,12000,-2.8546665,-1.2022655,0.16145517,0.22735673,100,0.0,5.477188,6.703182,5.356921,5.366583,2.6225216,5.5009165,5.5183764,5.59394,2.6225216,2.5414739,2.1623538,2.3087323,15.407080932334868,0.0,0.5130434782608696
136,13600,4.4003315,-2.6485407,-0.12153364,-0.012963986,100,0.0,5.168413,7.2978616,5.5683994,5.512055,9.568745,4.64932,5.4468665,5.4990907,1.9155151,2.7097669,2.130146,2.3371096,25.373555267087223,1.0,0.5038167938931297
148,14800,-1.6182475,-2.593839,-0.4650482,-0.18056068,100,0.0,8.711787,7.011873,5.88396,5.6333566,7.0935397,4.418034,5.418912,5.452796,6.33703,1.1561053,2.1441474,2.274441,9.104162784003135,0.0,0.5314685314685315
152,15200,-7.3864,-2.843138,-0.5644397,-0.19554856,100,0.0,10.95987,8.382018,6.030404,5.680939,3.5734704,5.5388803,5.4659657,5.48539,3.5734704,3.1998656,2.3547578,2.369696,6.921150623733803,0.0,0.5170068027210885
