actor_episodes,actor_steps,delta_dist,delta_dist_10,delta_dist_100,delta_dist_1000,episode_length,episode_return,final_dist,final_dist_10,final_dist_100,final_dist_1000,init_dist,init_dist_10,init_dist_100,init_dist_1000,min_dist,min_dist_10,min_dist_100,min_dist_1000,steps_per_second,success,success_1000
2,200,4.881711,0.0,0.0,0.0,100,0.0,3.342189,6.5762753,6.5762753,6.5762753,8.2239,6.5762753,6.5762753,6.5762753,0.1730682,6.5762753,6.5762753,6.5762753,14.626348807137532,1.0,nan
27,2700,2.0048301,-1.4920762,0.13416229,0.13416229,100,85.0,3.8106577,6.8215804,5.4378996,5.4378996,5.815488,5.3295045,5.5720615,5.5720615,2.4622653,1.6853943,2.3523035,2.3523035,58.59987193908067,0.0,0.625
52,5200,1.6017742,0.26116347,-0.43574023,-0.43574023,100,8.0,4.6772795,5.403361,5.746783,5.746783,6.2790537,5.664524,5.3110423,5.3110423,0.14864284,1.737903,2.0612354,2.0612354,55.0350104367369,1.0,0.6326530612244898
76,7600,1.1765447,-0.8922246,-0.3003718,-0.3003718,100,0.0,5.5737567,6.5154977,5.782942,5.782942,6.7503014,5.623273,5.4825697,5.4825697,0.69315106,2.1640463,2.084282,2.084282,54.43627368273506,1.0,0.6027397260273972
100,10000,2.2448425,-0.9008196,-0.38089988,-0.37343124,100,27.0,4.3441687,6.4192643,5.763306,5.82515,6.589011,5.518445,5.3824067,5.4517183,1.6476256,2.224771,1.8543209,1.9928104,42.56003711404604,1.0,0.5979381443298969
112,11200,2.862053,0.5885516,-0.30439773,-0.22029324,100,0.0,5.4366074,6.322644,5.886117,5.802446,8.29866,6.911196,5.581718,5.582153,1.548764,2.8063817,1.8893867,2.0588617,39.2106021373371,1.0,0.5963302752293578
124,12400,-3.4615302,0.45513886,-0.19483729,-0.12717792,100,0.0,5.177991,5.749961,5.8437624,5.780899,1.7164606,6.2051,5.6489244,5.653721,1.7164606,2.33633,1.9826332,2.0769784,28.942364361821234,0.0,0.5916666666666667
136,13600,-0.87668943,0.09838009,-0.11986436,-0.11317378,100,0.0,6.8488016,5.5423126,5.8076687,5.728218,5.972112,5.6406927,5.6878037,5.615044,0.5374121,1.1422822,1.9873188,2.0154645,30.876766681539543,1.0,0.6212121212121212
147,14700,-1.7989793,-2.372049,-0.19556436,-0.26990047,100,0.0,6.120154,6.4349837,5.7901506,5.7831726,4.3211746,4.0629344,5.5945864,5.5132723,1.9544133,1.8198999,1.9543608,1.9924194,23.656902537580105,1.0,0.6223776223776224
151,15100,2.4110065,-0.3610227,-0.13147432,-0.24350995,100,0.0,4.2954106,4.9362617,5.7906947,5.7404723,6.706417,4.5752387,5.6592197,5.4969616,4.2954106,2.1085572,1.9630928,1.9983488,8.864842216822636,0.0,0.6258503401360545
155,15500,-7.189433,1.455619,-0.19273178,-0.17955218,100,0.0,10.775954,4.6055574,5.830867,5.737085,3.586521,6.0611763,5.638134,5.5575323,2.5320442,3.102915,2.096881,2.0491695,7.63744552773755,0.0,0.609271523178808
159,15900,0.7169986,0.08100645,-0.22965717,-0.24926412,100,0.0,5.74951,5.686332,5.8028827,5.7748313,6.4665084,5.7673388,5.5732255,5.5255666,5.74951,3.3225586,2.1046689,2.0745645,8.899780415850612,0.0,0.6
163,16300,0.6320114,-0.5151243,-0.3151928,-0.2487998,100,0.0,6.297533,5.8296933,5.850083,5.767502,6.9295444,5.314569,5.5348907,5.5187025,6.297533,3.7170212,2.165011,2.1303542,8.782249132213773,0.0,0.5849056603773585
