actor_episodes,actor_steps,delta_dist,delta_dist_10,delta_dist_100,delta_dist_1000,episode_length,episode_return,final_dist,final_dist_10,final_dist_100,final_dist_1000,init_dist,init_dist_10,init_dist_100,init_dist_1000,min_dist,min_dist_10,min_dist_100,min_dist_1000,steps_per_second,success,success_1000
2,200,-0.66142035,-2.3474884,-2.3474884,-2.3474884,100,0.0,4.1779,7.0798974,7.0798974,7.0798974,3.5164795,4.7324095,4.7324095,4.7324095,1.3088161,4.3656044,4.3656044,4.3656044,39.73354121355098,1.0,0.0
34,3400,6.6862435,0.36138016,0.24697746,0.24697746,100,21.0,4.0750785,5.3368073,5.5959835,5.5959835,10.761322,5.698188,5.84296,5.84296,2.2235243,2.2061474,2.872897,2.872897,75.51823649430648,0.0,0.3142857142857143
66,6600,0.58128214,-0.6576451,0.41549098,0.41549098,100,1.0,4.6842628,6.4357667,5.6447105,5.6447105,5.265545,5.7781215,6.060201,6.060201,3.167445,2.8850548,2.6028173,2.6028173,87.64095139330446,0.0,0.45454545454545453
97,9700,4.524038,0.6378907,0.1747328,0.1747328,100,0.0,5.00728,5.0015154,5.720308,5.720308,9.531318,5.639406,5.89504,5.89504,3.348352,2.2441554,2.4626193,2.4626193,82.64830591134927,0.0,0.44329896907216493
115,11500,-2.6221623,1.0947268,0.25743082,0.23863919,100,58.0,4.2445397,3.6548755,5.6837783,5.6403923,1.6223773,4.7496023,5.9412084,5.8790298,1.6223773,1.3041327,2.2384226,2.3147395,40.234972861588005,1.0,0.4782608695652174
130,13000,-8.073679,-1.6326298,0.07775062,0.15646635,100,13.0,11.495761,6.9758134,5.7487764,5.69174,3.4220817,5.3431835,5.8265276,5.8482065,0.5361159,2.4058893,2.0600302,2.2907405,35.07669900168279,1.0,0.4846153846153846
148,14800,-1.7277288,0.64951974,-0.022081701,0.1068374,100,0.0,7.2905116,3.6411042,5.5483913,5.5778255,5.562783,4.2906237,5.526309,5.6846633,2.5844896,0.7274157,1.7708805,2.0995243,35.06536197973011,0.0,0.5472972972972973
156,15600,0.13970447,0.6402073,-0.13182038,0.13701141,100,0.0,3.6128252,5.1965256,5.5922565,5.5614448,3.7525296,5.836733,5.460436,5.6984563,3.4816997,2.002602,1.8603882,2.1150622,12.267510023663114,0.0,0.5448717948717948
164,16400,-1.1195107,-1.4333055,-0.27330992,0.035159916,100,0.0,5.990749,6.412056,5.6096325,5.6011295,4.871238,4.9787507,5.3363233,5.636289,4.069203,2.1643772,1.7967798,2.1177776,13.444417070338567,0.0,0.5365853658536586
172,17200,-2.521975,-1.6977122,-0.22356533,-0.021926671,100,0.0,6.667381,5.83059,5.477503,5.595847,4.145406,4.1328773,5.2539372,5.5739207,3.33913,1.4920774,1.700266,2.0837493,12.011071148382506,0.0,0.5465116279069767
180,18000,-0.40231752,0.15411988,-0.09382719,0.0054304153,100,4.0,2.4184573,5.4460096,5.384247,5.5957103,2.0161397,5.600129,5.290419,5.6011405,1.665619,1.915912,1.6628145,2.0871623,13.248439125433915,1.0,0.5388888888888889
188,18800,1.3046174,0.61270463,-0.08291964,0.019337941,100,0.0,7.572287,4.6883354,5.2656446,5.525071,8.8769045,5.3010397,5.1827245,5.5444093,7.572287,1.9607311,1.6995448,2.080462,13.248587267242605,0.0,0.5425531914893617
197,19700,-3.5290618,-0.6850368,-0.17002186,0.001489275,100,0.0,10.591064,6.235342,5.3822503,5.5504293,7.0620027,5.5503054,5.2122283,5.5519185,3.6211042,1.6054924,1.6685333,2.0635812,11.82157657905608,0.0,0.5532994923857868
206,20600,0.58228064,-0.86388177,-0.26013002,-0.043093424,100,9.0,7.010979,6.877179,5.4043036,5.6178107,7.59326,6.0132976,5.144173,5.5747175,3.610847,2.5549843,1.7116269,2.0809448,11.412930805890703,0.0,0.5485436893203883
214,21400,4.213066,0.33810535,-0.32728595,-0.019730859,100,2.0,2.5871463,5.0848875,5.5297365,5.594158,6.8002124,5.4229927,5.202451,5.5744267,1.5543809,2.167243,1.7930294,2.0836964,13.392577409809093,1.0,0.5467289719626168
222,22200,-0.78468966,-0.84791124,-0.49937764,-0.057942543,100,5.0,4.485256,5.6199336,5.6354136,5.593414,3.7005665,4.7720227,5.136036,5.5354705,1.3124367,2.2804372,1.8503587,2.0989084,11.825001423041694,1.0,0.5495495495495496
230,23000,2.73685,0.33388916,-0.29094112,-0.036381695,100,48.0,2.4724705,4.008771,5.3285737,5.535203,5.2093205,4.34266,5.037632,5.498821,2.4724705,1.9109809,1.8128241,2.084742,13.206374091639548,0.0,0.5478260869565217
238,23800,3.3935099,1.4629942,-0.081654035,0.0056875707,100,19.0,2.3703456,5.0074854,5.23636,5.5162454,5.7638555,6.4704804,5.154705,5.5219326,0.83392835,2.3792138,1.9396092,2.0900643,11.738289155572469,1.0,0.5462184873949579
246,24600,-2.2759595,0.34302557,-0.11426729,0.01539921,100,0.0,6.3238425,4.1383996,5.2853847,5.464845,4.047883,4.4814253,5.171117,5.4802437,3.0015154,1.7969954,2.0205574,2.0814903,13.487103032326699,0.0,0.5487804878048781
254,25400,3.5797212,0.5085244,-0.10601374,0.037375934,100,70.0,2.9199874,4.4062905,5.2571735,5.435095,6.4997087,4.914815,5.1511593,5.4724703,0.33492276,2.6918771,2.0748107,2.0991735,11.75574685147357,1.0,0.547244094488189
262,26200,3.2182488,-0.56846005,-0.13421692,-0.0009841196,100,68.0,0.40738904,4.778663,5.1994195,5.4367933,3.625638,4.2102036,5.0652027,5.435809,0.40738904,0.8748194,1.9669987,2.0619373,11.874292909364039,1.0,0.5572519083969466
270,27000,-0.22106218,0.91212845,0.11818746,0.041418664,100,0.0,5.852073,4.3801985,5.052693,5.401575,5.631011,5.2923274,5.1708803,5.442994,4.7563243,1.6744677,2.0001185,2.0614567,13.29546418839087,0.0,0.5592592592592592
278,27800,-0.31046772,0.826803,0.2045164,0.06428142,100,0.0,6.922835,6.13846,5.1551795,5.4228497,6.612367,6.9652634,5.359696,5.4871316,5.909691,3.064782,2.066084,2.079603,13.34230050777866,0.0,0.5539568345323741
287,28700,-0.60485125,-0.27344447,0.0011017704,0.025110383,100,0.0,4.995446,5.9789076,5.3514075,5.4578643,4.390595,5.7054625,5.352509,5.482975,1.3070488,2.1391168,2.08218,2.0858674,7.035423979291252,1.0,0.5574912891986062
295,29500,1.8739948,-0.5749771,0.082885034,0.019374035,100,0.0,4.355245,4.778752,5.164287,5.4351425,6.22924,4.2037745,5.2471724,5.454517,1.6383591,1.805686,2.138742,2.088242,12.15120085519249,1.0,0.5559322033898305
303,30300,0.22279644,-0.61505675,0.07878997,0.01384894,100,9.0,4.6175866,5.3106637,5.1074944,5.438757,4.840383,4.6956067,5.186285,5.4526057,3.1701136,2.8426607,2.1726162,2.116778,11.63406069604863,0.0,0.5478547854785478
311,31100,2.4245505,-0.31335473,0.06823618,0.0043655494,100,14.0,2.1890626,5.052782,5.031119,5.420193,4.613613,4.739427,5.099355,5.424559,0.4929558,2.2051876,2.1219893,2.1038718,13.494651692056479,1.0,0.5498392282958199
319,31900,-0.716231,-0.4419524,0.048685778,-0.008851494,100,38.0,1.7054403,5.0224,5.029704,5.419988,0.9892093,4.580447,5.07839,5.4111366,0.03357792,1.7665151,2.0868976,2.097049,13.019020950568585,1.0,0.554858934169279
327,32700,6.5454583,-0.37355742,0.10246855,-0.0043009263,100,52.0,1.5737748,4.1358137,4.9861703,5.375229,8.119233,3.7622561,5.0886393,5.3709283,1.5737748,0.5777951,2.0081048,2.0624928,13.24806250863478,1.0,0.5626911314984709
335,33500,-1.6216906,2.2328792,0.095824376,0.043315765,100,7.0,2.2601678,4.317353,4.9626484,5.3504343,0.6384772,6.550232,5.058473,5.3937497,0.46567264,1.9524835,2.0008895,2.0675511,13.245974766131063,1.0,0.5611940298507463
343,34300,-4.9284554,-0.35948554,0.044534422,0.03142367,100,38.0,7.723024,4.8495493,5.006335,5.343083,2.7945683,4.4900637,5.050869,5.374506,1.8746897,2.1347678,2.0244486,2.0618854,13.440523297717995,1.0,0.5568513119533528
353,35300,1.2968502,-2.469308,-0.25442693,-0.03901946,100,7.0,3.2863855,7.619864,5.307738,5.4072175,4.5832357,5.1505566,5.0533104,5.368198,1.2648492,2.813281,2.026185,2.0830514,11.660195273264977,1.0,0.5552407932011332
361,36100,-5.67141,-0.64007086,-0.1475277,-0.03966799,100,0.0,10.127126,4.7112393,5.203376,5.368324,4.4557157,4.071168,5.055848,5.3286557,4.4557157,1.0923529,2.0286078,2.0580015,13.1662960971385,0.0,0.5623268698060941
369,36900,-0.39208293,-1.2770348,-0.34459296,-0.06329617,100,16.0,2.7170987,5.273448,5.326167,5.3733335,2.3250158,3.996413,4.9815736,5.3100367,1.7711315,1.5903589,2.089548,2.053465,13.219058433174798,1.0,0.5636856368563685
377,37700,1.6546917,0.65821016,-0.3307811,-0.060914923,100,14.0,2.2260044,4.5051875,5.1353245,5.359014,3.880696,5.1633973,4.804543,5.2980986,1.7685355,2.331554,1.9988431,2.0615008,12.927325157962992,1.0,0.5623342175066313
385,38500,-2.6032677,-0.03382497,-0.3459197,-0.059659198,100,0.0,4.733203,5.5906963,5.11869,5.3703327,2.1299353,5.5568714,4.772771,5.3106737,1.68719,2.5408597,1.9920044,2.0706756,13.529140055480292,1.0,0.561038961038961
393,39300,0.7554896,0.12680392,-0.3846641,-0.07111879,100,52.0,3.3703268,4.4215136,5.0835104,5.3520637,4.1258163,4.5483165,4.698847,5.280945,0.061640806,2.1532102,1.9980961,2.0683553,11.916538567479611,1.0,0.5648854961832062
401,40100,1.6411715,-0.10736308,-0.38157478,-0.08351741,100,24.0,1.2349019,4.7587185,5.103211,5.350655,2.8760734,4.6513557,4.721636,5.267137,0.074041426,0.87431943,1.8545196,2.0394838,11.75485005160661,1.0,0.57356608478803
409,40900,1.1532122,1.1367283,-0.20178917,-0.04525723,100,31.0,1.3764485,4.817899,5.0019608,5.327953,2.5296607,5.9546275,4.800172,5.282695,0.9888731,0.9771308,1.7492554,2.02047,13.34146741242418,1.0,0.5794621026894865
417,41700,-6.8241553,2.3207078,-0.09074706,-0.01611967,100,0.0,8.453696,3.2569852,4.9030523,5.292118,1.6295408,5.5776925,4.812306,5.2759986,1.2423224,1.1503818,1.6620632,2.0023592,13.333007820447092,1.0,0.5851318944844125
425,42500,-5.1101995,1.2512714,0.032942858,-0.010391315,100,0.0,8.457388,4.485755,5.004887,5.2937036,3.3471885,5.7370257,5.03783,5.2833123,0.25327092,2.605114,1.8712219,2.0242672,11.694847607997046,1.0,0.5835294117647059
433,43300,-0.5231638,-0.21775374,-0.2513672,-0.024599282,100,0.0,5.6474924,5.9815726,5.1649146,5.31347,5.1243286,5.7638187,4.9135475,5.2888703,4.445466,3.008182,1.961551,2.0371444,13.332394560052537,0.0,0.5796766743648961
441,44100,5.041234,-0.55492353,-0.18305731,-0.0281934,100,20.0,0.9733498,5.3167944,5.177525,5.302172,6.014584,4.761871,4.9944677,5.2739787,0.9733498,2.213235,1.9397649,2.0381768,13.213466829450828,1.0,0.5782312925170068
449,44900,0.68909645,0.7595239,0.0150754405,-0.015094301,100,0.0,5.7046933,4.7178793,5.038275,5.2985344,6.39379,5.477403,5.0533504,5.28344,5.7046933,2.3241148,1.9907234,2.0491872,13.018091165968942,0.0,0.579064587973274
457,45700,1.9729042,0.8277019,0.18673702,0.0065728603,100,0.0,6.5125017,5.6279683,5.0208387,5.3067884,8.485406,6.4556704,5.207575,5.3133607,6.5125017,3.7195244,2.119334,2.0837557,11.727907219684187,0.0,0.5711159737417943
465,46500,-2.9389172,0.5042566,0.38797718,0.022669623,100,0.0,8.666562,6.021331,5.0144444,5.3079276,5.727645,6.525588,5.402422,5.330597,3.3676999,3.3462396,2.2789156,2.105895,13.3907944290415,0.0,0.567741935483871
473,47300,-1.2546275,0.30391073,0.25868478,0.013460336,100,0.0,5.122031,5.1027384,5.1320124,5.311106,3.8674037,5.406649,5.3906975,5.3245664,3.2620378,2.8764246,2.3719628,2.1200385,13.555250155418392,0.0,0.5623678646934461
481,48100,0.110583305,0.20407364,0.3647202,0.023226056,100,37.0,4.494017,5.5736732,5.1190925,5.315732,4.6046004,5.7777467,5.483813,5.3389583,3.4273465,2.144195,2.3602412,2.1213658,13.492500704573384,0.0,0.5613305613305614
489,48900,4.1294928,-1.0810785,0.287732,-0.0014588226,100,21.0,3.3915472,6.6994934,5.1976447,5.334236,7.52104,5.618415,5.4853764,5.332777,2.1648028,1.6191696,2.2473326,2.110481,11.665593318886364,0.0,0.5644171779141104
497,49700,0.17618966,-1.1952294,0.22719379,-0.013595986,100,52.0,2.5635364,5.0087633,5.1596417,5.3172917,2.739726,3.8135338,5.3868346,5.303695,0.7964517,0.7273118,2.2313724,2.088648,13.48945620044355,1.0,0.5694164989939637
506,50600,2.804143,-1.8269637,0.034874953,-0.043340083,100,11.0,6.482909,6.1057467,5.3128066,5.329919,9.287052,4.278784,5.347681,5.2865787,1.6645869,1.9292586,2.3297362,2.086992,13.18817290887809,1.0,0.5711462450592886
514,51400,-1.0324383,-1.4170297,-0.0736367,-0.055339675,100,0.0,4.570926,6.091794,5.462139,5.3438096,3.538488,4.6747646,5.3885026,5.28847,2.4624295,2.3036175,2.4866917,2.0980966,13.340647999340458,0.0,0.5680933852140078
522,52200,-2.997798,-1.4583972,-0.24580099,-0.074481644,100,9.0,4.518389,5.6458254,5.5344977,5.3470306,1.5205913,4.187428,5.288697,5.272549,0.35153168,2.717301,2.4978073,2.1044033,13.318539838774788,1.0,0.5689655172413793
530,53000,-3.721048,-0.8403888,-0.44737908,-0.09305813,100,0.0,7.3445706,5.9975815,5.637414,5.360936,3.6235225,5.157192,5.190035,5.267878,0.24500126,2.1466846,2.387384,2.0952084,13.20964034809824,1.0,0.569811320754717
537,53700,2.1476521,-1.310261,-0.39995775,-0.09641231,100,1.0,5.7733145,5.2036934,5.5040827,5.342144,7.9209666,3.893432,5.104124,5.2457314,5.7733145,1.458601,2.2813835,2.0858705,13.230185322094442,0.0,0.5735567970204841
545,54500,-3.0119941,-0.012686205,-0.43573856,-0.094588056,100,0.0,5.6152287,6.063263,5.6326375,5.356135,2.6032345,6.050576,5.1968994,5.261547,2.6032345,2.9358866,2.3902853,2.1008008,12.7925512122458,0.0,0.5724770642201835
553,55300,-4.8989286,-0.9202364,-0.64658254,-0.114487976,100,0.0,7.4377527,5.122976,5.6175947,5.3520184,2.5388238,4.2027397,4.971012,5.2375307,1.7563268,1.8515949,2.2345154,2.097448,13.61569559718693,1.0,0.5714285714285714
561,56100,2.4365299,-0.88668287,-0.66013557,-0.12204646,100,53.0,3.2117484,4.1777663,5.3893986,5.3364224,5.648278,3.2910836,4.7292633,5.2143764,3.2117484,1.5477488,2.0717576,2.0944014,13.226733295474528,0.0,0.5721925133689839
569,56900,-2.8536134,0.09047699,-0.83019143,-0.1242563,100,16.0,4.8848314,4.458823,5.426642,5.32333,2.031218,4.5492997,4.5964503,5.199074,0.26001552,1.8733143,1.9792755,2.0853984,11.496897474322372,1.0,0.5746924428822495
577,57700,-1.5026426,0.8197789,-0.8043934,-0.11497335,100,0.0,10.186369,4.4003916,5.3759737,5.316573,8.683726,5.22017,4.571581,5.2016,6.8974323,1.673927,1.905693,2.0845501,12.524862020006912,0.0,0.5736568457538995
585,58500,-2.5252824,0.68017,-0.6273423,-0.08906133,100,0.0,3.8923495,5.066267,5.218085,5.30469,1.367067,5.746436,4.590743,5.2156286,0.52343833,2.774277,1.963739,2.0962355,13.615566535155367,1.0,0.5675213675213675
593,59300,1.9029865,0.6290966,-0.48511353,-0.08886326,100,0.0,5.522993,4.5411515,5.124895,5.2954674,7.4259796,5.1702476,4.6397815,5.2066035,1.0328624,0.9615919,1.9495865,2.0763948,13.206818620138623,1.0,0.5733558178752108
601,60100,-0.61798143,0.6827098,-0.42488027,-0.08232247,100,44.0,5.603575,4.4685087,5.1452236,5.2854023,4.985594,5.1512184,4.7203436,5.20308,2.405592,1.4665148,1.9917595,2.0696428,13.536700469925707,0.0,0.5740432612312812
609,60900,-3.1787994,0.6920076,-0.22618805,-0.073427856,100,0.0,5.3503265,4.987958,5.004862,5.283256,2.1715271,5.6799655,4.7786736,5.2098284,1.0461731,2.6977165,2.0237963,2.0807116,11.739928325011109,1.0,0.5697865353037767
617,61700,3.5820298,0.66297626,-0.06636472,-0.07008148,100,0.0,5.912725,5.7218566,5.005129,5.290343,9.494755,6.384833,4.9387646,5.2202616,5.464564,2.824912,2.0569675,2.0874894,13.350943587693665,0.0,0.5688816855753647
625,62500,3.670552,0.034225035,-0.07374319,-0.076083265,100,38.0,3.3948338,7.2992578,5.1635985,5.3169065,7.065386,7.3334837,5.0898557,5.2408233,1.7014174,3.2962556,2.0991087,2.099367,13.404123108554534,1.0,0.568
633,63300,0.24398613,0.20293207,0.011533594,-0.07781869,100,0.0,8.77142,6.558257,5.2356286,5.329978,9.015406,6.7611895,5.247162,5.252159,5.6760435,3.1476893,2.2850285,2.1182594,13.369320570265701,0.0,0.5639810426540285
641,64100,-0.2270174,-1.5827738,-0.059338924,-0.09071621,100,0.0,2.2332683,7.6053,5.3746486,5.355453,2.0062509,6.0225263,5.3153095,5.264736,1.9846888,3.1522253,2.3183248,2.1362627,13.497239428918292,1.0,0.5585023400936038
649,64900,0.4927435,0.71205336,0.07242337,-0.078365855,100,5.0,1.8695722,4.4976697,5.278119,5.3416777,2.3623157,5.209723,5.350542,5.263312,1.5263326,2.4942956,2.3842673,2.1422224,13.421549894899346,1.0,0.5577812018489985
657,65700,2.9405518,1.222583,0.31264222,-0.06214908,100,0.0,6.4943304,5.3007936,5.3060436,5.3416996,9.434882,6.5233765,5.6186852,5.27955,4.5971446,1.5822563,2.3656168,2.1334045,11.736789366735856,0.0,0.5616438356164384
665,66500,-0.45204544,1.2058163,0.53350306,-0.031999227,100,21.0,4.4932284,5.3096085,5.2574005,5.3306165,4.041183,6.5154243,5.790903,5.2986174,2.5749023,2.1683748,2.3998287,2.138631,13.413807359258696,0.0,0.562406015037594
673,67300,-1.8665667,1.1824636,0.42235062,-0.03195862,100,32.0,2.8413868,5.7487206,5.5299067,5.342696,0.9748201,6.9311843,5.952257,5.3107376,0.12856196,1.9049232,2.4672308,2.1364048,13.292781351243546,1.0,0.5646359583952452
681,68100,4.72425,-0.34316093,0.40299562,-0.034204,100,0.0,3.757202,5.2919006,5.4873333,5.3398886,8.481452,4.948739,5.8903284,5.3056846,3.757202,0.8200687,2.306032,2.1226654,13.27171997346228,0.0,0.5697503671071953
689,68900,1.7837238,-0.7397729,0.15843911,-0.046496406,100,3.0,2.0023801,5.77505,5.657648,5.346908,3.786104,5.0352774,5.8160863,5.3004107,2.0023801,2.1140792,2.3612404,2.1245973,12.158642727684521,0.0,0.5689404934687954
697,69700,3.8627615,-0.35629135,0.21645802,-0.0428983,100,27.0,4.603921,4.46352,5.5722656,5.3286676,8.466682,4.1072288,5.7887244,5.2857695,4.603921,2.1859074,2.439072,2.1241028,13.045360506854834,0.0,0.5667144906743186
705,70500,4.431248,1.134047,0.33592805,-0.024796244,100,0.0,4.335937,2.7413032,5.37507,5.2988825,8.767185,3.8753502,5.710997,5.274086,4.335937,0.79453003,2.3266273,2.1109023,12.089882481830893,0.0,0.5702127659574469
713,71300,6.5875163,0.46344185,0.22848171,-0.029336452,100,39.0,0.70559967,4.922618,5.470044,5.30436,7.293116,5.3860598,5.698525,5.275023,0.70559967,1.913428,2.3418288,2.1128538,13.387990936023098,1.0,0.5708274894810659
721,72100,5.8159523,0.50128376,0.29553702,-0.027646905,100,45.0,1.1404923,5.406575,5.3309736,5.309025,6.9564447,5.907859,5.6265106,5.281378,1.1404923,0.90773237,2.112002,2.0997636,11.80377713190975,1.0,0.5742024965325936
729,72900,0.5742066,0.87351453,0.27318096,-0.01903607,100,7.0,1.6034367,4.728986,5.169416,5.2979074,2.1776433,5.6025004,5.442597,5.278871,1.4384954,1.823576,2.0209403,2.100785,13.385824258717166,1.0,0.5747599451303155
738,73800,-0.22235203,0.86830723,0.49024442,-0.010260899,100,0.0,9.952373,3.8306909,4.8420486,5.2822456,9.7300205,4.6989985,5.3322926,5.2719846,6.3761225,1.3484532,1.8290733,2.0934036,13.182037723666687,0.0,0.5785907859078591
746,74600,0.28974152,-0.89320546,0.3350725,-0.02488649,100,0.0,9.885645,6.004131,4.980319,5.294704,10.175386,5.110925,5.315392,5.2698174,6.4120193,1.8029045,1.7812306,2.0922542,13.18055058780555,0.0,0.5804289544235925
754,75400,-3.5359626,0.74607915,0.26310283,-0.013794322,100,0.0,6.429315,5.257401,5.08468,5.301751,2.8933525,6.0034804,5.347783,5.2879567,1.9975803,3.2402294,1.9350232,2.110471,13.147690366811215,1.0,0.5755968169761273
762,76200,0.050330162,-1.0747073,0.16556959,-0.02674515,100,27.0,5.4040046,5.766734,5.0645347,5.306177,5.4543347,4.692027,5.230104,5.2794323,2.0845358,1.4888502,1.8478011,2.1026669,11.335496596867879,0.0,0.5787401574803149
770,77000,0.51704895,-0.74760664,0.04244565,-0.016062463,100,37.0,1.8391134,5.8007364,5.032298,5.2956324,2.3561623,5.05313,5.0747437,5.2795696,1.4060555,1.9164608,1.8316935,2.1030924,13.438473920372656,1.0,0.5753246753246753
