actor_episodes,actor_loss,actor_steps,binary_accuracy,categorical_accuracy,critic_loss,evaluator_episodes,evaluator_steps,learner_steps,learner_walltime,logits_neg,logits_pos,logsumexp,steps_per_second
116,-1.7479339,11600,0.3431332,0.011047363,1.9158471,28,2800,1,0,1.3816893,2.2055533,95.07122,0.0
128,-0.03899447,12800,0.5702815,0.016723633,0.6930696,31,3100,6,10.01400876045227,-0.0008676053,0.07373263,30.76525,40.752834369351966
144,1.2253258,14400,0.9924493,0.0076904297,0.05105544,35,3500,13,21.444953203201294,-6.8681073,-6.696932,8.647993,42.127148805011906
150,1.8752912,15000,0.993268,0.009765625,0.03722495,45,4500,20,32.60992956161499,-6.07607,-5.571312,2.807734,44.773785642289695
154,5.6831627,15400,0.99306226,0.012207031,0.032458257,61,6100,27,43.46018075942993,-6.077743,-5.1643906,1.3012524,43.72429252639766
158,5.4613667,15800,0.9948292,0.019165039,0.02860358,82,8200,34,54.4028058052063,-6.22416,-4.7776723,0.7098563,44.03699209325423
162,5.445902,16200,0.9951248,0.022277832,0.025753384,103,10300,41,65.39695334434509,-6.4230857,-4.709649,0.43226326,44.75559337678032
166,5.5459375,16600,0.9952545,0.023925781,0.025828458,124,12400,48,76.4169807434082,-6.611437,-4.684034,0.5150696,44.590303620855735
171,5.506938,17100,0.9956925,0.023071289,0.02558765,140,14000,55,87.62598323822021,-6.9160604,-4.7919846,0.8411749,39.07376775954932
177,5.3051033,17700,0.99563026,0.03125,0.023581559,158,15800,62,99.07231521606445,-7.0008807,-4.5693903,0.34845367,31.374045637363004
181,5.2787156,18100,0.99573064,0.03125,0.023011748,173,17300,69,110.24983859062195,-6.9751396,-4.514,0.2915997,36.22818528728031
185,5.4433203,18500,0.98649764,0.018127441,0.04675565,189,18900,76,121.21668291091919,-5.732976,-4.7360315,1.987186,45.16242208870821
190,4.9240866,19000,0.9916415,0.025817871,0.036849577,204,20400,83,132.3201026916504,-6.1416054,-4.5238137,1.1577392,39.70070098568671
194,5.192234,19400,0.9945526,0.029785156,0.02955392,223,22300,90,143.40328121185303,-6.569109,-4.5628004,0.7067083,44.74646922144593
198,4.937001,19800,0.9952662,0.03277588,0.027627507,238,23800,97,154.5167851448059,-6.81367,-4.5191717,0.6449694,41.183810027178644
202,5.054992,20200,0.9952569,0.035949707,0.027028818,255,25500,104,165.51871466636658,-7.108112,-4.490219,0.61606115,43.08158532774674
208,5.0735354,20800,0.9955666,0.03338623,0.024844017,269,26900,111,177.0239667892456,-7.2331243,-4.462696,0.48371568,35.75595759562556
212,5.0171995,21200,0.99431324,0.036621094,0.025680333,283,28300,118,188.2257215976715,-7.216634,-4.3941703,0.46484655,43.60493300931762
217,5.2978573,21700,0.9938967,0.034118652,0.029107848,298,29800,125,199.42004919052124,-7.268981,-4.510295,0.9802984,39.92671589319616
221,5.2212896,22100,0.99452806,0.029174805,0.027213622,314,31400,132,210.53778529167175,-6.929064,-4.4986587,0.6734327,37.036721805552816
225,5.2318134,22500,0.99056125,0.020263672,0.03333808,330,33000,139,221.4775025844574,-6.188911,-4.6454144,0.9212671,42.31126702354333
230,4.9475145,23000,0.9930599,0.027770996,0.028123187,343,34300,146,232.60849142074585,-7.1022415,-4.393981,0.6883816,45.561954886043964
234,5.6074095,23400,0.9936032,0.02911377,0.02852142,360,36000,153,243.54555416107178,-7.2365527,-4.380905,0.82503307,44.25334827813084
238,5.194685,23800,0.9946723,0.043823242,0.025205825,376,37600,160,254.50624632835388,-7.454428,-4.384845,0.69167274,44.52242587306913
242,5.2240415,24200,0.9945705,0.042114258,0.026259713,395,39500,167,265.45498156547546,-6.9966364,-4.415517,0.6183467,45.79954018830952
247,5.4381733,24700,0.994498,0.04296875,0.026292857,411,41100,174,276.79656887054443,-7.3049192,-4.3111954,0.7164872,34.58453229438836
253,5.1530695,25300,0.9949076,0.045898438,0.025401145,425,42500,181,288.013400554657,-7.177422,-4.3245564,0.5619743,35.70282257109895
258,5.1929984,25800,0.9948633,0.048461914,0.025194488,441,44100,188,299.2213888168335,-7.482933,-4.2773924,0.6384934,38.937480236471885
262,5.2118673,26200,0.99528885,0.04675293,0.02297039,458,45800,195,310.318377494812,-7.4067187,-4.3162704,0.41734555,39.256485604687924
266,5.1352596,26600,0.99459815,0.043151855,0.026580514,471,47100,202,321.2533392906189,-7.3198633,-4.362088,0.8576634,44.70071065408285
270,24.242048,27000,0.9784417,0.005859375,0.1085826,487,48700,209,332.3116250038147,-18.644989,-17.3276,59.00184,43.07280605211731
274,5.9047003,27400,0.9901478,0.032348633,0.037439294,504,50400,216,343.23758578300476,-7.350848,-4.5274963,1.5836651,42.3352028911566
279,5.0593977,27900,0.99021935,0.036193848,0.03647984,522,52200,223,354.415363073349,-7.214581,-4.392027,1.3892233,39.16666790687793
283,4.4333725,28300,0.99030447,0.03186035,0.035906866,539,53900,230,365.4922263622284,-7.3178153,-4.314268,1.1809788,43.82781405485329
288,4.188029,28800,0.9896822,0.033447266,0.03849336,555,55500,237,376.67259430885315,-7.0838594,-4.2689295,1.2178015,39.518168153800175
294,4.067509,29400,0.9905157,0.039001465,0.034603402,573,57300,244,388.01455903053284,-6.9775248,-4.203249,0.97349656,33.018983776953995
298,3.590572,29800,0.991019,0.034729004,0.034306854,587,58700,251,399.2003393173218,-7.200193,-4.1741886,1.0348451,40.85353370633385
302,4.082064,30200,0.9928236,0.037475586,0.032086514,602,60200,258,410.2212188243866,-7.3895802,-4.3943605,1.0753223,43.772298012797954
306,5.2311964,30600,0.9931965,0.03955078,0.030645847,617,61700,265,421.29016184806824,-7.213769,-4.292661,0.8719184,45.049007147984064
310,4.65457,31000,0.9934273,0.034851074,0.03210505,636,63600,272,432.4702341556549,-7.7577634,-4.9507113,2.634862,44.64092103808029
315,4.397648,31500,0.9935744,0.04034424,0.029071104,651,65100,279,443.51516675949097,-7.2833986,-4.2676954,0.8464757,39.97482931036742
319,4.450503,31900,0.9946728,0.05102539,0.026232017,669,66900,286,454.6288685798645,-7.5733747,-4.311791,0.74124604,37.65887251545998
324,5.499815,32400,0.99274564,0.037231445,0.03279344,683,68300,293,465.86031317710876,-6.908589,-4.295597,1.0912054,37.64310356964863
330,5.5294704,33000,0.99246836,0.04095459,0.033468656,700,70000,300,477.262882232666,-7.387251,-4.582642,2.223433,33.87977524672237
334,5.1109033,33400,0.9920335,0.03753662,0.033102866,717,71700,307,488.53096055984497,-7.270033,-4.460968,1.5655148,38.73312878478306
338,5.279051,33800,0.9929583,0.03491211,0.032644898,732,73200,314,499.6005222797394,-7.5780325,-4.6783476,2.3154788,43.60217072445736
342,5.237263,34200,0.9944868,0.04168701,0.027806545,747,74700,321,510.6245930194855,-7.3010917,-4.2481933,0.9202797,42.082121411264225
346,5.065402,34600,0.99491906,0.05328369,0.025521507,764,76400,328,521.6219303607941,-7.482053,-4.229414,0.7268865,41.87312496665724
351,4.4795175,35100,0.98538804,0.024353027,0.050622698,780,78000,335,532.8766791820526,-7.0385323,-4.695127,2.340206,39.631800112029204
356,4.317855,35600,0.98943496,0.03265381,0.04055766,793,79300,342,543.9732208251953,-7.0810013,-4.3832054,1.56416,40.26349245061736
360,5.4525075,36000,0.99138784,0.031555176,0.03534472,809,80900,349,554.9651882648468,-7.090418,-4.239489,1.2166772,43.93550125193093
364,4.5315876,36400,0.99122715,0.032165527,0.034510374,825,82500,356,565.8851661682129,-7.150943,-4.276369,1.2378292,45.02318135991296
368,4.4016104,36800,0.9928365,0.03375244,0.031876087,842,84200,363,576.8994107246399,-7.170416,-4.211538,1.0049496,41.583575975427415
374,4.708987,37400,0.99260473,0.03656006,0.03404074,856,85600,370,588.245539188385,-7.200286,-4.292615,1.1740253,35.52955081834899
378,4.8340855,37800,0.9928241,0.038269043,0.031467885,870,87000,377,599.3365848064423,-7.3253984,-4.3738728,1.2133434,39.52911433935385
382,4.6568413,38200,0.99335194,0.04650879,0.028598826,888,88800,384,610.5971417427063,-7.508729,-4.314253,0.94378793,45.758669560014525
386,5.2321177,38600,0.99120784,0.037841797,0.035138927,904,90400,391,621.5105781555176,-7.342349,-4.5379524,1.6801647,45.3447385175479
391,4.8174505,39100,0.9923444,0.04083252,0.03170446,920,92000,398,632.8280951976776,-7.2557306,-4.277422,1.1280553,35.51879918915629
