actor_episodes,actor_steps,delta_dist,episode_length,episode_return,evaluator_episodes,evaluator_steps,final_dist,init_dist,min_dist,steps_per_second,success,success_1000
1,100,-6.452663,100,20.0,1,100,7.669015,1.2163521,1.0628439,25.50525662697909,1.0,nan
6,600,-5.7333,100,30.0,2,200,8.0844965,2.351196,0.15950386,72.69497879450165,1.0,1.0
10,1000,-1.4703074,100,0.0,3,300,9.55543,8.085123,7.201895,75.04170918095782,0.0,1.0
14,1400,6.3835845,100,11.0,4,400,0.38783085,6.771415,0.14554524,72.42124630797554,1.0,0.6666666666666666
18,1800,0.10615349,100,0.0,5,500,7.5936136,7.699767,4.1395235,79.67348774762242,0.0,0.75
20,2000,-1.6078598,100,9.0,6,600,3.9318886,2.3240287,1.6696929,76.39678129481884,1.0,0.6
24,2400,-2.6188352,100,8.0,7,700,5.3988404,2.7800052,1.6273472,76.07639664163558,1.0,0.6666666666666666
29,2900,0.19183213,100,81.0,8,800,0.79280084,0.98463297,0.14064038,73.54607545098064,1.0,0.7142857142857143
33,3300,-0.65367746,100,17.0,9,900,5.1625204,4.508843,1.4151163,74.24812406079124,1.0,0.75
37,3700,0.8109932,100,0.0,10,1000,4.4275846,5.238578,3.6117892,71.58624578688985,0.0,0.7777777777777778
40,4000,0.052661896,100,0.0,11,1100,8.286394,8.339056,6.7972517,80.20252250584696,0.0,0.7
45,4500,-0.27481484,100,19.0,12,1200,2.0292244,1.7544096,1.4826767,71.77850969589954,1.0,0.6363636363636364
49,4900,2.0184011,100,32.0,13,1300,0.78883904,2.8072402,0.21731809,75.85690019879796,1.0,0.6666666666666666
53,5300,-1.860608,100,28.0,14,1400,3.5784037,1.7177957,0.17895447,69.69653463503863,1.0,0.6923076923076923
57,5700,0.39716196,100,0.0,15,1500,5.486632,5.883794,5.3946934,80.60446274985044,0.0,0.7142857142857143
61,6100,0.6383877,100,0.0,16,1600,4.69434,5.332728,2.1538656,72.21882543233885,0.0,0.6666666666666666
65,6500,-5.042447,100,23.0,17,1700,7.9126854,2.8702385,0.21860224,70.29561740101045,1.0,0.625
69,6900,0.085101604,100,0.0,18,1800,7.159111,7.2442126,6.77195,75.0826941742272,0.0,0.6470588235294118
73,7300,2.9749212,100,60.0,19,1900,1.4794804,4.4544015,0.14049183,72.23626331705752,1.0,0.6111111111111112
77,7700,0.22404003,100,0.0,20,2000,8.3603,8.58434,3.0245094,70.76021566636395,0.0,0.631578947368421
81,8100,-1.8782017,100,21.0,21,2100,4.3159957,2.437794,1.5548217,79.44500868073642,1.0,0.6
85,8500,-2.5219727,100,90.0,22,2200,3.3338838,0.811911,0.120217875,75.0478990616293,1.0,0.6190476190476191
90,9000,2.0900433,100,0.0,23,2300,3.1168473,5.2068906,2.1945868,74.16504505014265,0.0,0.6363636363636364
94,9400,1.6088386,100,0.0,24,2400,5.7743816,7.38322,5.473612,74.39902837725201,0.0,0.6086956521739131
98,9800,-1.6800032,100,1.0,25,2500,4.2888083,2.6088052,1.9041598,77.74573722325478,1.0,0.5833333333333334
102,10200,2.019864,100,24.0,26,2600,2.0107527,4.0306168,1.0557196,32.16195075314777,1.0,0.6
106,10600,-1.8961501,100,0.0,27,2700,7.7251987,5.8290486,5.8290486,48.93875701299665,0.0,0.6153846153846154
110,11000,-0.047913313,100,26.0,28,2800,1.9128598,1.8649465,1.5590407,52.669949363159226,1.0,0.5925925925925926
114,11400,-1.9669514,100,2.0,29,2900,8.650936,6.6839848,1.6206465,23.83573786521259,1.0,0.6071428571428571
119,11900,-2.0960016,100,0.0,30,3000,10.818966,8.722964,8.722964,23.50630079002123,0.0,0.6206896551724138
124,12400,4.5087194,100,0.0,31,3100,3.5530567,8.061776,3.3838592,23.3691348085168,0.0,0.6
128,12800,5.2794557,100,90.0,32,3200,1.3799171,6.659373,1.3792793,21.616203824481726,1.0,0.5806451612903226
132,13200,4.188076,100,96.0,33,3300,0.9459847,5.134061,0.28334364,23.545354530625325,1.0,0.59375
134,13400,6.6364603,100,94.0,34,3400,0.78900456,7.425465,0.31143832,27.3573186709429,1.0,0.6060606060606061
138,13800,7.0337677,100,42.0,35,3500,1.305826,8.339594,0.85126275,26.155001990479622,1.0,0.6176470588235294
142,14200,0.10367656,100,0.0,36,3600,3.3825302,3.4862068,2.0256467,22.590687171390996,0.0,0.6285714285714286
146,14600,5.207099,100,93.0,37,3700,1.9257504,7.132849,1.6820291,22.65767959177213,1.0,0.6111111111111112
