actor_episodes,actor_steps,delta_dist,delta_dist_10,delta_dist_100,delta_dist_1000,episode_length,episode_return,final_dist,final_dist_10,final_dist_100,final_dist_1000,init_dist,init_dist_10,init_dist_100,init_dist_1000,min_dist,min_dist_10,min_dist_100,min_dist_1000,steps_per_second,success,success_1000
2,200,0.0,-1.4344687,-1.4344687,-1.4344687,100,11.0,8.165532,4.8555307,4.8555307,4.8555307,8.165532,3.4210622,3.4210622,3.4210622,8.165532,3.3777192,3.3777192,3.3777192,25.0062004204839,1.0,nan
33,3300,-6.23876,1.7886531,-0.09047387,-0.09047387,100,0.0,6.3074174,4.1553607,5.858246,5.858246,0.06865744,5.944014,5.7677717,5.7677717,0.06865744,1.217027,2.284666,2.284666,80.7906352834941,1.0,0.6666666666666666
65,6500,-3.4453568,-0.7991605,-0.26935458,-0.26935458,100,0.0,5.210925,6.8045607,5.6394777,5.6394777,1.7655684,6.0053997,5.370122,5.370122,0.56258696,2.7632518,1.9604838,1.9604838,72.5115925427388,1.0,0.6885245901639344
97,9700,-0.33882427,1.0171763,-0.28137982,-0.28137982,100,0.0,9.720072,5.3781447,5.8137064,5.8137064,9.3812475,6.395321,5.5323257,5.5323257,0.68363416,3.225417,2.0244968,2.0244968,74.9985695158097,1.0,0.6021505376344086
113,11300,-5.1478214,-0.45015535,-0.12656207,-0.19630447,100,34.0,7.3101883,6.564027,5.6745586,5.7679915,2.1623666,6.1138716,5.547998,5.571687,0.36511377,3.2867756,1.9927138,2.08163,27.06761696328641,1.0,0.5779816513761468
125,12500,2.7990184,-2.111298,-0.23968023,-0.39051327,100,0.0,5.229284,6.26986,5.630858,5.805399,8.028302,4.1585617,5.391179,5.414886,4.252056,2.2388568,1.9238161,2.082071,23.501312958039975,0.0,0.575
139,13900,0.0,-0.33559355,-0.4048327,-0.39304397,100,0.0,4.1150937,6.555893,5.8767824,5.891532,4.1150937,6.220299,5.4719496,5.4984875,4.1150937,3.125464,2.2255297,2.156975,20.475790865256702,0.0,0.5671641791044776
151,15100,3.8741367,0.7162469,-0.27726543,-0.28210145,100,24.0,1.873461,4.7861123,5.943421,5.7977977,5.7475977,5.5023584,5.666155,5.515696,1.873461,1.0750048,2.2120025,2.0922003,22.367260543540496,1.0,0.5793103448275863
162,16200,1.9278693,0.23303214,-0.23338357,-0.2292761,100,0.0,3.7016225,4.3140516,5.6971235,5.687325,5.629492,4.547084,5.4637394,5.458049,1.6871855,2.2172103,2.1791022,2.098489,22.312997490847494,1.0,0.5576923076923077
174,17400,2.1187341,0.8323389,-0.10303459,-0.15675956,100,0.0,3.9647133,3.9036198,5.542844,5.5592732,6.0834475,4.7359586,5.4398103,5.4025135,2.5966725,1.4035952,2.1656437,2.0542345,23.554900139572606,0.0,0.5773809523809523
186,18600,-1.2955389,2.0730033,0.3417602,-0.019417154,100,0.0,1.6382234,2.8901126,5.014482,5.4056754,0.3426845,4.963116,5.356242,5.3862586,0.3426845,1.1091596,2.124602,2.00996,25.071702322311808,1.0,0.5921787709497207
